rowid,pl_hostname,pl_letter,pl_pnum
1,11 Com,b,1
2,11 UMi,b,1
3,14 And,b,1
4,14 Her,b,1
5,16 Cyg B,b,1
6,18 Del,b,1
7,1RXS J160929.1-210524,b,1
8,24 Sex,b,2
9,24 Sex,c,2
10,2MASS J01225093-2439505,b,1
11,2MASS J02192210-3925225,b,1
12,2MASS J04414489+2301513,b,1
13,2MASS J12073346-3932539,b,1
14,2MASS J19383260+4603591,b,1
15,2MASS J21402931+1625183 A,b,1
16,2MASS J22362452+4751425,b,1
17,30 Ari B,b,1
18,4 UMa,b,1
19,42 Dra,b,1
20,47 UMa,b,3
21,47 UMa,c,3
22,47 UMa,d,3
23,51 Eri,b,1
24,51 Peg,b,1
25,55 Cnc,b,5
26,55 Cnc,c,5
27,55 Cnc,d,5
28,55 Cnc,e,5
29,55 Cnc,f,5
30,6 Lyn,b,1
31,61 Vir,b,3
32,61 Vir,c,3
33,61 Vir,d,3
34,7 CMa,b,1
35,70 Vir,b,1
36,75 Cet,b,1
37,8 UMi,b,1
38,81 Cet,b,1
39,91 Aqr,b,1
40,AB Pic,b,1
41,BD+14 4559,b,1
42,BD+15 2375,b,1
43,BD+15 2940,b,1
44,BD+20 1790,b,1
45,BD+20 2457,b,2
46,BD+20 2457,c,2
47,BD+20 274,b,1
48,BD+20 594,b,1
49,BD+48 738,b,1
50,BD+49 828,b,1
51,BD-06 1339,b,2
52,BD-06 1339,c,2
53,BD-08 2823,b,2
54,BD-08 2823,c,2
55,BD-10 3166,b,1
56,BD-11 4672,b,1
57,BD-13 2130,b,1
58,BD-17 63,b,1
59,CFBDSIR J145829+101343,b,1
60,CHXR 73,b,1
61,CT Cha,b,1
62,CoRoT-1,b,1
63,CoRoT-10,b,1
64,CoRoT-11,b,1
65,CoRoT-12,b,1
66,CoRoT-13,b,1
67,CoRoT-14,b,1
68,CoRoT-16,b,1
69,CoRoT-17,b,1
70,CoRoT-18,b,1
71,CoRoT-19,b,1
72,CoRoT-2,b,1
73,CoRoT-20,b,1
74,CoRoT-22,b,1
75,CoRoT-23,b,1
76,CoRoT-24,b,2
77,CoRoT-24,c,2
78,CoRoT-25,b,1
79,CoRoT-26,b,1
80,CoRoT-27,b,1
81,CoRoT-28,b,1
82,CoRoT-29,b,1
83,CoRoT-3,b,1
84,CoRoT-4,b,1
85,CoRoT-5,b,1
86,CoRoT-6,b,1
87,CoRoT-7,b,2
88,CoRoT-7,c,2
89,CoRoT-8,b,1
90,CoRoT-9,b,1
91,DENIS-P J082303.1-491201,b,1
92,DH Tau,b,1
93,DP Leo,b,1
94,EPIC 211351816,b,1
95,EPIC 211391664,b,1
96,EPIC 211822797,b,1
97,EPIC 211913977,b,1
98,EPIC 211969807,b,1
99,EPIC 211970147,b,1
100,EPIC 211990866,b,1
101,FU Tau,b,1
102,Fomalhaut,b,1
103,GJ 1132,b,1
104,GJ 1214,b,1
105,GJ 15 A,b,1
106,GJ 163,b,3
107,GJ 163,c,3
108,GJ 163,d,3
109,GJ 179,b,1
110,GJ 3021,b,1
111,GJ 317,b,1
112,GJ 328,b,1
113,GJ 3293,b,2
114,GJ 3293,c,2
115,GJ 3341,b,1
116,GJ 3470,b,1
117,GJ 3634,b,1
118,GJ 3998,b,2
119,GJ 3998,c,2
120,GJ 433,b,1
121,GJ 436,b,1
122,GJ 504,b,1
123,GJ 536,b,1
124,GJ 581,b,3
125,GJ 581,c,3
126,GJ 581,e,3
127,GJ 649,b,1
128,GJ 667 C,b,5
129,GJ 667 C,c,5
130,GJ 667 C,e,5
131,GJ 667 C,f,5
132,GJ 667 C,g,5
133,GJ 674,b,1
134,GJ 676 A,b,4
135,GJ 676 A,c,4
136,GJ 676 A,d,4
137,GJ 676 A,e,4
138,GJ 687,b,1
139,GJ 832,b,2
140,GJ 832,c,2
141,GJ 849,b,1
142,GJ 86,b,1
143,GJ 876,b,4
144,GJ 876,c,4
145,GJ 876,d,4
146,GJ 876,e,4
147,GQ Lup,b,1
148,GSC 06214-00210,b,1
149,GU Psc,b,1
150,HAT-P-1,b,1
151,HAT-P-11,b,1
152,HAT-P-12,b,1
153,HAT-P-13,b,2
154,HAT-P-13,c,2
155,HAT-P-14,b,1
156,HAT-P-15,b,1
157,HAT-P-16,b,1
158,HAT-P-17,b,2
159,HAT-P-17,c,2
160,HAT-P-18,b,1
161,HAT-P-19,b,1
162,HAT-P-2,b,1
163,HAT-P-20,b,1
164,HAT-P-21,b,1
165,HAT-P-22,b,1
166,HAT-P-23,b,1
167,HAT-P-24,b,1
168,HAT-P-25,b,1
169,HAT-P-26,b,1
170,HAT-P-27,b,1
171,HAT-P-28,b,1
172,HAT-P-29,b,1
173,HAT-P-3,b,1
174,HAT-P-30,b,1
175,HAT-P-31,b,1
176,HAT-P-32,b,1
177,HAT-P-33,b,1
178,HAT-P-34,b,1
179,HAT-P-35,b,1
180,HAT-P-36,b,1
181,HAT-P-37,b,1
182,HAT-P-38,b,1
183,HAT-P-39,b,1
184,HAT-P-4,b,1
185,HAT-P-40,b,1
186,HAT-P-41,b,1
187,HAT-P-42,b,1
188,HAT-P-43,b,1
189,HAT-P-44,b,2
190,HAT-P-44,c,2
191,HAT-P-45,b,1
192,HAT-P-46,b,1
193,HAT-P-49,b,1
194,HAT-P-5,b,1
195,HAT-P-50,b,1
196,HAT-P-51,b,1
197,HAT-P-52,b,1
198,HAT-P-53,b,1
199,HAT-P-54,b,1
200,HAT-P-55,b,1
201,HAT-P-56,b,1
202,HAT-P-57,b,1
203,HAT-P-6,b,1
204,HAT-P-65,b,1
205,HAT-P-66,b,1
206,HAT-P-7,b,1
207,HAT-P-8,b,1
208,HAT-P-9,b,1
209,HATS-1,b,1
210,HATS-10,b,1
211,HATS-11,b,1
212,HATS-12,b,1
213,HATS-13,b,1
214,HATS-14,b,1
215,HATS-15,b,1
216,HATS-16,b,1
217,HATS-17,b,1
218,HATS-18,b,1
219,HATS-2,b,1
220,HATS-25,b,1
221,HATS-26,b,1
222,HATS-27,b,1
223,HATS-28,b,1
224,HATS-29,b,1
225,HATS-3,b,1
226,HATS-30,b,1
227,HATS-31,b,1
228,HATS-32,b,1
229,HATS-33,b,1
230,HATS-34,b,1
231,HATS-35,b,1
232,HATS-4,b,1
233,HATS-5,b,1
234,HATS-6,b,1
235,HATS-8,b,1
236,HATS-9,b,1
237,HD 100546,b,1
238,HD 100655,b,1
239,HD 100777,b,1
240,HD 10180,c,6
241,HD 10180,d,6
242,HD 10180,e,6
243,HD 10180,f,6
244,HD 10180,g,6
245,HD 10180,h,6
246,HD 101930,b,1
247,HD 102117,b,1
248,HD 102195,b,1
249,HD 102272,b,1
250,HD 102329,b,1
251,HD 102365,b,1
252,HD 102956,b,1
253,HD 103197,b,1
254,HD 103720,b,1
255,HD 103774,b,1
256,HD 104067,b,1
257,HD 10442,b,1
258,HD 104985,b,1
259,HD 106252,b,1
260,HD 106270,b,1
261,HD 10647,b,1
262,HD 106515 A,b,1
263,HD 106906,b,1
264,HD 10697,b,1
265,HD 107148,b,1
266,HD 108147,b,1
267,HD 108341,b,1
268,HD 108863,b,1
269,HD 108874,b,2
270,HD 108874,c,2
271,HD 109246,b,1
272,HD 109271,b,2
273,HD 109271,c,2
274,HD 109749,b,1
275,HD 110014,b,1
276,HD 111232,b,1
277,HD 111998,b,1
278,HD 113337,b,1
279,HD 113538,b,2
280,HD 113538,c,2
281,HD 114386,b,1
282,HD 114613,b,1
283,HD 114729,b,1
284,HD 114762,b,1
285,HD 114783,b,1
286,HD 11506,b,2
287,HD 11506,c,2
288,HD 116029,b,1
289,HD 117207,b,1
290,HD 11755,b,1
291,HD 117618,b,1
292,HD 118203,b,1
293,HD 11964,b,2
294,HD 11964,c,2
295,HD 11977,b,1
296,HD 120084,b,1
297,HD 121504,b,1
298,HD 12484,b,1
299,HD 125595,b,1
300,HD 125612,b,3
301,HD 125612,c,3
302,HD 125612,d,3
303,HD 12648,b,1
304,HD 12661,b,2
305,HD 12661,c,2
306,HD 126614,b,1
307,HD 128311,b,2
308,HD 128311,c,2
309,HD 128356,b,1
310,HD 129445,b,1
311,HD 130322,b,1
312,HD 131399 A,b,1
313,HD 131496,b,1
314,HD 131664,b,1
315,HD 13189,b,1
316,HD 132406,b,1
317,HD 132563,b,1
318,HD 133131 A,b,2
319,HD 133131 A,c,2
320,HD 133131 B,1,2
321,HD 134987,b,2
322,HD 134987,c,2
323,HD 136418,b,1
324,HD 137388 A,b,1
325,HD 13908,b,2
326,HD 13908,c,2
327,HD 13931,b,1
328,HD 139357,b,1
329,HD 14067,b,1
330,HD 141399,b,4
331,HD 141399,c,4
332,HD 141399,d,4
333,HD 141399,e,4
334,HD 141937,b,1
335,HD 142,b,2
336,HD 142,c,2
337,HD 142022 A,b,1
338,HD 142245,b,1
339,HD 142415,b,1
340,HD 143105,b,1
341,HD 143361,b,1
342,HD 145377,b,1
343,HD 145457,b,1
344,HD 145934,b,1
345,HD 1461,b,2
346,HD 1461,c,2
347,HD 147018,b,2
348,HD 147018,c,2
349,HD 147513,b,1
350,HD 147873,b,1
351,HD 147873,c,1
352,HD 148156,b,1
353,HD 148427,b,1
354,HD 149026,b,1
355,HD 149143,b,1
356,HD 1502,b,1
357,HD 150706,b,1
358,HD 152079,b,1
359,HD 152581,b,1
360,HD 153950,b,1
361,HD 154345,b,1
362,HD 154672,b,1
363,HD 154857,b,2
364,HD 154857,c,2
365,HD 155233,b,1
366,HD 155358,b,2
367,HD 155358,c,2
368,HD 156279,b,1
369,HD 156411,b,1
370,HD 156668,b,1
371,HD 156846,b,1
372,HD 158038,b,1
373,HD 159243,b,2
374,HD 159243,c,2
375,HD 159868,b,2
376,HD 159868,c,2
377,HD 1605,b,2
378,HD 1605,c,2
379,HD 160691,b,4
380,HD 160691,c,4
381,HD 160691,d,4
382,HD 160691,e,4
383,HD 16141,b,1
384,HD 16175,b,1
385,HD 162020,b,1
386,HD 163607,b,2
387,HD 163607,c,2
388,HD 16417,b,1
389,HD 164509,b,1
390,HD 164595,b,1
391,HD 164604,b,1
392,HD 164922,b,2
393,HD 164922,c,2
394,HD 165155,b,1
395,HD 1666,b,1
396,HD 166724,b,1
397,HD 167042,b,1
398,HD 168443,b,2
399,HD 168443,c,2
400,HD 168746,b,1
401,HD 1690,b,1
402,HD 169830,b,2
403,HD 169830,c,2
404,HD 170469,b,1
405,HD 17092,b,1
406,HD 171028,b,1
407,HD 171238,b,1
408,HD 17156,b,1
409,HD 173416,b,1
410,HD 175167,b,1
411,HD 175541,b,1
412,HD 175607,b,1
413,HD 177830,b,2
414,HD 177830,c,2
415,HD 178911 B,b,1
416,HD 179079,b,1
417,HD 179949,b,1
418,HD 180314,b,1
419,HD 180902,b,1
420,HD 181342,b,1
421,HD 181433,b,3
422,HD 181433,c,3
423,HD 181433,d,3
424,HD 181720,b,1
425,HD 183263,b,2
426,HD 183263,c,2
427,HD 185269,b,1
428,HD 187085,b,1
429,HD 187123,b,2
430,HD 187123,c,2
431,HD 18742,b,1
432,HD 188015,b,1
433,HD 189733,b,1
434,HD 190360,b,2
435,HD 190360,c,2
436,HD 190647,b,1
437,HD 190984,b,1
438,HD 191806,b,1
439,HD 192263,b,1
440,HD 192310,b,2
441,HD 192310,c,2
442,HD 192699,b,1
443,HD 195019,b,1
444,HD 196050,b,1
445,HD 196067,b,1
446,HD 196885,b,1
447,HD 197037,b,1
448,HD 19994,b,1
449,HD 200964,b,2
450,HD 200964,c,2
451,HD 202206,b,2
452,HD 202206,c,2
453,HD 203030,b,1
454,HD 2039,b,1
455,HD 204313,b,2
456,HD 204313,c,2
457,HD 204941,b,1
458,HD 205739,b,1
459,HD 206610,b,1
460,HD 20782,b,1
461,HD 207832,b,2
462,HD 207832,c,2
463,HD 20794,b,3
464,HD 20794,c,3
465,HD 20794,d,3
466,HD 208487,b,1
467,HD 208527,b,1
468,HD 20868,b,1
469,HD 209458,b,1
470,HD 210277,b,1
471,HD 210702,b,1
472,HD 212301,b,1
473,HD 212771,b,1
474,HD 213240,b,1
475,HD 214823,b,1
476,HD 215497,b,2
477,HD 215497,c,2
478,HD 216435,b,1
479,HD 216437,b,1
480,HD 216536,b,1
481,HD 216770,b,1
482,HD 217107,b,2
483,HD 217107,c,2
484,HD 217786,b,1
485,HD 218566,b,1
486,HD 219077,b,1
487,HD 219134,b,6
488,HD 219134,c,6
489,HD 219134,d,6
490,HD 219134,f,6
491,HD 219134,g,6
492,HD 219134,h,6
493,HD 219415,b,1
494,HD 219828,b,2
495,HD 219828,c,2
496,HD 220074,b,1
497,HD 220689,b,1
498,HD 220773,b,1
499,HD 220842,b,1
500,HD 221287,b,1
501,HD 221585,b,1
502,HD 222076,b,1
503,HD 222155,b,1
504,HD 222582,b,1
505,HD 224538,b,1
506,HD 224693,b,1
507,HD 22781,b,1
508,HD 23079,b,1
509,HD 23127,b,1
510,HD 231701,b,1
511,HD 233604,b,1
512,HD 23596,b,1
513,HD 240210,b,1
514,HD 240237,b,1
515,HD 24040,b,1
516,HD 24064,b,1
517,HD 25171,b,1
518,HD 2638,b,1
519,HD 27442,b,1
520,HD 27631,b,1
521,HD 27894,b,1
522,HD 28185,b,1
523,HD 28254,b,1
524,HD 285507,b,1
525,HD 285968,b,1
526,HD 28678,b,1
527,HD 290327,b,1
528,HD 2952,b,1
529,HD 30177,b,2
530,HD 30177,c,2
531,HD 30562,b,1
532,HD 30669,b,1
533,HD 30856,b,1
534,HD 31253,b,1
535,HD 3167,b,2
536,HD 3167,c,2
537,HD 32518,b,1
538,HD 32963,b,1
539,HD 330075,b,1
540,HD 33142,b,1
541,HD 33283,b,1
542,HD 33564,b,1
543,HD 33844,b,2
544,HD 33844,c,2
545,HD 34445,b,1
546,HD 35759,b,1
547,HD 3651,b,1
548,HD 37124,b,3
549,HD 37124,c,3
550,HD 37124,d,3
551,HD 37605,b,2
552,HD 37605,c,2
553,HD 38283,b,1
554,HD 38529,b,2
555,HD 38529,c,2
556,HD 38801,b,1
557,HD 39091,b,1
558,HD 40307,b,5
559,HD 40307,c,5
560,HD 40307,d,5
561,HD 40307,f,5
562,HD 40307,g,5
563,HD 40979,b,1
564,HD 41004 A,b,1
565,HD 41004 B,b,1
566,HD 4113,b,1
567,HD 4203,b,2
568,HD 4203,c,2
569,HD 4208,b,1
570,HD 42618,b,1
571,HD 4308,b,1
572,HD 4313,b,1
573,HD 43197,b,1
574,HD 43691,b,1
575,HD 44219,b,1
576,HD 45350,b,1
577,HD 45364,b,2
578,HD 45364,c,2
579,HD 45652,b,1
580,HD 46375,b,1
581,HD 47186,b,2
582,HD 47186,c,2
583,HD 4732,b,2
584,HD 4732,c,2
585,HD 47536,b,1
586,HD 48265,b,1
587,HD 49674,b,1
588,HD 50499,b,1
589,HD 50554,b,1
590,HD 52265,b,1
591,HD 5319,b,2
592,HD 5319,c,2
593,HD 5583,b,1
594,HD 5608,b,1
595,HD 564,b,1
596,HD 5891,b,1
597,HD 59686 A,b,1
598,HD 60532,b,2
599,HD 60532,c,2
600,HD 62509,b,1
601,HD 63454,b,1
602,HD 63765,b,1
603,HD 6434,b,1
604,HD 65216,b,2
605,HD 65216,c,2
606,HD 66141,b,1
607,HD 66428,b,1
608,HD 67087,b,2
609,HD 67087,c,2
610,HD 6718,b,1
611,HD 68402,b,1
612,HD 68988,b,1
613,HD 69830,b,3
614,HD 69830,c,3
615,HD 69830,d,3
616,HD 70573,b,1
617,HD 70642,b,1
618,HD 7199,b,1
619,HD 72659,b,1
620,HD 72892,b,1
621,HD 73256,b,1
622,HD 73267,b,1
623,HD 73526,b,2
624,HD 73526,c,2
625,HD 73534,b,1
626,HD 74156,b,2
627,HD 74156,c,2
628,HD 7449,b,1
629,HD 75289,b,1
630,HD 75784,b,1
631,HD 75898,b,1
632,HD 76700,b,1
633,HD 77338,b,1
634,HD 7924,b,3
635,HD 7924,c,3
636,HD 7924,d,3
637,HD 79498,b,1
638,HD 80606,b,1
639,HD 81040,b,1
640,HD 81688,b,1
641,HD 82886,b,1
642,HD 82943,b,2
643,HD 82943,c,2
644,HD 83443,b,1
645,HD 8535,b,1
646,HD 85390,b,1
647,HD 85512,b,1
648,HD 8574,b,1
649,HD 86081,b,1
650,HD 86226,b,1
651,HD 86264,b,1
652,HD 8673,b,1
653,HD 86950,b,1
654,HD 87646,b,1
655,HD 87883,b,1
656,HD 88133,b,1
657,HD 89307,b,1
658,HD 89744,b,1
659,HD 90156,b,1
660,HD 9174,b,1
661,HD 92788,b,1
662,HD 93083,b,1
663,HD 9446,b,2
664,HD 9446,c,2
665,HD 95086,b,1
666,HD 95089,b,1
667,HD 95127,b,1
668,HD 95872,b,1
669,HD 96063,b,1
670,HD 96127,b,1
671,HD 96167,b,1
672,HD 97658,b,1
673,HD 98219,b,1
674,HD 98649,b,1
675,HD 99109,b,1
676,HD 99492,b,1
677,HD 99706,b,1
678,HIP 105854,b,1
679,HIP 107773,b,1
680,HIP 109384,b,1
681,HIP 109600,b,1
682,HIP 116454,b,1
683,HIP 12961,b,1
684,HIP 14810,b,3
685,HIP 14810,c,3
686,HIP 14810,d,3
687,HIP 41378,b,5
688,HIP 41378,c,5
689,HIP 41378,d,5
690,HIP 41378,e,5
691,HIP 41378,f,5
692,HIP 5158,b,2
693,HIP 5158,c,2
694,HIP 57050,b,1
695,HIP 57274,b,3
696,HIP 57274,c,3
697,HIP 57274,d,3
698,HIP 63242,b,1
699,HIP 65407,b,2
700,HIP 65407,c,2
701,HIP 65891,b,1
702,HIP 67851,b,2
703,HIP 67851,c,2
704,HIP 70849,b,1
705,HIP 74890,b,1
706,HIP 75458,b,1
707,HIP 78530,b,1
708,HIP 79431,b,1
709,HIP 8541,b,1
710,HIP 91258,b,1
711,HIP 97233,b,1
712,HN Peg,b,1
713,HR 2562,b,1
714,HR 810,b,1
715,HR 8799,b,4
716,HR 8799,c,4
717,HR 8799,d,4
718,HR 8799,e,4
719,K2-10,b,1
720,K2-11,b,1
721,K2-12,b,1
722,K2-13,b,1
723,K2-14,b,1
724,K2-15,b,1
725,K2-16,b,2
726,K2-16,c,2
727,K2-17,b,1
728,K2-18,b,1
729,K2-19,b,3
730,K2-19,c,3
731,K2-19,d,3
732,K2-21,b,2
733,K2-21,c,2
734,K2-22,b,1
735,K2-24,b,2
736,K2-24,c,2
737,K2-25,b,1
738,K2-26,b,1
739,K2-27,b,1
740,K2-28,b,1
741,K2-29,b,1
742,K2-3,b,3
743,K2-3,c,3
744,K2-3,d,3
745,K2-30,b,1
746,K2-31,b,1
747,K2-32,b,3
748,K2-32,c,3
749,K2-32,d,3
750,K2-33,b,1
751,K2-34,b,1
752,K2-35,b,2
753,K2-35,c,2
754,K2-36,b,2
755,K2-36,c,2
756,K2-37,b,3
757,K2-37,c,3
758,K2-37,d,3
759,K2-38,b,2
760,K2-38,c,2
761,K2-39,b,1
762,K2-4,b,1
763,K2-42,b,1
764,K2-43,b,1
765,K2-44,b,1
766,K2-45,b,1
767,K2-46,b,1
768,K2-47,b,1
769,K2-48,b,1
770,K2-49,b,1
771,K2-5,b,2
772,K2-5,c,2
773,K2-50,b,1
774,K2-51,b,1
775,K2-52,b,1
776,K2-53,b,1
777,K2-54,b,1
778,K2-55,b,1
779,K2-57,b,1
780,K2-58,b,3
781,K2-58,c,3
782,K2-58,d,3
783,K2-59,b,2
784,K2-59,c,2
785,K2-6,b,1
786,K2-60,b,1
787,K2-61,b,1
788,K2-62,b,2
789,K2-62,c,2
790,K2-63,b,1
791,K2-64,b,1
792,K2-65,b,1
793,K2-66,b,1
794,K2-67,b,1
795,K2-68,b,1
796,K2-69,b,1
797,K2-7,b,1
798,K2-70,b,1
799,K2-71,b,1
800,K2-72,b,4
801,K2-72,c,4
802,K2-72,d,4
803,K2-72,e,4
804,K2-73,b,1
805,K2-74,b,1
806,K2-75,b,2
807,K2-75,c,2
808,K2-76,b,1
809,K2-77,b,1
810,K2-78,b,1
811,K2-79,b,1
812,K2-8,b,2
813,K2-8,c,2
814,K2-80,b,2
815,K2-80,c,2
816,K2-81,b,1
817,K2-82,b,1
818,K2-83,b,2
819,K2-83,c,2
820,K2-84,b,2
821,K2-84,c,2
822,K2-85,b,1
823,K2-86,b,1
824,K2-87,b,1
825,K2-88,b,1
826,K2-89,b,1
827,K2-9,b,1
828,K2-90,b,2
829,K2-90,c,2
830,K2-91,b,1
831,K2-92,b,1
832,K2-95,b,1
833,K2-99,b,1
834,KELT-1,b,1
835,KELT-10,b,1
836,KELT-14,b,1
837,KELT-15,b,1
838,KELT-17,b,1
839,KELT-2 A,b,1
840,KELT-3,b,1
841,KELT-4 A,b,1
842,KELT-6,b,2
843,KELT-6,c,2
844,KELT-7,b,1
845,KELT-8,b,1
846,KIC 10001893,b,3
847,KIC 10001893,c,3
848,KIC 10001893,d,3
849,KIC 10525077,b,1
850,KIC 3558849,b,1
851,KIC 5437945,b,2
852,KIC 5951458,b,1
853,KIC 7917485,b,1
854,KIC 8540376,b,2
855,KIC 8540376,c,2
856,KIC 9663113,b,1
857,KOI-12,b,1
858,KOI-13,b,1
859,KOI-142,b,2
860,KOI-142,c,2
861,KOI-217,b,1
862,KOI-351,b,7
863,KOI-351,c,7
864,KOI-351,d,7
865,KOI-351,e,7
866,KOI-351,f,7
867,KOI-351,g,7
868,KOI-351,h,7
869,KOI-55,b,2
870,KOI-55,c,2
871,KOI-94,b,4
872,KOI-94,c,4
873,KOI-94,d,4
874,KOI-94,e,4
875,Kapteyn,c,1
876,Kepler-10,b,2
877,Kepler-10,c,2
878,Kepler-100,b,3
879,Kepler-100,c,3
880,Kepler-100,d,3
881,Kepler-1000,b,1
882,Kepler-1001,b,1
883,Kepler-1002,b,1
884,Kepler-1003,b,1
885,Kepler-1004,b,1
886,Kepler-1005,b,1
887,Kepler-1006,b,1
888,Kepler-1007,b,1
889,Kepler-1008,b,1
890,Kepler-1009,b,1
891,Kepler-101,b,2
892,Kepler-101,c,2
893,Kepler-1010,b,1
894,Kepler-1011,b,1
895,Kepler-1012,b,1
896,Kepler-1013,b,1
897,Kepler-1014,b,1
898,Kepler-1015,b,1
899,Kepler-1016,b,2
900,Kepler-1016,c,2
901,Kepler-1017,b,1
902,Kepler-1018,b,1
903,Kepler-1019,b,1
904,Kepler-102,b,5
905,Kepler-102,c,5
906,Kepler-102,d,5
907,Kepler-102,e,5
908,Kepler-102,f,5
909,Kepler-1020,b,1
910,Kepler-1021,b,1
911,Kepler-1022,b,1
912,Kepler-1023,b,1
913,Kepler-1024,b,1
914,Kepler-1025,b,1
915,Kepler-1026,b,1
916,Kepler-1027,b,1
917,Kepler-1028,b,1
918,Kepler-1029,b,1
919,Kepler-103,b,2
920,Kepler-103,c,2
921,Kepler-1030,b,1
922,Kepler-1031,b,1
923,Kepler-1032,b,1
924,Kepler-1033,b,1
925,Kepler-1034,b,1
926,Kepler-1035,b,1
927,Kepler-1036,b,1
928,Kepler-1037,b,1
929,Kepler-1038,b,1
930,Kepler-1039,b,1
931,Kepler-104,b,3
932,Kepler-104,c,3
933,Kepler-104,d,3
934,Kepler-1040,b,1
935,Kepler-1041,b,1
936,Kepler-1042,b,1
937,Kepler-1043,b,1
938,Kepler-1044,b,1
939,Kepler-1045,b,1
940,Kepler-1046,b,1
941,Kepler-1047,b,2
942,Kepler-1047,c,2
943,Kepler-1048,b,1
944,Kepler-1049,b,1
945,Kepler-105,b,2
946,Kepler-105,c,2
947,Kepler-1050,b,2
948,Kepler-1050,c,2
949,Kepler-1051,b,1
950,Kepler-1052,b,1
951,Kepler-1053,b,1
952,Kepler-1054,b,1
953,Kepler-1055,b,1
954,Kepler-1056,b,1
955,Kepler-1057,b,1
956,Kepler-1058,b,1
957,Kepler-1059,b,1
958,Kepler-106,b,4
959,Kepler-106,c,4
960,Kepler-106,d,4
961,Kepler-106,e,4
962,Kepler-1060,b,1
963,Kepler-1061,b,1
964,Kepler-1062,b,1
965,Kepler-1063,b,1
966,Kepler-1064,b,1
967,Kepler-1065,b,2
968,Kepler-1065,c,2
969,Kepler-1066,b,1
970,Kepler-1067,b,1
971,Kepler-1068,b,1
972,Kepler-1069,b,1
973,Kepler-107,b,4
974,Kepler-107,c,4
975,Kepler-107,d,4
976,Kepler-107,e,4
977,Kepler-1070,b,1
978,Kepler-1071,b,1
979,Kepler-1072,b,1
980,Kepler-1073,b,2
981,Kepler-1073,c,2
982,Kepler-1074,b,1
983,Kepler-1075,b,1
984,Kepler-1076,b,1
985,Kepler-1077,b,1
986,Kepler-1078,b,1
987,Kepler-1079,b,1
988,Kepler-108,b,2
989,Kepler-108,c,2
990,Kepler-1080,b,1
991,Kepler-1081,b,1
992,Kepler-1082,b,1
993,Kepler-1083,b,1
994,Kepler-1084,b,1
995,Kepler-1085,b,1
996,Kepler-1086,b,2
997,Kepler-1086,c,2
998,Kepler-1087,b,1
999,Kepler-1088,b,1
1000,Kepler-1089,b,1
1001,Kepler-109,b,2
1002,Kepler-109,c,2
1003,Kepler-1090,b,1
1004,Kepler-1091,b,1
1005,Kepler-1092,b,1
1006,Kepler-1093,b,2
1007,Kepler-1093,c,2
1008,Kepler-1094,b,1
1009,Kepler-1095,b,1
1010,Kepler-1096,b,1
1011,Kepler-1097,b,1
1012,Kepler-1098,b,1
1013,Kepler-1099,b,1
1014,Kepler-11,b,6
1015,Kepler-11,c,6
1016,Kepler-11,d,6
1017,Kepler-11,e,6
1018,Kepler-11,f,6
1019,Kepler-11,g,6
1020,Kepler-110,b,2
1021,Kepler-110,c,2
1022,Kepler-1100,b,1
1023,Kepler-1101,b,1
1024,Kepler-1102,b,1
1025,Kepler-1103,b,1
1026,Kepler-1104,b,1
1027,Kepler-1105,b,1
1028,Kepler-1106,b,1
1029,Kepler-1107,b,1
1030,Kepler-1108,b,1
1031,Kepler-1109,b,1
1032,Kepler-111,b,2
1033,Kepler-111,c,2
1034,Kepler-1110,b,1
1035,Kepler-1111,b,1
1036,Kepler-1112,b,1
1037,Kepler-1113,b,1
1038,Kepler-1114,b,1
1039,Kepler-1115,b,1
1040,Kepler-1116,b,1
1041,Kepler-1117,b,1
1042,Kepler-1118,b,1
1043,Kepler-1119,b,1
1044,Kepler-112,b,2
1045,Kepler-112,c,2
1046,Kepler-1120,b,1
1047,Kepler-1121,b,1
1048,Kepler-1122,b,1
1049,Kepler-1123,b,1
1050,Kepler-1124,b,1
1051,Kepler-1125,b,1
1052,Kepler-1126,b,1
1053,Kepler-1127,b,1
1054,Kepler-1128,b,1
1055,Kepler-1129,b,2
1056,Kepler-1129,c,2
1057,Kepler-113,b,2
1058,Kepler-113,c,2
1059,Kepler-1130,b,1
1060,Kepler-1131,b,1
1061,Kepler-1132,b,1
1062,Kepler-1133,b,1
1063,Kepler-1134,b,1
1064,Kepler-1135,b,1
1065,Kepler-1136,b,1
1066,Kepler-1137,b,1
1067,Kepler-1138,b,1
1068,Kepler-1139,b,1
1069,Kepler-114,b,3
1070,Kepler-114,c,3
1071,Kepler-114,d,3
1072,Kepler-1140,b,1
1073,Kepler-1141,b,1
1074,Kepler-1142,b,1
1075,Kepler-1143,b,2
1076,Kepler-1143,c,2
1077,Kepler-1144,b,1
1078,Kepler-1145,b,1
1079,Kepler-1146,b,1
1080,Kepler-1147,b,1
1081,Kepler-1148,b,1
1082,Kepler-1149,b,1
1083,Kepler-115,b,2
1084,Kepler-115,c,2
1085,Kepler-1150,b,1
1086,Kepler-1151,b,1
1087,Kepler-1152,b,1
1088,Kepler-1153,b,1
1089,Kepler-1154,b,2
1090,Kepler-1154,c,2
1091,Kepler-1155,b,1
1092,Kepler-1156,b,1
1093,Kepler-1157,b,1
1094,Kepler-1158,b,1
1095,Kepler-1159,b,1
1096,Kepler-116,b,2
1097,Kepler-116,c,2
