full_name,name,prefix,diameter,BV,UB,IR,spec_B,spec_T
"  6115 Martinduncan (1984 SR2)",Martinduncan,,4.936,,,,,
"  6116 Still (1984 UB3)",Still,,8.925,,,,,
"  6117 (1985 CZ1)",,,5.199,,,,,
"  6118 (1986 QX3)",,,11.072,,,,,
"  6119 Hjorth (1986 XH)",Hjorth,,6.414,,,,,
"  6120 Anhalt (1987 QR)",Anhalt,,4.806,,,,,
"  6121 Plachinda (1987 RU3)",Plachinda,,5.437,,,,,
"  6122 Henrard (1987 SW1)",Henrard,,9.005,,,,,
"  6123 Aristoteles (1987 SH2)",Aristoteles,,6.946,,,,,
"  6124 Mecklenburg (1987 SL10)",Mecklenburg,,19.592,,,,,
"  6125 (1989 CN)",,,3.956,,,,,
"  6126 (1989 EW1)",,,4.807,,,,,
"  6127 Hetherington (1989 HD)",Hetherington,,5.534,,,,,
"  6128 Lasorda (1989 LA)",Lasorda,,11.291,,,,,
"  6129 Demokritos (1989 RB2)",Demokritos,,17.096,,,,Ch,
"  6130 Hutton (1989 SL5)",Hutton,,,,,,,
"  6131 Towen (1990 OO3)",Towen,,,,,,,
"  6132 Danielson (1990 QY3)",Danielson,,,,,,,
"  6133 (1990 RC3)",,,9.532,,,,,
"  6134 (1990 RA5)",,,,,,,,
"  6135 Billowen (1990 RD9)",Billowen,,10.969,,,,,
"  6136 Gryphon (1990 YH)",Gryphon,,15.583,,,,,
"  6137 Johnfletcher (1991 BY)",Johnfletcher,,30.720,,,,,
"  6138 (1991 JH1)",,,4.824,,,,,
"  6139 Naomi (1992 AD1)",Naomi,,9.493,,,,,
"  6140 Kubokawa (1992 AT1)",Kubokawa,,5.861,,,,,
"  6141 Durda (1992 YC3)",Durda,,,,,,,
"  6142 (1993 FP)",,,9.167,,,,,
"  6143 Pythagoras (1993 JV)",Pythagoras,,7.988,,,,,
"  6144 Kondojiro (1994 EQ3)",Kondojiro,,32.492,,,,,
"  6145 Riemenschneider (2630 P-L)",Riemenschneider,,,,,,,
"  6146 Adamkrafft (3262 T-2)",Adamkrafft,,5.205,,,,Sq,
"  6147 Straub (1081 T-3)",Straub,,6.997,,,,,
"  6148 Ignazgunther (5119 T-3)",Ignazgunther,,4.745,,,,,
"  6149 Pelcak (1979 SS)",Pelcak,,3.959,,,,,
"  6150 Neukum (1980 FR1)",Neukum,,11.714,,,,,
"  6151 Viget (1987 WF)",Viget,,5.270,,,,,
"  6152 Empedocles (1989 GB3)",Empedocles,,6.889,,,,,
"  6153 Hershey (1990 OB)",Hershey,,19.397,,,,,
"  6154 Stevesynnott (1990 QP1)",Stevesynnott,,,,,,,
"  6155 Yokosugano (1990 VY2)",Yokosugano,,5.754,,,,,
"  6156 Dall (1991 AF1)",Dall,,10.804,,,,,
"  6157 Prey (1991 RX2)",Prey,,3.538,,,,,
"  6158 Shosanbetsu (1991 VB3)",Shosanbetsu,,4.498,,,,,
"  6159 (1991 YH)",,,5.263,,,,,
"  6160 Minakata (1993 JF)",Minakata,,,,,,,
"  6161 Vojno-Yasenetsky (1971 TY2)",Vojno-Yasenetsky,,17.180,,,,,
"  6162 Prokhorov (1973 SR6)",Prokhorov,,6.107,,,,,
"  6163 Reimers (1977 FT)",Reimers,,2.361,,,,,
"  6164 Gerhardmuller (1977 RF2)",Gerhardmuller,,5.437,,,,,
"  6165 Frolova (1978 PD3)",Frolova,,,,,,,
"  6166 Univsima (1978 SP4)",Univsima,,12.049,,,,,
"  6167 Narmanskij (1979 QB10)",Narmanskij,,3.973,,,,,
"  6168 Isnello (1981 EB1)",Isnello,,10.280,,,,,
"  6169 Sashakrot (1981 EX4)",Sashakrot,,10.254,,,,,
"  6170 Levasseur (1981 GP)",Levasseur,,,,,,,
"  6171 Uttorp (1981 UT)",Uttorp,,3.891,,,,,
"  6172 Prokofeana (1982 TX)",Prokofeana,,,,,,,
"  6173 Jimwestphal (1983 AD)",Jimwestphal,,7.846,,,,,
"  6174 Polybius (1983 TR2)",Polybius,,21.008,,,,,
"  6175 Cori (1983 XW)",Cori,,15.125,,,,,
"  6176 Horrigan (1985 BH)",Horrigan,,5.624,,,,,
"  6177 (1986 CE2)",,,4.795,,,,,
"  6178 (1986 DA)",,,2.3,.677,.267,,,
"  6179 Brett (1986 EN)",Brett,,,,,,,
"  6180 Bystritskaya (1986 PX4)",Bystritskaya,,,,,,,
"  6181 Bobweber (1986 RW)",Bobweber,,4.458,,,,,
"  6182 Katygord (1987 SC4)",Katygord,,5.158,,,,,
"  6183 Viscome (1987 SF7)",Viscome,,,,,,,
"  6184 Nordlund (1987 UQ3)",Nordlund,,4.722,,,,,
"  6185 Mitsuma (1987 YD)",Mitsuma,,9.949,,,,,
"  6186 Zenon (1988 CC2)",Zenon,,,,,,,
"  6187 (1988 RD5)",,,14.487,,,,,
"  6188 Robertpepin (1988 SW2)",Robertpepin,,11.930,,,,,
"  6189 Volk (1989 EY2)",Volk,,3.982,,,,,
"  6190 Rennes (1989 TJ1)",Rennes,,9.431,,,,,
"  6191 Eades (1989 WN1)",Eades,,,,,,,
"  6192 (1990 KB1)",,,6.455,,,,S,
"  6193 Manabe (1990 QC1)",Manabe,,9.744,,,,,
"  6194 Denali (1990 TN)",Denali,,7.211,,,,,
"  6195 Nukariya (1990 VL2)",Nukariya,,,,,,,
"  6196 (1991 UO4)",,,,,,,,
"  6197 Taracho (1992 AB1)",Taracho,,4.505,,,,,
"  6198 Shirakawa (1992 AF1)",Shirakawa,,,,,,,
"  6199 Yoshiokayayoi (1992 BK1)",Yoshiokayayoi,,9.663,,,,,
"  6200 Hachinohe (1993 HL)",Hachinohe,,4.622,,,,,
"  6201 Ichiroshimizu (1993 HY)",Ichiroshimizu,,,,,,,
"  6202 Georgemiley (3332 T-1)",Georgemiley,,,,,,,
"  6203 Lyubamoroz (1981 EC23)",Lyubamoroz,,8.975,,,,,
"  6204 MacKenzie (1981 JB3)",MacKenzie,,2.924,,,,,
"  6205 Menottigalli (1983 OD)",Menottigalli,,8.209,,,,,
"  6206 Corradolamberti (1985 TB1)",Corradolamberti,,5.886,,,,,
"  6207 Bourvil (1988 BV)",Bourvil,,3.334,,,,,
"  6208 Wakata (1988 XT)",Wakata,,4.956,,,,,
"  6209 Schwaben (1990 TF4)",Schwaben,,4.712,,,,,
"  6210 Hyunseop (1991 AX1)",Hyunseop,,8.670,,,,,
"  6211 Tsubame (1991 DO)",Tsubame,,5.752,,,,Sr,
"  6212 (1993 MS1)",,,11.198,,,,,
"  6213 Zwiers (2196 P-L)",Zwiers,,2.807,,,,,
"  6214 Mikhailgrinev (1971 SN2)",Mikhailgrinev,,16.819,,,,,
"  6215 (1973 EK)",,,13.314,,,,,
"  6216 San Jose (1975 SJ)","San Jose",,8.033,,,,,
"  6217 (1975 XH)",,,8.418,,,,,
"  6218 Mizushima (1977 EG7)",Mizushima,,,,,,,
"  6219 Demalia (1978 PX2)",Demalia,,,,,,,
"  6220 Stepanmakarov (1978 SN7)",Stepanmakarov,,11.225,,,,,
"  6221 Ducentesima (1980 GO)",Ducentesima,,13.205,,,,,
"  6222 (1980 PB3)",,,27.451,,,,,
"  6223 Dahl (1980 RD1)",Dahl,,19.634,,,,,
"  6224 El Goresy (1981 EK8)","El Goresy",,3.637,,,,,
"  6225 Hiroko (1981 EK12)",Hiroko,,2.105,,,,,
"  6226 Paulwarren (1981 EY18)",Paulwarren,,3.215,,,,,
"  6227 Alanrubin (1981 EQ42)",Alanrubin,,11.431,,,,,
"  6228 Yonezawa (1982 BA)",Yonezawa,,6.739,,,,,
"  6229 Tursachan (1983 VN7)",Tursachan,,11.603,,,,,
"  6230 (1984 SG1)",,,12.834,,,,C,
"  6231 Hundertwasser (1985 FH)",Hundertwasser,,5.529,,,,,
"  6232 Zubitskia (1985 SJ3)",Zubitskia,,5.980,,,,,
"  6233 Kimura (1986 CG)",Kimura,,9.886,,,,Ch,
"  6234 Sheilawolfman (1986 SF)",Sheilawolfman,,4.679,,,,,
"  6235 Burney (1987 VB)",Burney,,4.083,,,,,
"  6236 Mallard (1988 WF)",Mallard,,13.143,,,,,
"  6237 Chikushi (1989 CV)",Chikushi,,37.4,,,,,
"  6238 (1989 NM)",,,7.766,,,,,
"  6239 Minos (1989 QF)",Minos,,,,,,,
"  6240 Lucretius Carus (1989 SL1)","Lucretius Carus",,4.689,,,,,
"  6241 Galante (1989 TG)",Galante,,12.116,,,,,
"  6242 (1990 OJ2)",,,4.489,,,,,
"  6243 Yoder (1990 OT3)",Yoder,,3.862,,,,,
"  6244 Okamoto (1990 QF)",Okamoto,,,,,,,
"  6245 Ikufumi (1990 SO4)",Ikufumi,,8.105,,,,,
"  6246 Komurotoru (1990 VX2)",Komurotoru,,5.606,,,,,
"  6247 Amanogawa (1990 WY3)",Amanogawa,,6.722,,,,,
"  6248 (1991 BM2)",,,10.994,,,,,
"  6249 Jennifer (1991 JF1)",Jennifer,,,,,,Xe,
"  6250 Saekohayashi (1991 VX1)",Saekohayashi,,,,,,,
"  6251 Setsuko (1992 DB)",Setsuko,,5.747,,,,,
"  6252 Montevideo (1992 EV11)",Montevideo,,,,,,,
"  6253 (1992 FJ)",,,4.055,,,,,
"  6254 (1993 UM3)",,,12.447,,,,,
"  6255 Kuma (1994 XT)",Kuma,,16.955,,,,,
"  6256 Canova (4063 P-L)",Canova,,,,,,,
"  6257 Thorvaldsen (4098 T-1)",Thorvaldsen,,4.278,,,,,
"  6258 Rodin (3070 T-2)",Rodin,,4.003,,,,,
"  6259 Maillol (3236 T-2)",Maillol,,4.464,,,,,
"  6260 Kelsey (1949 PN)",Kelsey,,11.196,,,,,
"  6261 Chione (1976 WC)",Chione,,,,,,,
"  6262 Javid (1978 RZ)",Javid,,7.791,,,,,
"  6263 (1980 PX)",,,,,,,,
"  6264 (1980 SQ)",,,4.288,,,,,
"  6265 (1985 TW3)",,,4.954,,,,,
"  6266 Letzel (1986 TB3)",Letzel,,4.734,,,,,
"  6267 Rozhen (1987 SO9)",Rozhen,,,,,,,
"  6268 Versailles (1990 SS5)",Versailles,,,,,,,
"  6269 Kawasaki (1990 UJ)",Kawasaki,,3.609,,,,,
"  6270 Kabukuri (1991 BD)",Kabukuri,,3.395,,,,,
"  6271 Farmer (1991 NF)",Farmer,,5.641,,,,,
"  6272 (1992 EB)",,,,,,,,
"  6273 Kiruna (1992 ER31)",Kiruna,,6.877,,,,,
"  6274 Taizaburo (1992 FV)",Taizaburo,,4.923,,,,,
"  6275 Kiryu (1993 VQ)",Kiryu,,7.045,,,,,
"  6276 Kurohone (1994 AB)",Kurohone,,6.952,,,,,
"  6277 Siok (1949 QC1)",Siok,,3.855,,,,,
"  6278 Ametkhan (1971 TF)",Ametkhan,,8.888,,,,,
"  6279 (1977 UO5)",,,16.508,,,,,
"  6280 Sicardy (1980 RJ)",Sicardy,,4.331,,,,,
"  6281 Strnad (1980 SD)",Strnad,,,,,,,
"  6282 Edwelda (1980 TS4)",Edwelda,,5.413,,,,,
"  6283 (1980 VX1)",,,10.995,,,,Ch,
"  6284 Borisivanov (1981 EM19)",Borisivanov,,7.287,,,,,
"  6285 Ingram (1981 EA26)",Ingram,,,,,,,
"  6286 (1983 EU)",,,4.633,,,,,
"  6287 Lenham (1984 AR)",Lenham,,11.074,,,,,
"  6288 (1984 ER1)",,,,,,,,
"  6289 Lanusei (1984 HP1)",Lanusei,,11.633,,,,,
"  6290 (1985 CA2)",,,5.434,,,,,
"  6291 Renzetti (1985 TM1)",Renzetti,,4.934,,,,,
"  6292 (1986 QQ2)",,,3.862,,,,,
"  6293 Oberpfalz (1987 WV1)",Oberpfalz,,2.568,,,,,
"  6294 Czerny (1988 CX1)",Czerny,,4.065,,,,,
"  6295 Schmoll (1988 CF3)",Schmoll,,9.109,,,,,
"  6296 Cleveland (1988 NC)",Cleveland,,3.179,,,,,
"  6297 (1988 VZ1)",,,16.325,,,,,
"  6298 Sawaoka (1988 XC)",Sawaoka,,9.216,,,,,
"  6299 Reizoutoyoko (1988 XQ1)",Reizoutoyoko,,8.980,,,,,
"  6300 Hosamu (1988 YB)",Hosamu,,12.526,,,,,
"  6301 (1989 BR1)",,,18.020,,,,,
"  6302 Tengukogen (1989 CF)",Tengukogen,,5.299,,,,,
"  6303 (1989 EL2)",,,,,,,,
"  6304 Josephus Flavius (1989 GT3)","Josephus Flavius",,4.181,,,,,
"  6305 Helgoland (1989 GE8)",Helgoland,,3.197,,,,,
"  6306 Nishimura (1989 UL3)",Nishimura,,15.573,,,,,
"  6307 Maiztegui (1989 WL7)",Maiztegui,,9.544,,,,,
"  6308 Ebisuzaki (1990 BK)",Ebisuzaki,,,,,,,
"  6309 Elsschot (1990 EM3)",Elsschot,,11.388,,,,,
"  6310 Jankonke (1990 KK)",Jankonke,,3.709,,,,,
"  6311 Porubcan (1990 RQ2)",Porubcan,,,,,,,
"  6312 Robheinlein (1990 RH4)",Robheinlein,,3.588,,,,,
"  6313 (1990 RC8)",,,,,,,,
"  6314 (1990 SQ16)",,,5.134,,,,,
"  6315 (1990 TS)",,,3.566,,,,,
"  6316 (1990 TL6)",,,,,,,,
"  6317 Dreyfus (1990 UP3)",Dreyfus,,5.640,,,,,
"  6318 Cronkite (1990 WA)",Cronkite,,1.400,,,,,
"  6319 Beregovoj (1990 WJ3)",Beregovoj,,4.610,,,,,
"  6320 Bremen (1991 AL3)",Bremen,,10.133,,,,,
"  6321 Namuratakao (1991 BV)",Namuratakao,,7.664,,,,,
"  6322 (1991 CQ)",,,,,,,,
"  6323 Karoji (1991 CY1)",Karoji,,5.544,,,,,
"  6324 Kejonuma (1991 DN1)",Kejonuma,,,,,,,
"  6325 (1991 EA1)",,,12.143,,,,,
"  6326 Idamiyoshi (1991 FJ1)",Idamiyoshi,,6.856,,,,,
"  6327 (1991 GP1)",,,10.973,,,,,
"  6328 (1991 NL1)",,,15.501,,,,,
"  6329 Hikonejyo (1992 EU1)",Hikonejyo,,5.571,,,,,
"  6330 Koen (1992 FN)",Koen,,,,,,,
"  6331 (1992 FZ1)",,,5.321,,,,,
"  6332 Vorarlberg (1992 FP3)",Vorarlberg,,12.321,,,,,
"  6333 Helenejacq (1992 LG)",Helenejacq,,,,,,,
"  6334 Robleonard (1992 MM)",Robleonard,,5.028,,,,,
"  6335 Nicolerappaport (1992 NR)",Nicolerappaport,,6.050,,,,,
"  6336 Dodo (1992 UU)",Dodo,,8.704,,,,,
"  6337 Shiota (1992 UC4)",Shiota,,14.496,,,,,
"  6338 Isaosato (1992 UO4)",Isaosato,,23.065,,,,,
"  6339 Giliberti (1993 SG)",Giliberti,,,,,,,
"  6340 Kathmandu (1993 TF2)",Kathmandu,,19.078,,,,,
"  6341 (1993 UN3)",,,13.502,,,,,
"  6342 (1993 VG)",,,5.280,,,,,
"  6343 (1993 VK)",,,20.564,,,,,
"  6344 (1993 VM)",,,,,,,,
"  6345 Hideo (1994 AX1)",Hideo,,13.971,,,,,
"  6346 Syukumeguri (1995 AY)",Syukumeguri,,17.382,,,,,
"  6347 (1995 BM4)",,,,,,,,
"  6348 (1995 CH1)",,,4.726,,,,,
"  6349 Acapulco (1995 CN1)",Acapulco,,20.429,,,,,
"  6350 Schluter (3526 P-L)",Schluter,,21.930,,,,,
"  6351 Neumann (4277 T-1)",Neumann,,17.402,,,,,
"  6352 Schlaun (2400 T-3)",Schlaun,,4.346,,,,,
"  6353 Semper (3107 T-3)",Semper,,15.497,,,,,
"  6354 Vangelis (1934 GA)",Vangelis,,7.641,,,,Cb,
"  6355 Univermoscow (1969 TX5)",Univermoscow,,28.38,,,,,
"  6356 Tairov (1976 QR)",Tairov,,8.478,,,,,
"  6357 Glushko (1976 SK3)",Glushko,,10.981,,,,,
"  6358 Chertok (1977 AL1)",Chertok,,,,,,,
"  6359 Dubinin (1977 AZ1)",Dubinin,,31.902,,,,,
"  6360 (1978 UA7)",,,5.768,,,,,
"  6361 Koppel (1978 VL11)",Koppel,,3.731,,,,,
"  6362 Tunis (1979 KO)",Tunis,,22.678,,,,,
"  6363 Doggett (1981 CB1)",Doggett,,5.060,,,,,
"  6364 Casarini (1981 ET)",Casarini,,10.536,,,,S,
"  6365 Nickschneider (1981 ES29)",Nickschneider,,12.244,,,,,
"  6366 Rainerwieler (1981 UM22)",Rainerwieler,,15.046,,,,,
"  6367 (1982 FY2)",,,,,,,,
"  6368 Richardmenendez (1983 RM3)",Richardmenendez,,4.416,,,,,
"  6369 (1983 UC)",,,,,,,,
"  6370 Malpais (1984 EY)",Malpais,,4.763,,,,,
"  6371 Heinlein (1985 GS)",Heinlein,,20.586,,,,,
"  6372 Walker (1985 JW1)",Walker,,42.129,,,,,
"  6373 Stern (1986 EZ)",Stern,,9.255,,,,,
"  6374 Beslan (1986 PY4)",Beslan,,22.393,,,,,
"  6375 Fredharris (1986 TB5)",Fredharris,,14.519,,,,,
"  6376 Schamp (1987 KD1)",Schamp,,7.924,,,,,
"  6377 Cagney (1987 ML1)",Cagney,,,,,,,
"  6378 (1987 SE13)",,,12.667,,,,,
"  6379 Vrba (1987 VA1)",Vrba,,15.158,,,,,
"  6380 Gardel (1988 CG)",Gardel,,3.028,,,,,
"  6381 Toyama (1988 DO1)",Toyama,,,,,,,
"  6382 (1988 EL)",,,4.931,,,,,
"  6383 Tokushima (1988 XU1)",Tokushima,,14.848,,,,,
"  6384 Kervin (1989 AM)",Kervin,,3.739,,,,,
"  6385 Martindavid (1989 EC2)",Martindavid,,13.471,,,,,
"  6386 Keithnoll (1989 NK1)",Keithnoll,,,,,,S,
"  6387 (1989 WC)",,,5.300,,,,,
"  6388 (1989 WL1)",,,7.582,,,,,
"  6389 Ogawa (1990 BX)",Ogawa,,6.312,,,,,
"  6390 Hirabayashi (1990 BG1)",Hirabayashi,,14.707,,,,,
"  6391 Africano (1990 BN2)",Africano,,5.880,,,,,
"  6392 Takashimizuno (1990 HR)",Takashimizuno,,25.221,,,,,
"  6393 (1990 HM1)",,,,,,,,
"  6394 (1990 QM2)",,,3.230,,,,,
"  6395 Hilliard (1990 UE1)",Hilliard,,4.082,,,,,
"  6396 Schleswig (1991 AO3)",Schleswig,,3.573,,,,,
"  6397 (1991 BJ)",,,6.249,,,,,
"  6398 Timhunter (1991 CD1)",Timhunter,,5.528,,,,,
"  6399 Harada (1991 GA)",Harada,,5.809,,,,,
"  6400 Georgealexander (1991 GQ1)",Georgealexander,,12.100,,,,,
"  6401 Roentgen (1991 GB2)",Roentgen,,7.880,,,,,
"  6402 Holstein (1991 GQ10)",Holstein,,8.628,,,,,
"  6403 Steverin (1991 NU)",Steverin,,6.876,,,,,
"  6404 Vanavara (1991 PS6)",Vanavara,,17.361,,,,,
"  6405 Komiyama (1992 HJ)",Komiyama,,6.368,,,,,
"  6406 (1992 MJ)",,,4.062,,,,,
"  6407 (1992 PF2)",,,,,,,,
"  6408 Saijo (1992 UT5)",Saijo,,11.026,,,,,
"  6409 (1992 VC)",,,7.256,,,,,
"  6410 Fujiwara (1992 WO4)",Fujiwara,,14.822,,,,Ch,
"  6411 Tamaga (1993 TA)",Tamaga,,,,,,,
"  6412 Kaifu (1993 TL2)",Kaifu,,,,,,,
"  6413 Iye (1993 TJ3)",Iye,,5.337,,,,,
"  6414 Mizunuma (1993 UX)",Mizunuma,,4.441,,,,,
"  6415 (1993 VR3)",,,15.848,,,,,
"  6416 Nyukasayama (1993 VY3)",Nyukasayama,,12.258,,,,,
"  6417 Liberati (1993 XA)",Liberati,,,,,,,
"  6418 Hanamigahara (1993 XJ)",Hanamigahara,,6.386,,,,,
"  6419 Susono (1993 XX)",Susono,,16.571,,,,,
"  6420 Riheijyaya (1993 XG1)",Riheijyaya,,13.280,,,,,
"  6421 (1993 XS1)",,,4.518,,,,,
"  6422 Akagi (1994 CD1)",Akagi,,9.084,,,,,
"  6423 Harunasan (1994 CP2)",Harunasan,,11.065,,,,,
"  6424 Ando (1994 EN3)",Ando,,11.270,,,,,
"  6425 (1994 WZ3)",,,10.609,,,,,
"  6426 Vanysek (1995 ED)",Vanysek,,4.700,,,,,
"  6427 (1995 FY)",,,,,,,,
"  6428 Barlach (3513 P-L)",Barlach,,5.230,,,,,
"  6429 Brancusi (4050 T-1)",Brancusi,,3.291,,,,,
"  6430 (1964 UP)",,,5.169,,,,,
"  6431 (1967 UT)",,,5.210,,,,,
"  6432 Temirkanov (1975 TR2)",Temirkanov,,21.168,,,,,
"  6433 Enya (1978 WC)",Enya,,7.416,,,,,
"  6434 Jewitt (1981 OH)",Jewitt,,4.572,,,,,
"  6435 Daveross (1984 DA)",Daveross,,,,,,,
"  6436 Coco (1985 JX1)",Coco,,,,,,,
"  6437 Stroganov (1987 QS7)",Stroganov,,7.596,,,,,
"  6438 Suarez (1988 BS3)",Suarez,,,,,,,
"  6439 Tirol (1988 CV)",Tirol,,17.456,,,,,
"  6440 Ransome (1988 RA2)",Ransome,,4.557,,,,,
"  6441 Milenajesenska (1988 RR2)",Milenajesenska,,4.829,,,,,
"  6442 Salzburg (1988 RU3)",Salzburg,,,,,,,
"  6443 (1988 RH12)",,,,,,,,
"  6444 Ryuzin (1989 WW)",Ryuzin,,,,,,,
"  6445 Bellmore (1990 FS1)",Bellmore,,7.271,,,,,
"  6446 Lomberg (1990 QL)",Lomberg,,,,,,,
"  6447 Terrycole (1990 TO1)",Terrycole,,,,,,,
"  6448 (1991 CW)",,,4.113,,,,,
"  6449 Kudara (1991 CL1)",Kudara,,3.668,,,,,
"  6450 Masahikohayashi (1991 GV1)",Masahikohayashi,,5.988,,,,,
"  6451 Karnten (1991 GP10)",Karnten,,5.600,,,,,
"  6452 Johneuller (1991 HA)",Johneuller,,7.756,,,,,
"  6453 (1991 NY)",,,8.520,,,,,
"  6454 (1991 UG1)",,,,,,,,
"  6455 (1992 HE)",,,4.626,,,,S,
"  6456 Golombek (1992 OM)",Golombek,,,,,,,
"  6457 Kremsmunster (1992 RT)",Kremsmunster,,7.021,,,,,
"  6458 Nouda (1992 TD1)",Nouda,,7.502,,,,,
"  6459 Hidesan (1992 UY5)",Hidesan,,10.582,,,,,
"  6460 Bassano (1992 UK6)",Bassano,,4.252,,,,,
"  6461 Adam (1993 VB5)",Adam,,,,,,,
"  6462 Myougi (1994 AF2)",Myougi,,21.465,,,,,
"  6463 Isoda (1994 AG3)",Isoda,,10.974,,,,,
"  6464 Kaburaki (1994 CK)",Kaburaki,,12.919,,,,,
"  6465 Zvezdotchet (1995 EP)",Zvezdotchet,,15.324,,,,,
"  6466 (1979 MU8)",,,5.418,,,,,
"  6467 Prilepina (1979 TS2)",Prilepina,,16.788,,,,,
"  6468 Welzenbach (1981 ED19)",Welzenbach,,6.735,,,,,
"  6469 Armstrong (1982 PC)",Armstrong,,3.720,,,,,
"  6470 Aldrin (1982 RO1)",Aldrin,,,,,,,
"  6471 Collins (1983 EB1)",Collins,,8.976,,,,,
"  6472 Rosema (1985 TL)",Rosema,,12.714,,,,,
"  6473 Winkler (1986 GM)",Winkler,,11.887,,,,,
"  6474 Choate (1987 SG1)",Choate,,8.676,,,,,
"  6475 Refugium (1987 SZ6)",Refugium,,29.642,,,,,
"  6476 (1987 VT)",,,14.240,,,,,
"  6477 (1988 AE5)",,,11.187,,,,,
"  6478 Gault (1988 JC1)",Gault,,,,,,,
"  6479 Leoconnolly (1988 LC)",Leoconnolly,,15.494,,,,,
"  6480 Scarlatti (1988 PM1)",Scarlatti,,3.642,,,,,
"  6481 Tenzing (1988 RH2)",Tenzing,,4.476,,,,,
"  6482 Steiermark (1989 AF7)",Steiermark,,,,,,,
"  6483 Nikolajvasil''ev (1990 EO4)",Nikolajvasil''ev,,4.538,,,,,
"  6484 Barthibbs (1990 FT1)",Barthibbs,,7.587,,,,,
"  6485 Wendeesther (1990 UR1)",Wendeesther,,,,,,,
"  6486 (1991 FO)",,,3.290,,,,,
"  6487 Tonyspear (1991 GA1)",Tonyspear,,,,,,,
"  6488 Drebach (1991 GU9)",Drebach,,9.131,,,,,
"  6489 Golevka (1991 JX)",Golevka,,0.53,,,,Q,
"  6490 (1991 NR2)",,,,,,,,
"  6491 (1991 OA)",,,,,,,,
"  6492 (1991 OH1)",,,8.319,,,,,
"  6493 Cathybennett (1992 CA)",Cathybennett,,,,,,,
"  6494 (1992 NM)",,,,,,,,
"  6495 (1992 UB1)",,,5.307,,,,,
"  6496 Kazuko (1992 UG2)",Kazuko,,7.218,,,,,
"  6497 Yamasaki (1992 UR3)",Yamasaki,,3.448,,,,,
"  6498 Ko (1992 UJ4)",Ko,,,,,,,
"  6499 Michiko (1992 UV6)",Michiko,,8.922,,,,,
"  6500 Kodaira (1993 ET)",Kodaira,,9.487,,,,B,
"  6501 Isonzo (1993 XD)",Isonzo,,2.455,,,,,
"  6502 (1993 XR1)",,,4.858,,,,,
"  6503 (1994 CP)",,,,,,,,
"  6504 Lehmbruck (4630 P-L)",Lehmbruck,,,,,,,
"  6505 Muzzio (1976 AH)",Muzzio,,15.558,,,,,
"  6506 Klausheide (1978 EN10)",Klausheide,,3.495,,,,,
"  6507 (1982 QD)",,,3.413,,,,,
"  6508 Rolcik (1982 QM)",Rolcik,,11.751,,,,,
"  6509 Giovannipratesi (1983 CQ3)",Giovannipratesi,,15.004,,,,Ch,
"  6510 Tarry (1987 DF)",Tarry,,6.662,,,,,
"  6511 Furmanov (1987 QR11)",Furmanov,,9.397,,,,,
"  6512 de Bergh (1987 SR1)","de Bergh",,5.184,,,,,
"  6513 (1987 UW1)",,,5.495,,,,,
"  6514 Torahiko (1987 WY)",Torahiko,,7.555,,,,,
"  6515 Giannigalli (1988 MG)",Giannigalli,,,,,,,
"  6516 Gruss (1988 TC2)",Gruss,,6.185,,,,,
"  6517 Buzzi (1990 BW)",Buzzi,,,,,,,
"  6518 Vernon (1990 FR)",Vernon,,12.719,,,,,
"  6519 Giono (1991 CX2)",Giono,,4.600,,,,,
"  6520 Sugawa (1991 HH)",Sugawa,,,,,,,
"  6521 Pina (1991 LC1)",Pina,,4.376,,,,,
"  6522 Aci (1991 NQ)",Aci,,6.125,,,,,
"  6523 Clube (1991 TC)",Clube,,,,,,,
"  6524 Baalke (1992 AO)",Baalke,,6.336,,,,,
"  6525 Ocastron (1992 SQ2)",Ocastron,,3.549,,,,,
"  6526 Matogawa (1992 TY)",Matogawa,,4.985,,,,,
"  6527 Takashiito (1992 UF6)",Takashiito,,4.588,,,,,
"  6528 Boden (1993 FL24)",Boden,,3.965,,,,,
"  6529 Rhoads (1993 XR2)",Rhoads,,4.309,,,,,
"  6530 Adry (1994 GW)",Adry,,6.472,,,,,
"  6531 Subashiri (1994 YY)",Subashiri,,12.116,,,,,
"  6532 Scarfe (1995 AC)",Scarfe,,11.971,,,,,
"  6533 Giuseppina (1995 DM1)",Giuseppina,,7.083,,,,,
"  6534 Carriepeterson (1995 DT1)",Carriepeterson,,13.409,,,,,
"  6535 Archipenko (3535 P-L)",Archipenko,,,,,,,
"  6536 Vysochinska (1977 NK)",Vysochinska,,,,,,,
"  6537 Adamovich (1979 QK6)",Adamovich,,4.253,,,,,
"  6538 Muraviov (1981 SA5)",Muraviov,,8.327,,,,,
"  6539 Nohavica (1982 QG)",Nohavica,,8.641,,,,,
"  6540 Stepling (1982 SL1)",Stepling,,5.159,,,,,
"  6541 Yuan (1984 DY)",Yuan,,14.303,,,,,
"  6542 Jacquescousteau (1985 CH1)",Jacquescousteau,,8.907,,,,,
"  6543 Senna (1985 TP3)",Senna,,3.390,,,,,
"  6544 Stevendick (1986 SD)",Stevendick,,,,,,,
"  6545 (1986 TR6)",,,50.951,,,,,
"  6546 Kaye (1987 DY4)",Kaye,,21.624,,,,,
"  6547 Vasilkarazin (1987 RO3)",Vasilkarazin,,,,,,,
"  6548 (1988 BO4)",,,12.849,,,,,
