full_name,name,prefix,diameter,BV,UB,IR,spec_B,spec_T
" 35508 (1998 FC44)",,,5.806,,,,,
" 35509 (1998 FK44)",,,8.612,,,,,
" 35510 (1998 FF47)",,,6.834,,,,,
" 35511 (1998 FY48)",,,3.972,,,,,
" 35512 (1998 FH53)",,,,,,,,
" 35513 (1998 FL53)",,,3.324,,,,,
" 35514 (1998 FZ56)",,,4.398,,,,,
" 35515 (1998 FK57)",,,2.514,,,,,
" 35516 (1998 FU57)",,,,,,,,
" 35517 (1998 FV58)",,,7.665,,,,,
" 35518 (1998 FU59)",,,4.610,,,,,
" 35519 (1998 FJ60)",,,,,,,,
" 35520 (1998 FX60)",,,,,,,,
" 35521 (1998 FX61)",,,5.166,,,,,
" 35522 (1998 FY62)",,,5.153,,,,,
" 35523 (1998 FQ63)",,,7.277,,,,,
" 35524 (1998 FK64)",,,,,,,,
" 35525 (1998 FV64)",,,3.467,,,,,
" 35526 (1998 FX67)",,,7.344,,,,,
" 35527 (1998 FG68)",,,8.986,,,,,
" 35528 (1998 FC69)",,,3.113,,,,,
" 35529 (1998 FU69)",,,6.351,,,,,
" 35530 (1998 FE70)",,,3.607,,,,,
" 35531 (1998 FQ70)",,,,,,,,
" 35532 (1998 FV71)",,,3.978,,,,,
" 35533 (1998 FO72)",,,5.913,,,,,
" 35534 (1998 FW73)",,,16.842,,,,,
" 35535 (1998 FS77)",,,4.373,,,,,
" 35536 (1998 FG78)",,,2.482,,,,,
" 35537 (1998 FC79)",,,,,,,,
" 35538 (1998 FH80)",,,6.392,,,,,
" 35539 (1998 FJ91)",,,5.877,,,,,
" 35540 (1998 FE94)",,,4.800,,,,,
" 35541 (1998 FS95)",,,2.929,,,,,
" 35542 (1998 FS99)",,,7.119,,,,,
" 35543 (1998 FU99)",,,4.935,,,,,
" 35544 (1998 FT102)",,,3.645,,,,,
" 35545 (1998 FQ103)",,,2.861,,,,,
" 35546 (1998 FA105)",,,3.231,,,,,
" 35547 (1998 FV106)",,,3.593,,,,,
" 35548 (1998 FL107)",,,,,,,,
" 35549 (1998 FT108)",,,,,,,,
" 35550 (1998 FD109)",,,4.603,,,,,
" 35551 (1998 FA114)",,,4.859,,,,,
" 35552 (1998 FE115)",,,12.548,,,,,
" 35553 (1998 FK116)",,,5.507,,,,,
" 35554 (1998 FL118)",,,6.668,,,,,
" 35555 (1998 FC120)",,,5.208,,,,,
" 35556 (1998 FC122)",,,9.183,,,,,
" 35557 (1998 FO122)",,,9.707,,,,,
" 35558 (1998 FT122)",,,6.416,,,,,
" 35559 (1998 FO127)",,,3.530,,,,,
" 35560 (1998 FU130)",,,,,,,,
" 35561 (1998 FZ132)",,,3.404,,,,,
" 35562 (1998 GL1)",,,5.007,,,,,
" 35563 (1998 GK3)",,,3.237,,,,,
" 35564 (1998 GY5)",,,3.319,,,,,
" 35565 (1998 GF6)",,,3.291,,,,,
" 35566 (1998 GE7)",,,5.963,,,,,
" 35567 (1998 GC9)",,,2.381,,,,,
" 35568 (1998 GD9)",,,5.018,,,,,
" 35569 (1998 GN9)",,,4.689,,,,,
" 35570 (1998 GF10)",,,6.712,,,,,
" 35571 (1998 HV6)",,,6.767,,,,,
" 35572 (1998 HW6)",,,,,,,,
" 35573 (1998 HH9)",,,,,,,,
" 35574 (1998 HE12)",,,4.985,,,,,
" 35575 (1998 HC18)",,,5.152,,,,,
" 35576 (1998 HB21)",,,,,,,,
" 35577 (1998 HZ26)",,,,,,,,
" 35578 (1998 HE34)",,,,,,,,
" 35579 (1998 HA36)",,,3.946,,,,,
" 35580 (1998 HK39)",,,8.320,,,,,
" 35581 (1998 HD40)",,,,,,,,
" 35582 (1998 HD45)",,,4.572,,,,,
" 35583 (1998 HX45)",,,4.432,,,,,
" 35584 (1998 HY46)",,,4.858,,,,,
" 35585 (1998 HZ51)",,,,,,,,
" 35586 (1998 HG54)",,,6.665,,,,,
" 35587 (1998 HR63)",,,5.720,,,,,
" 35588 (1998 HU80)",,,2.874,,,,,
" 35589 (1998 HY80)",,,7.838,,,,,
" 35590 (1998 HQ86)",,,,,,,,
" 35591 (1998 HB91)",,,6.376,,,,,
" 35592 (1998 HR94)",,,6.020,,,,,
" 35593 (1998 HP98)",,,,,,,,
" 35594 (1998 HY114)",,,10.098,,,,,
" 35595 (1998 HO116)",,,6.232,,,,,
" 35596 (1998 HZ117)",,,4.233,,,,,
" 35597 (1998 HJ118)",,,3.311,,,,,
" 35598 (1998 HZ118)",,,10.746,,,,,
" 35599 (1998 HV120)",,,5.280,,,,,
" 35600 (1998 HY121)",,,3.278,,,,,
" 35601 (1998 HJ122)",,,4.251,,,,,
" 35602 (1998 HC124)",,,7.029,,,,,
" 35603 (1998 HP124)",,,5.763,,,,,
" 35604 (1998 HZ124)",,,6.826,,,,,
" 35605 (1998 HU125)",,,11.760,,,,,
" 35606 (1998 HG126)",,,2.605,,,,,
" 35607 (1998 HJ127)",,,3.056,,,,,
" 35608 (1998 HX127)",,,,,,,,
" 35609 (1998 HC132)",,,4.252,,,,,
" 35610 (1998 HW133)",,,2.253,,,,,
" 35611 (1998 HU136)",,,,,,,,
" 35612 (1998 HR137)",,,,,,,,
" 35613 (1998 HS147)",,,6.048,,,,,
" 35614 (1998 HB148)",,,6.953,,,,,
" 35615 (1998 HE148)",,,2.941,,,,,
" 35616 (1998 HN148)",,,,,,,,
" 35617 (1998 HY148)",,,4.287,,,,,
" 35618 Tartu (1998 HC149)",Tartu,,9.358,,,,,
" 35619 (1998 HT149)",,,6.092,,,,,
" 35620 (1998 JZ)",,,7.372,,,,,
" 35621 (1998 JD4)",,,4.825,,,,,
" 35622 (1998 JF4)",,,7.078,,,,,
" 35623 (1998 KF7)",,,4.906,,,,,
" 35624 (1998 KR7)",,,,,,,,
" 35625 (1998 KK8)",,,6.490,,,,,
" 35626 (1998 KD9)",,,3.698,,,,,
" 35627 (1998 KW9)",,,15.147,,,,,
" 35628 (1998 KQ13)",,,,,,,,
" 35629 (1998 KK21)",,,6.219,,,,,
" 35630 (1998 KQ23)",,,,,,,,
" 35631 (1998 KL24)",,,5.579,,,,,
" 35632 (1998 KA26)",,,,,,,,
" 35633 (1998 KM28)",,,5.211,,,,,
" 35634 (1998 KS32)",,,6.757,,,,,
" 35635 (1998 KV33)",,,,,,,,
" 35636 (1998 KO34)",,,3.060,,,,,
" 35637 (1998 KV34)",,,3.692,,,,,
" 35638 (1998 KU37)",,,3.957,,,,,
" 35639 (1998 KY49)",,,6.436,,,,,
" 35640 (1998 KN51)",,,,,,,,
" 35641 (1998 KT51)",,,4.030,,,,,
" 35642 (1998 KF53)",,,5.325,,,,,
" 35643 (1998 KN55)",,,5.058,,,,,
" 35644 (1998 KW59)",,,,,,,,
" 35645 (1998 KU60)",,,5.140,,,,,
" 35646 (1998 KO66)",,,7.249,,,,,
" 35647 (1998 KA67)",,,3.433,,,,,
" 35648 (1998 KR68)",,,7.623,,,,,
" 35649 (1998 ML4)",,,11.784,,,,,
" 35650 (1998 MD11)",,,,,,,,
" 35651 (1998 MS29)",,,11.416,,,,,
" 35652 (1998 MT29)",,,5.219,,,,,
" 35653 (1998 MF30)",,,9.117,,,,,
" 35654 (1998 MR33)",,,6.467,,,,,
" 35655 (1998 OJ6)",,,7.874,,,,,
" 35656 (1998 OZ12)",,,18.831,,,,,
" 35657 (1998 QE5)",,,6.748,,,,,
" 35658 (1998 QV9)",,,3.828,,,,,
" 35659 (1998 QU10)",,,10.338,,,,,
" 35660 (1998 QS38)",,,10.218,,,,,
" 35661 (1998 QV39)",,,,,,,,
" 35662 (1998 QW40)",,,1.656,,,,,
" 35663 (1998 QT50)",,,5.372,,,,,
" 35664 (1998 QC64)",,,11.666,,,,,
" 35665 (1998 RF18)",,,,,,,,
" 35666 (1998 RZ47)",,,7.755,,,,,
" 35667 (1998 RN72)",,,4.223,,,,,
" 35668 (1998 RB76)",,,2.856,,,,,
" 35669 (1998 SO12)",,,,,,,,
" 35670 (1998 SU27)",,,,,,,Sq,
" 35671 (1998 SN165)",,,,,,,,
" 35672 (1998 UZ14)",,,,,,,,
" 35673 (1998 VQ15)",,,34.836,,,,,
" 35674 (1998 VC32)",,,2.031,,,,,
" 35675 (1998 XK17)",,,2.064,,,,,
" 35676 (1998 XA30)",,,5.194,,,,,
" 35677 (1998 XE95)",,,,,,,,
" 35678 (1998 XW96)",,,6.152,,,,,
" 35679 (1998 YK3)",,,3.178,,,,,
" 35680 (1999 AS21)",,,1.944,,,,,
" 35681 (1999 BC2)",,,1.961,,,,,
" 35682 (1999 BP2)",,,2.686,,,,,
" 35683 (1999 BK5)",,,,,,,,
" 35684 (1999 BO5)",,,6.119,,,,,
" 35685 (1999 BT11)",,,,,,,,
" 35686 (1999 BW18)",,,,,,,,
" 35687 (1999 CP8)",,,,,,,,
" 35688 (1999 CD10)",,,6.492,,,,,
" 35689 (1999 CD12)",,,3.776,,,,,
" 35690 (1999 CT21)",,,3.847,,,,,
" 35691 (1999 CE26)",,,,,,,,
" 35692 (1999 CV32)",,,2.211,,,,,
" 35693 (1999 CQ48)",,,,,,,,
" 35694 (1999 CP54)",,,2.832,,,,,
" 35695 (1999 CE57)",,,3.288,,,,,
" 35696 (1999 CE97)",,,,,,,,
" 35697 (1999 CG104)",,,3.770,,,,,
" 35698 (1999 CJ118)",,,,,,,,
" 35699 (1999 CO118)",,,1.920,,,,,
" 35700 (1999 DL2)",,,2.665,,,,,
" 35701 (1999 FF7)",,,,,,,,
" 35702 (1999 FN9)",,,2.316,,,,,
" 35703 Lafiascaia (1999 FP10)",Lafiascaia,,3.646,,,,,
" 35704 (1999 FB13)",,,2.505,,,,,
" 35705 (1999 FK17)",,,,,,,,
" 35706 (1999 FG25)",,,3.042,,,,,
" 35707 (1999 FZ25)",,,,,,,,
" 35708 (1999 FX27)",,,3.448,,,,,
" 35709 (1999 FR28)",,,7.243,,,,,
" 35710 (1999 FT29)",,,4.163,,,,,
" 35711 (1999 FZ29)",,,4.262,,,,,
" 35712 (1999 FF30)",,,,,,,,
" 35713 (1999 FS30)",,,2.088,,,,,
" 35714 (1999 FB31)",,,,,,,,
" 35715 (1999 FD32)",,,2.490,,,,,
" 35716 (1999 FY32)",,,,,,,,
" 35717 (1999 FK33)",,,,,,,,
" 35718 (1999 FE34)",,,,,,,,
" 35719 (1999 FY34)",,,2.153,,,,,
" 35720 (1999 FP36)",,,,,,,,
" 35721 (1999 FW39)",,,,,,,,
" 35722 (1999 FM41)",,,1.770,,,,,
" 35723 (1999 FT42)",,,3.303,,,,,
" 35724 (1999 FW53)",,,4.211,,,,,
" 35725 Tramuntana (1999 FQ59)",Tramuntana,,,,,,,
" 35726 (1999 GW)",,,2.230,,,,,
" 35727 (1999 GM1)",,,2.800,,,,,
" 35728 (1999 GA2)",,,3.257,,,,,
" 35729 (1999 GZ4)",,,,,,,,
" 35730 (1999 GM7)",,,,,,,,
" 35731 (1999 GH8)",,,,,,,,
" 35732 (1999 GL8)",,,,,,,,
" 35733 (1999 GW8)",,,2.002,,,,,
" 35734 (1999 GT9)",,,,,,,,
" 35735 (1999 GP11)",,,,,,,,
" 35736 (1999 GQ19)",,,3.126,,,,,
" 35737 (1999 GN20)",,,4.345,,,,,
" 35738 (1999 GO20)",,,2.798,,,,,
" 35739 (1999 GR21)",,,3.180,,,,,
" 35740 (1999 GK24)",,,4.475,,,,,
" 35741 (1999 GX24)",,,2.649,,,,,
" 35742 (1999 GD29)",,,,,,,,
" 35743 (1999 GP29)",,,,,,,,
" 35744 (1999 GF30)",,,,,,,,
" 35745 (1999 GZ30)",,,4.963,,,,,
" 35746 (1999 GX31)",,,,,,,,
" 35747 (1999 GE32)",,,,,,,,
" 35748 (1999 GK32)",,,2.501,,,,,
" 35749 (1999 GF33)",,,,,,,,
" 35750 (1999 GP34)",,,2.325,,,,,
" 35751 (1999 GE36)",,,2.812,,,,,
" 35752 (1999 GW36)",,,2.054,,,,,
" 35753 (1999 GE45)",,,3.859,,,,,
" 35754 (1999 GN50)",,,,,,,,
" 35755 (1999 GV53)",,,2.208,,,,,
" 35756 (1999 GX58)",,,5.107,,,,,
" 35757 (1999 GY60)",,,1.667,,,,,
" 35758 (1999 HE)",,,,,,,,
" 35759 (1999 HQ)",,,6.456,,,,,
" 35760 (1999 HP1)",,,,,,,,
" 35761 (1999 HC2)",,,4.981,,,,,
" 35762 (1999 HF2)",,,2.004,,,,,
" 35763 (1999 HK3)",,,,,,,,
" 35764 (1999 HP7)",,,2.296,,,,,
" 35765 (1999 HR8)",,,6.168,,,,,
" 35766 (1999 HB9)",,,,,,,,
" 35767 (1999 JM)",,,4.636,,,,,
" 35768 (1999 JR1)",,,3.338,,,,,
" 35769 (1999 JX1)",,,2.460,,,,,
" 35770 (1999 JH2)",,,,,,,,
" 35771 (1999 JE6)",,,,,,,,
" 35772 (1999 JM7)",,,2.787,,,,,
" 35773 (1999 JT7)",,,,,,,,
" 35774 (1999 JL9)",,,5.223,,,,,
" 35775 (1999 JW9)",,,3.160,,,,,
" 35776 (1999 JE11)",,,1.705,,,,,
" 35777 (1999 JB13)",,,4.795,,,,,
" 35778 (1999 JL16)",,,,,,,,
" 35779 (1999 JB18)",,,,,,,,
" 35780 (1999 JR18)",,,,,,,,
" 35781 (1999 JA19)",,,2.410,,,,,
" 35782 (1999 JW19)",,,2.766,,,,,
" 35783 (1999 JU20)",,,3.462,,,,,
" 35784 (1999 JS21)",,,2.252,,,,,
" 35785 (1999 JY21)",,,2.429,,,,,
" 35786 (1999 JR22)",,,2.972,,,,,
" 35787 (1999 JY22)",,,2.725,,,,,
" 35788 (1999 JL24)",,,3.586,,,,,
" 35789 (1999 JF25)",,,1.748,,,,,
" 35790 (1999 JG25)",,,2.786,,,,,
" 35791 (1999 JK25)",,,,,,,,
" 35792 (1999 JL29)",,,,,,,,
" 35793 (1999 JN30)",,,,,,,,
" 35794 (1999 JB31)",,,2.335,,,,,
" 35795 (1999 JF31)",,,,,,,,
" 35796 (1999 JL31)",,,,,,,,
" 35797 (1999 JY31)",,,3.050,,,,,
" 35798 (1999 JJ32)",,,1.986,,,,,
" 35799 (1999 JK32)",,,,,,,,
" 35800 (1999 JT32)",,,,,,,,
" 35801 (1999 JB38)",,,3.739,,,,,
" 35802 (1999 JF39)",,,,,,,,
" 35803 (1999 JT40)",,,1.772,,,,,
" 35804 (1999 JK41)",,,2.981,,,,,
" 35805 (1999 JP41)",,,3.008,,,,,
" 35806 (1999 JB42)",,,1.659,,,,,
" 35807 (1999 JS42)",,,,,,,,
" 35808 (1999 JA43)",,,,,,,,
" 35809 (1999 JY43)",,,,,,,,
" 35810 (1999 JB44)",,,,,,,,
" 35811 (1999 JS45)",,,,,,,,
" 35812 (1999 JD46)",,,,,,,,
" 35813 (1999 JM47)",,,,,,,,
" 35814 (1999 JK48)",,,,,,,,
" 35815 (1999 JO48)",,,5.831,,,,,
" 35816 (1999 JU49)",,,2.165,,,,,
" 35817 (1999 JV49)",,,2.606,,,,,
" 35818 (1999 JC50)",,,,,,,,
" 35819 (1999 JG50)",,,2.107,,,,,
" 35820 (1999 JM50)",,,,,,,,
" 35821 (1999 JW50)",,,,,,,,
" 35822 (1999 JD52)",,,2.805,,,,,
" 35823 (1999 JQ52)",,,1.754,,,,,
" 35824 (1999 JF53)",,,,,,,,
" 35825 (1999 JL53)",,,,,,,,
" 35826 (1999 JT53)",,,,,,,,
" 35827 (1999 JY53)",,,,,,,,
" 35828 (1999 JZ53)",,,,,,,,
" 35829 (1999 JH54)",,,3.509,,,,,
" 35830 (1999 JL54)",,,5.106,,,,,
" 35831 (1999 JN55)",,,,,,,,
" 35832 (1999 JR56)",,,3.419,,,,,
" 35833 (1999 JN57)",,,,,,,,
" 35834 (1999 JT57)",,,6.927,,,,,
" 35835 (1999 JD58)",,,,,,,,
" 35836 (1999 JG58)",,,5.329,,,,,
" 35837 (1999 JH58)",,,9.866,,,,,
" 35838 (1999 JN58)",,,2.783,,,,,
" 35839 (1999 JV58)",,,,,,,,
" 35840 (1999 JH59)",,,,,,,,
" 35841 (1999 JR59)",,,2.035,,,,,
" 35842 (1999 JX59)",,,,,,,,
" 35843 (1999 JZ59)",,,2.647,,,,,
" 35844 (1999 JD60)",,,7.101,,,,,
" 35845 (1999 JM60)",,,3.873,,,,,
" 35846 (1999 JO60)",,,2.979,,,,,
" 35847 (1999 JJ61)",,,5.929,,,,,
" 35848 (1999 JY61)",,,5.297,,,,,
" 35849 (1999 JK62)",,,,,,,,
" 35850 (1999 JS62)",,,,,,,,
" 35851 (1999 JW62)",,,,,,,,
" 35852 (1999 JD63)",,,,,,,,
" 35853 (1999 JY63)",,,,,,,,
" 35854 (1999 JZ63)",,,7.126,,,,,
" 35855 (1999 JC64)",,,7.474,,,,,
" 35856 (1999 JG64)",,,6.278,,,,,
" 35857 (1999 JN64)",,,3.540,,,,,
" 35858 (1999 JZ65)",,,4.488,,,,,
" 35859 (1999 JN66)",,,3.514,,,,,
" 35860 (1999 JO66)",,,3.905,,,,,
" 35861 (1999 JT66)",,,1.682,,,,,
" 35862 (1999 JO67)",,,,,,,,
" 35863 (1999 JX67)",,,,,,,,
" 35864 (1999 JG68)",,,6.864,,,,,
" 35865 (1999 JL68)",,,2.179,,,,,
" 35866 (1999 JM68)",,,,,,,,
" 35867 (1999 JO68)",,,3.465,,,,,
" 35868 (1999 JP68)",,,1.732,,,,,
" 35869 (1999 JR68)",,,4.916,,,,,
" 35870 (1999 JQ69)",,,1.799,,,,,
" 35871 (1999 JW70)",,,1.921,,,,,
" 35872 (1999 JB72)",,,,,,,,
" 35873 (1999 JO72)",,,,,,,,
" 35874 (1999 JU72)",,,2.170,,,,,
" 35875 (1999 JP73)",,,4.587,,,,,
" 35876 (1999 JX74)",,,3.863,,,,,
" 35877 (1999 JR75)",,,4.406,,,,,
" 35878 (1999 JX75)",,,,,,,,
" 35879 (1999 JA76)",,,2.514,,,,,
" 35880 (1999 JC76)",,,4.203,,,,,
" 35881 (1999 JM77)",,,3.726,,,,,
" 35882 (1999 JT77)",,,1.996,,,,,
" 35883 (1999 JH78)",,,3.635,,,,,
" 35884 (1999 JW78)",,,,,,,,
" 35885 (1999 JO79)",,,1.905,,,,,
" 35886 (1999 JG80)",,,3.966,,,,,
" 35887 (1999 JH80)",,,,,,,,
" 35888 (1999 JS80)",,,4.194,,,,,
" 35889 (1999 JA81)",,,3.748,,,,,
" 35890 (1999 JR81)",,,3.975,,,,,
" 35891 (1999 JS81)",,,5.127,,,,,
" 35892 (1999 JV82)",,,6.263,,,,,
" 35893 (1999 JC83)",,,2.311,,,,,
" 35894 (1999 JF83)",,,5.051,,,,,
" 35895 (1999 JX83)",,,2.315,,,,,
" 35896 (1999 JW84)",,,5.313,,,,,
" 35897 (1999 JU85)",,,,,,,,
" 35898 (1999 JC86)",,,1.956,,,,,
" 35899 (1999 JC87)",,,6.999,,,,,
" 35900 (1999 JH88)",,,2.081,,,,,
" 35901 (1999 JK88)",,,3.322,,,,,
" 35902 (1999 JM88)",,,,,,,,
" 35903 (1999 JY88)",,,4.974,,,,,
" 35904 (1999 JJ89)",,,,,,,,
" 35905 (1999 JA92)",,,1.885,,,,,
" 35906 (1999 JL92)",,,,,,,,
" 35907 (1999 JO92)",,,1.993,,,,,
" 35908 (1999 JP92)",,,2.366,,,,,
" 35909 (1999 JY93)",,,2.608,,,,,
" 35910 (1999 JZ93)",,,1.915,,,,,
" 35911 (1999 JB95)",,,4.236,,,,,
" 35912 (1999 JY95)",,,,,,,,
" 35913 (1999 JC97)",,,7.875,,,,,
" 35914 (1999 JM97)",,,,,,,,
" 35915 (1999 JV97)",,,7.891,,,,,
" 35916 (1999 JS98)",,,,,,,,
" 35917 (1999 JK99)",,,,,,,,
" 35918 (1999 JL99)",,,4.469,,,,,
" 35919 (1999 JY99)",,,11.478,,,,,
" 35920 (1999 JJ101)",,,,,,,,
" 35921 (1999 JU101)",,,,,,,,
" 35922 (1999 JO102)",,,,,,,,
" 35923 (1999 JX103)",,,,,,,,
" 35924 (1999 JA104)",,,7.704,,,,,
" 35925 (1999 JP104)",,,4.374,,,,,
" 35926 (1999 JL105)",,,,,,,,
" 35927 (1999 JN106)",,,4.821,,,,,
" 35928 (1999 JV107)",,,3.789,,,,,
" 35929 (1999 JK108)",,,,,,,,
" 35930 (1999 JD110)",,,,,,,,
" 35931 (1999 JW112)",,,,,,,,
" 35932 (1999 JP113)",,,,,,,,
" 35933 (1999 JD117)",,,,,,,,
" 35934 (1999 JZ120)",,,2.043,,,,,
" 35935 (1999 JO122)",,,2.241,,,,,
" 35936 (1999 JX123)",,,,,,,,
" 35937 (1999 JD124)",,,,,,,,
" 35938 (1999 JQ125)",,,,,,,,
" 35939 (1999 JO127)",,,4.413,,,,,
" 35940 (1999 JE128)",,,1.811,,,,,
" 35941 (1999 JT129)",,,3.716,,,,,
" 35942 (1999 JP132)",,,,,,,,
" 35943 (1999 KP2)",,,,,,,,
" 35944 (1999 KT2)",,,,,,,,
" 35945 (1999 KU2)",,,,,,,,
" 35946 (1999 KO4)",,,3.651,,,,,
" 35947 (1999 KT5)",,,4.254,,,,,
" 35948 (1999 KD6)",,,,,,,,
" 35949 (1999 KQ10)",,,,,,,,
" 35950 (1999 KL13)",,,3.783,,,,,
" 35951 (1999 KE14)",,,4.024,,,,,
" 35952 (1999 KN14)",,,3.059,,,,,
" 35953 (1999 KJ15)",,,8.885,,,,,
" 35954 (1999 KY15)",,,3.102,,,,,
" 35955 (1999 KS17)",,,,,,,,
" 35956 (1999 LG2)",,,2.186,,,,,
" 35957 (1999 LZ3)",,,2.074,,,,,
" 35958 (1999 LF4)",,,3.115,,,,,
" 35959 (1999 LE5)",,,3.892,,,,,
" 35960 (1999 LB7)",,,3.168,,,,,
" 35961 (1999 LH7)",,,7.509,,,,,
" 35962 (1999 LX9)",,,6.384,,,,,
" 35963 (1999 LL11)",,,4.132,,,,,
" 35964 (1999 LC13)",,,,,,,,
" 35965 (1999 LH13)",,,3.223,,,,,
" 35966 (1999 LJ13)",,,2.349,,,,,
" 35967 (1999 LG14)",,,3.489,,,,,
" 35968 (1999 LK14)",,,,,,,,
" 35969 (1999 LY14)",,,1.777,,,,,
" 35970 (1999 LE21)",,,,,,,,
" 35971 (1999 LJ26)",,,2.809,,,,,
" 35972 (1999 LL26)",,,3.140,,,,,
" 35973 (1999 LU26)",,,5.379,,,,,
" 35974 (1999 LW26)",,,2.709,,,,,
" 35975 (1999 LG27)",,,5.438,,,,,
" 35976 Yorktown (1999 MY1)",Yorktown,,3.577,,,,,
" 35977 Lexington (1999 NA)",Lexington,,5.798,,,,,
" 35978 Arlington (1999 NC)",Arlington,,3.424,,,,,
" 35979 (1999 NC2)",,,7.275,,,,,
" 35980 (1999 NO3)",,,,,,,,
" 35981 (1999 NU3)",,,3.953,,,,,
" 35982 (1999 NJ4)",,,1.749,,,,,
" 35983 (1999 NG5)",,,4.853,,,,,
" 35984 (1999 NK7)",,,7.363,,,,,
" 35985 (1999 NJ8)",,,,,,,,
" 35986 (1999 NL8)",,,6.945,,,,,
" 35987 (1999 NV8)",,,,,,,,
" 35988 (1999 NO9)",,,,,,,,
" 35989 (1999 NF10)",,,7.175,,,,,
" 35990 (1999 NG10)",,,3.793,,,,,
" 35991 (1999 NN11)",,,2.598,,,,,
" 35992 (1999 NF12)",,,3.299,,,,,
" 35993 (1999 NS17)",,,2.812,,,,,
" 35994 (1999 NS18)",,,,,,,,
" 35995 (1999 NK20)",,,,,,,,
" 35996 (1999 NN20)",,,,,,,,
" 35997 (1999 NQ20)",,,8.374,,,,,
" 35998 (1999 NP21)",,,3.041,,,,,
" 35999 (1999 NB22)",,,3.508,,,,,
" 36000 (1999 NV22)",,,2.439,,,,,
" 36001 (1999 ND23)",,,3.767,,,,,
" 36002 (1999 NA24)",,,3.310,,,,,
" 36003 (1999 NX24)",,,2.970,,,,,
" 36004 (1999 NB25)",,,2.061,,,,,
" 36005 (1999 NH25)",,,3.657,,,,,
" 36006 (1999 NS26)",,,,,,,,
" 36007 (1999 NJ31)",,,,,,,,
" 36008 (1999 NH32)",,,,,,,,
" 36009 (1999 NA35)",,,9.582,,,,,
" 36010 (1999 NH37)",,,6.690,,,,,
" 36011 (1999 NM37)",,,,,,,,
" 36012 (1999 NC39)",,,9.886,,,,,
" 36013 (1999 NZ39)",,,,,,,,
" 36014 (1999 NJ40)",,,,,,,,
" 36015 (1999 NN40)",,,3.046,,,,,
" 36016 (1999 ND41)",,,4.996,,,,,
" 36017 (1999 ND43)",,,,,,,Sl,
" 36018 (1999 NA46)",,,13.198,,,,,
" 36019 (1999 NE48)",,,4.972,,,,,
" 36020 (1999 NL48)",,,4.262,,,,,
" 36021 (1999 NH49)",,,,,,,,
" 36022 (1999 NQ49)",,,,,,,,
" 36023 (1999 NS49)",,,10.291,,,,,
" 36024 (1999 NW50)",,,2.268,,,,,
" 36025 (1999 NY50)",,,1.926,,,,,
" 36026 (1999 NZ52)",,,15.351,,,,,
" 36027 (1999 NZ55)",,,4.448,,,,,
" 36028 (1999 NA57)",,,4.185,,,,,
" 36029 (1999 NF57)",,,4.784,,,,,
" 36030 (1999 NR59)",,,13.903,,,,,
" 36031 (1999 NG64)",,,,,,,,
" 36032 (1999 OC)",,,6.654,,,,,
" 36033 Viseggi (1999 OC1)",Viseggi,,5.913,,,,,
" 36034 (1999 OK3)",,,,,,,,
" 36035 Petrvok (1999 PV)",Petrvok,,5.908,,,,,
" 36036 Bonucci (1999 PQ1)",Bonucci,,,,,,,
" 36037 Linenschmidt (1999 PQ3)",Linenschmidt,,3.699,,,,,
" 36038 (1999 PU3)",,,,,,,,
" 36039 (1999 PA4)",,,8.948,,,,,
" 36040 (1999 PF6)",,,3.401,,,,,
" 36041 (1999 QU)",,,5.419,,,,,
" 36042 (1999 QB3)",,,9.217,,,,,
" 36043 (1999 RN2)",,,7.077,,,,,
" 36044 (1999 RA10)",,,4.076,,,,,
" 36045 (1999 RZ12)",,,,,,,,
" 36046 (1999 RH14)",,,,,,,,
" 36047 (1999 RY14)",,,4.886,,,,,
" 36048 (1999 RR17)",,,,,,,,
" 36049 (1999 RB18)",,,,,,,,
" 36050 (1999 RE18)",,,,,,,,
" 36051 (1999 RO19)",,,4.736,,,,,
" 36052 (1999 RS19)",,,,,,,,
" 36053 (1999 RY23)",,,,,,,,
" 36054 (1999 RJ24)",,,5.050,,,,,
" 36055 (1999 RP31)",,,,,,,,
" 36056 (1999 RX32)",,,,,,,,
" 36057 (1999 RC33)",,,5.771,,,,,
" 36058 (1999 RM35)",,,8.845,,,,,
" 36059 (1999 RT39)",,,6.348,,,,,
" 36060 Babuska (1999 RM43)",Babuska,,3.033,,,,,
" 36061 Haldane (1999 RJ44)",Haldane,,,,,,,
" 36062 (1999 RB47)",,,11.728,,,,,
" 36063 (1999 RD47)",,,4.317,,,,,
" 36064 (1999 RR47)",,,5.644,,,,,
" 36065 (1999 RX48)",,,7.711,,,,,
" 36066 (1999 RW49)",,,,,,,,
" 36067 (1999 RD50)",,,6.342,,,,,
" 36068 (1999 RN51)",,,5.412,,,,,
" 36069 (1999 RV52)",,,7.795,,,,,
" 36070 (1999 RQ53)",,,11.155,,,,,
" 36071 (1999 RG56)",,,3.047,,,,,
" 36072 (1999 RJ56)",,,,,,,,
" 36073 (1999 RX56)",,,3.541,,,,,
" 36074 (1999 RF58)",,,,,,,,
" 36075 (1999 RU59)",,,11.084,,,,,
" 36076 (1999 RW60)",,,5.402,,,,,
" 36077 (1999 RL61)",,,8.040,,,,,
" 36078 (1999 RK62)",,,6.162,,,,,
" 36079 (1999 RH63)",,,3.068,,,,,
" 36080 (1999 RF64)",,,,,,,,
