full_name,name,prefix,diameter,BV,UB,IR,spec_B,spec_T
"  2556 Louise (1981 CS)",Louise,,6.179,,,,,
"  2557 Putnam (1981 SL1)",Putnam,,7.465,,,,,
"  2558 Viv (1981 SP1)",Viv,,5.026,,,,,
"  2559 Svoboda (1981 UH)",Svoboda,,20.884,,,,Xk,
"  2560 Siegma (1932 CW)",Siegma,,17.976,,,,Xc,
"  2561 Margolin (1969 TK2)",Margolin,,11.512,,,,,
"  2562 Chaliapin (1973 FF1)",Chaliapin,,16.443,,,,,
"  2563 Boyarchuk (1977 FZ)",Boyarchuk,,24.478,,,,,
"  2564 Kayala (1977 QX)",Kayala,,6.174,,,,,
"  2565 Grogler (1977 TB1)",Grogler,,,,,,,
"  2566 Kirghizia (1979 FR2)",Kirghizia,,7.816,,,,V,
"  2567 Elba (1979 KA)",Elba,,15.938,,,,Xc,
"  2568 Maksutov (1980 GH)",Maksutov,,4.644,,,,,
"  2569 Madeline (1980 MA)",Madeline,,26.004,,,,D,
"  2570 Porphyro (1980 PG)",Porphyro,,24.779,,,,,
"  2571 Geisei (1981 UC)",Geisei,,6.582,,,,,
"  2572 Annschnell (1950 DL)",Annschnell,,3.424,,,,,
"  2573 Hannu Olavi (1953 EN)","Hannu Olavi",,20.200,,,,,
"  2574 Ladoga (1968 UP)",Ladoga,,13.260,,,,,
"  2575 Bulgaria (1970 PL)",Bulgaria,,6.409,,,,Sr,
"  2576 Yesenin (1974 QL)",Yesenin,,27.887,,,,,
"  2577 Litva (1975 EE3)",Litva,,,.787,.340,,,EU
"  2578 Saint-Exupery (1975 VW3)",Saint-Exupery,,17.014,,,,,
"  2579 Spartacus (1977 PA2)",Spartacus,,4.604,,,,V,
"  2580 Smilevskia (1977 QP4)",Smilevskia,,5.637,,,,,
"  2581 Radegast (1980 VX)",Radegast,,6.739,,,,,
"  2582 Harimaya-Bashi (1981 SA)",Harimaya-Bashi,,28.87,,,,Xc,
"  2583 Fatyanov (1975 XA3)",Fatyanov,,5.658,,,,,
"  2584 Turkmenia (1979 FG2)",Turkmenia,,6.152,,,,,
"  2585 Irpedina (1979 OJ15)",Irpedina,,6.049,,,,,
"  2586 Matson (1980 LO)",Matson,,6.523,,,,,
"  2587 Gardner (1980 OH)",Gardner,,20.564,,,,,
"  2588 Flavia (1981 VQ)",Flavia,,6.178,,,,,
"  2589 Daniel (1979 QU2)",Daniel,,9.427,,,,,
"  2590 Mourao (1980 KJ)",Mourao,,7.880,,,,,
"  2591 Dworetsky (1949 PS)",Dworetsky,,12.925,,,,,
"  2592 Hunan (1966 BW)",Hunan,,18.533,,,,,
"  2593 Buryatia (1976 GB8)",Buryatia,,3.937,,,,,
"  2594 Acamas (1978 TB)",Acamas,,25.874,,,,,
"  2595 Gudiachvili (1979 KL)",Gudiachvili,,14.478,,,,,
"  2596 Vainu Bappu (1979 KN)","Vainu Bappu",,10.571,,,,,
"  2597 Arthur (1980 PN)",Arthur,,10.432,,,,,
"  2598 Merlin (1980 RY)",Merlin,,15.694,,,,Ch,
"  2599 Veseli (1980 SO)",Veseli,,13.321,,,,,
"  2600 Lumme (1980 VP)",Lumme,,15.063,,,,,
"  2601 Bologna (1980 XA)",Bologna,,12.172,,,,,
"  2602 Moore (1982 BR)",Moore,,,,,,,
"  2603 Taylor (1982 BW1)",Taylor,,18.228,,,,,
"  2604 Marshak (1972 LD1)",Marshak,,14.9,,,,Sa,
"  2605 Sahade (1974 QA)",Sahade,,11.802,,,,,
"  2606 Odessa (1976 GX2)",Odessa,,15.910,,,,Xk,
"  2607 Yakutia (1977 NR)",Yakutia,,4.711,,,,,
"  2608 Seneca (1978 DA)",Seneca,,0.9,.826,.454,,,S
"  2609 Kiril-Metodi (1978 PB4)",Kiril-Metodi,,5.626,,,,,
"  2610 Tuva (1978 RO1)",Tuva,,5.649,,,,,
"  2611 Boyce (1978 VQ5)",Boyce,,,,,,,
"  2612 Kathryn (1979 DE)",Kathryn,,25.144,,,,,
"  2613 Plzen (1979 QE)",Plzen,,28.007,,,,,
"  2614 Torrence (1980 LP)",Torrence,,,,,,,
"  2615 Saito (1951 RJ)",Saito,,15.555,,,,,
"  2616 Lesya (1970 QV)",Lesya,,8.534,,,,,
"  2617 Jiangxi (1975 WO1)",Jiangxi,,49.084,,,,,
"  2618 Coonabarabran (1979 MX2)",Coonabarabran,,12.361,,,,,
"  2619 Skalnate Pleso (1979 MZ3)","Skalnate Pleso",,,,,,,
"  2620 Santana (1980 TN)",Santana,,,,,,,
"  2621 Goto (1981 CA)",Goto,,44.723,,,,,
"  2622 Bolzano (1981 CM)",Bolzano,,14.291,,,,,
"  2623 Zech (A919 SA)",Zech,,,,,,,
"  2624 Samitchell (1962 RE)",Samitchell,,,,,,,
"  2625 Jack London (1976 JQ2)","Jack London",,,,,,S,
"  2626 Belnika (1978 PP2)",Belnika,,12.355,,,,,
"  2627 Churyumov (1978 PP3)",Churyumov,,19.675,,,,,
"  2628 Kopal (1979 MS8)",Kopal,,,,,,,
"  2629 Rudra (1980 RB1)",Rudra,,4.884,,,,B,
"  2630 Hermod (1980 TF3)",Hermod,,24.480,,,,,
"  2631 Zhejiang (1980 TY5)",Zhejiang,,10.765,,,,S,
"  2632 Guizhou (1980 VJ1)",Guizhou,,32.364,,,,,
"  2633 Bishop (1981 WR1)",Bishop,,6.969,,,,,
"  2634 James Bradley (1982 DL)","James Bradley",,33.726,,,,,
"  2635 Huggins (1982 DS)",Huggins,,8.458,,,,S,
"  2636 Lassell (1982 DZ)",Lassell,,14.019,,,,,
"  2637 Bobrovnikoff (A919 SB)",Bobrovnikoff,,6.215,,,,,
"  2638 Gadolin (1939 SG)",Gadolin,,12.108,,,,,
"  2639 Planman (1940 GN)",Planman,,,,,,,
"  2640 Hallstrom (1941 FN)",Hallstrom,,,,,,V,
"  2641 Lipschutz (1949 GJ)",Lipschutz,,8.070,,,,,
"  2642 Vesale (1961 RA)",Vesale,,7.404,,,,,
"  2643 Bernhard (1973 SD)",Bernhard,,3.950,,,,,
"  2644 Victor Jara (1973 SO2)","Victor Jara",,5.914,,,,,
"  2645 Daphne Plane (1976 QD)","Daphne Plane",,15.58,,,,,
"  2646 Abetti (1977 EC1)",Abetti,,16.776,,,,,
"  2647 Sova (1980 SP)",Sova,,7.635,,,,,
"  2648 Owa (1980 VJ)",Owa,,5.933,,,,,
"  2649 Oongaq (1980 WA)",Oongaq,,10.673,,,,,
"  2650 Elinor (1931 EG)",Elinor,,12.538,,,,,
"  2651 Karen (1949 QD)",Karen,,23.545,,,,,
"  2652 Yabuuti (1953 GM)",Yabuuti,,7.211,,,,,
"  2653 Principia (1964 VP)",Principia,,9.882,,,,V,
"  2654 Ristenpart (1968 OG)",Ristenpart,,16.101,,,,,
"  2655 Guangxi (1974 XX)",Guangxi,,,,,,,
"  2656 Evenkia (1979 HD5)",Evenkia,,6.086,,,,,
"  2657 Bashkiria (1979 SB7)",Bashkiria,,21.229,,,,,
"  2658 Gingerich (1980 CK)",Gingerich,,11.808,,,,,
"  2659 Millis (1981 JX)",Millis,,27.746,,,,B,
"  2660 Wasserman (1982 FG)",Wasserman,,9.232,,,,,
"  2661 Bydzovsky (1982 FC1)",Bydzovsky,,,,,,,
"  2662 Kandinsky (4021 P-L)",Kandinsky,,10.644,,,,,
"  2663 Miltiades (6561 P-L)",Miltiades,,4.666,,,,,
"  2664 Everhart (1934 RR)",Everhart,,11.141,,,,,
"  2665 Schrutka (1938 DW1)",Schrutka,,5.975,,,,,
"  2666 Gramme (1951 TA)",Gramme,,30.364,,,,,
"  2667 Oikawa (1967 UO)",Oikawa,,21.225,,,,,
"  2668 Tataria (1976 QV)",Tataria,,5.397,,,,,
"  2669 Shostakovich (1976 YQ2)",Shostakovich,,16.468,,,,,
"  2670 Chuvashia (1977 PW1)",Chuvashia,,21.278,,,,,
"  2671 Abkhazia (1977 QR2)",Abkhazia,,,,,,,
"  2672 Pisek (1979 KC)",Pisek,,22.624,,,,,
"  2673 Lossignol (1980 KN)",Lossignol,,15.119,,,,,
"  2674 Pandarus (1982 BC3)",Pandarus,,74.267,.758,.252,,,D
"  2675 Tolkien (1982 GB)",Tolkien,,10.960,,,,S,
"  2676 Aarhus (1933 QV)",Aarhus,,8.045,,,,,
"  2677 Joan (1935 FF)",Joan,,17.721,,,,,
"  2678 Aavasaksa (1938 DF1)",Aavasaksa,,8.371,,,,,
"  2679 Kittisvaara (1939 TG)",Kittisvaara,,10.076,,,,,
"  2680 Mateo (1975 NF)",Mateo,,6.482,,,,,
"  2681 Ostrovskij (1975 VF2)",Ostrovskij,,13.297,,,,Xk,
"  2682 Soromundi (1979 MF4)",Soromundi,,5.344,,,,,
"  2683 Brian (1981 AD1)",Brian,,11.077,,,,,
"  2684 Douglas (1981 AH1)",Douglas,,15.962,,,,,
"  2685 Masursky (1981 JN)",Masursky,,10.744,,,,,
"  2686 Linda Susan (1981 JW1)","Linda Susan",,16.358,,,,,
"  2687 Tortali (1982 HG)",Tortali,,14.150,,,,,
"  2688 Halley (1982 HG1)",Halley,,21.525,,,,,
"  2689 Bruxelles (1935 CF)",Bruxelles,,6.631,,,,,
"  2690 Ristiina (1938 DG1)",Ristiina,,18.210,,,,,
"  2691 Sersic (1974 KB)",Sersic,,5.438,,,,,
"  2692 Chkalov (1976 YT3)",Chkalov,,15.993,,,,,
"  2693 Yan''an (1977 VM1)",Yan''an,,6.973,,,,,
"  2694 Pino Torinese (1979 QL1)","Pino Torinese",,5.565,,,,,
"  2695 Christabel (1979 UE)",Christabel,,14.959,,,,,
"  2696 Magion (1980 HB)",Magion,,21.388,,,,,
"  2697 Albina (1969 TC3)",Albina,,51.54,,,,,
"  2698 Azerbajdzhan (1971 TZ)",Azerbajdzhan,,14.765,,,,,
"  2699 Kalinin (1976 YX)",Kalinin,,12.763,,,,,
"  2700 Baikonur (1976 YP7)",Baikonur,,11.678,,,,,
"  2701 Cherson (1978 RT)",Cherson,,14.829,,,,,
"  2702 Batrakov (1978 SZ2)",Batrakov,,24.927,,,,,
"  2703 Rodari (1979 FT2)",Rodari,,,,,,S,
"  2704 Julian Loewe (1979 MR4)","Julian Loewe",,5.199,,,,V,
"  2705 Wu (1980 TD4)",Wu,,,,,,,
"  2706 Borovsky (1980 VW)",Borovsky,,14.332,,,,,
"  2707 Ueferji (1981 QS3)",Ueferji,,25.838,,,,,
"  2708 Burns (1981 WT)",Burns,,20.263,,,,B,
"  2709 Sagan (1982 FH)",Sagan,,6.559,,,,S,
"  2710 Veverka (1982 FQ)",Veverka,,,,,,,
"  2711 Aleksandrov (1978 QB2)",Aleksandrov,,13.547,,,,,
"  2712 Keaton (1937 YD)",Keaton,,,,,,,
"  2713 Luxembourg (1938 EA)",Luxembourg,,15.093,,,,,
"  2714 Matti (1938 GC)",Matti,,,,,,,
"  2715 Mielikki (1938 US)",Mielikki,,13.252,,,,A,
"  2716 Tuulikki (1939 TM)",Tuulikki,,5.204,,,,,
"  2717 Tellervo (1940 WJ)",Tellervo,,8.991,,,,,
"  2718 Handley (1951 OM)",Handley,,25.309,,,,,
"  2719 Suzhou (1965 SU)",Suzhou,,6.784,,,,,
"  2720 Pyotr Pervyj (1972 RV3)","Pyotr Pervyj",,8.933,,,,C,
"  2721 Vsekhsvyatskij (1973 SP2)",Vsekhsvyatskij,,17.747,,,,,
"  2722 Abalakin (1976 GM2)",Abalakin,,19.468,,,,,
"  2723 Gorshkov (1978 QL2)",Gorshkov,,12.796,,,,,
"  2724 Orlov (1978 RZ5)",Orlov,,20.004,,,,K,
"  2725 David Bender (1978 VG3)","David Bender",,36.974,,,,,
"  2726 Kotelnikov (1979 SE9)",Kotelnikov,,10.937,,,,,
"  2727 Paton (1979 SO9)",Paton,,9.063,,,,,
"  2728 Yatskiv (1979 ST9)",Yatskiv,,14.697,,,,,
"  2729 Urumqi (1979 UA2)",Urumqi,,14.771,,,,,
"  2730 Barks (1981 QH)",Barks,,15.830,,,,C,
"  2731 Cucula (1982 KJ)",Cucula,,44.841,,,,,
"  2732 Witt (1926 FG)",Witt,,11.001,,,,A,
"  2733 Hamina (1938 DQ)",Hamina,,7.366,,,,Ld,
"  2734 Hasek (1976 GJ3)",Hasek,,25.409,,,,,
"  2735 Ellen (1977 RB)",Ellen,,3.529,,,,,SDU::
"  2736 Ops (1979 OC)",Ops,,3.976,,,,Xc,
"  2737 Kotka (1938 DU)",Kotka,,12.766,,,,S,
"  2738 Viracocha (1940 EC)",Viracocha,,,,,,,
"  2739 Taguacipa (1952 UZ1)",Taguacipa,,11.004,,,,,
"  2740 Tsoj (1974 SY4)",Tsoj,,17.701,,,,,
"  2741 Valdivia (1975 XG)",Valdivia,,11.679,,,,,
"  2742 Gibson (1981 JG3)",Gibson,,10.752,,,,,
"  2743 Chengdu (1965 WR)",Chengdu,,8.972,,,,,
"  2744 Birgitta (1975 RB)",Birgitta,,,.909,.527,,S,S
"  2745 San Martin (1976 SR10)","San Martin",,5.249,,,,,
"  2746 Hissao (1979 SJ9)",Hissao,,5.221,,,,Sr,
"  2747 Cesky Krumlov (1980 DW)","Cesky Krumlov",,29.804,,,,,
"  2748 Patrick Gene (1981 JF2)","Patrick Gene",,8.509,,,,S,
"  2749 Walterhorn (1937 TD)",Walterhorn,,14.128,,,,,
"  2750 Loviisa (1940 YK)",Loviisa,,4.923,,,,S,
"  2751 Campbell (1962 RP)",Campbell,,6.907,,,,,
"  2752 Wu Chien-Shiung (1965 SP)","Wu Chien-Shiung",,15.484,,,,,
"  2753 Duncan (1966 DH)",Duncan,,19.102,,,,,
"  2754 Efimov (1966 PD)",Efimov,,,,,,Sa,
"  2755 Avicenna (1973 SJ4)",Avicenna,,11.841,,,,,
"  2756 Dzhangar (1974 SG1)",Dzhangar,,,,,,,
"  2757 Crisser (1977 VN)",Crisser,,19.534,,,,,
"  2758 Cordelia (1978 RF)",Cordelia,,10.209,,,,,
"  2759 Idomeneus (1980 GC)",Idomeneus,,53.676,,,,,
"  2760 Kacha (1980 TU6)",Kacha,,57.90,.724,.255,,,X
"  2761 Eddington (1981 AE)",Eddington,,15.894,,,,,
"  2762 Fowler (1981 AT)",Fowler,,4.467,,,,Cb,
"  2763 Jeans (1982 OG)",Jeans,,7.514,,,,V,
"  2764 Moeller (1981 CN)",Moeller,,,,,,,
"  2765 Dinant (1981 EY)",Dinant,,24.284,,,,,
"  2766 Leeuwenhoek (1982 FE1)",Leeuwenhoek,,7.145,,,,,
"  2767 Takenouchi (1967 UM)",Takenouchi,,13.601,,,,,
"  2768 Gorky (1972 RX3)",Gorky,,8.887,,,,,
"  2769 Mendeleev (1976 GZ2)",Mendeleev,,13.922,,,,,
"  2770 Tsvet (1977 SM1)",Tsvet,,7.245,,,,,
"  2771 Polzunov (1978 SP7)",Polzunov,,11.332,,,,,
"  2772 Dugan (1979 XE)",Dugan,,9.595,,,,B,
"  2773 Brooks (1981 JZ2)",Brooks,,13.434,,,,,
"  2774 Tenojoki (1942 TJ)",Tenojoki,,35.697,,,,,
"  2775 Odishaw (1953 TX2)",Odishaw,,4.915,,,,,
"  2776 Baikal (1976 SZ7)",Baikal,,18.250,,,,,
"  2777 Shukshin (1979 SY11)",Shukshin,,6.351,,,,,
"  2778 Tangshan (1979 XP)",Tangshan,,12.545,,,,Cb,
"  2779 Mary (1981 CX)",Mary,,6.261,,,,,
"  2780 Monnig (1981 DO2)",Monnig,,4.842,,,,,
"  2781 Kleczek (1982 QH)",Kleczek,,20.727,,,,,
"  2782 Leonidas (2605 P-L)",Leonidas,,10.575,,,,,
"  2783 Chernyshevskij (1974 RA2)",Chernyshevskij,,6.196,,,,,
"  2784 Domeyko (1975 GA)",Domeyko,,,,,,,
"  2785 Sedov (1978 QN2)",Sedov,,9.438,,,,,
"  2786 Grinevia (1978 RR5)",Grinevia,,10.482,,,,,
"  2787 Tovarishch (1978 RC6)",Tovarishch,,19.707,,,,,
"  2788 Andenne (1981 EL)",Andenne,,5.966,,,,,
"  2789 Foshan (1956 XA)",Foshan,,4.766,,,,S,
"  2790 Needham (1965 UU1)",Needham,,7.914,,,,,
"  2791 Paradise (1977 CA)",Paradise,,8.384,,,,Sa,SU
"  2792 Ponomarev (1977 EY1)",Ponomarev,,11.685,,,,,
"  2793 Valdaj (1977 QV)",Valdaj,,27.103,,,,,
"  2794 Kulik (1978 PS3)",Kulik,,7.323,,,,,
"  2795 Lepage (1979 YM)",Lepage,,5.882,,,,V,
"  2796 Kron (1980 EC)",Kron,,8.561,,,,,
"  2797 Teucer (1981 LK)",Teucer,,89.430,,,,,
"  2798 Vergilius (2009 P-L)",Vergilius,,4.839,,,,,
"  2799 Justus (3071 P-L)",Justus,,3.267,,,,,
"  2800 Ovidius (4585 P-L)",Ovidius,,15.342,,,,,
"  2801 Huygens (1935 SU1)",Huygens,,11.525,,,,S,
"  2802 Weisell (1939 BU)",Weisell,,18.813,,,,,
"  2803 Vilho (1940 WG)",Vilho,,21.441,,,,,
"  2804 Yrjo (1941 HF)",Yrjo,,17.605,,,,,
"  2805 Kalle (1941 UM)",Kalle,,16.623,,,,,
"  2806 Graz (1953 GG)",Graz,,13.132,,,,,
"  2807 Karl Marx (1969 TH6)","Karl Marx",,16.866,,,,C,
"  2808 Belgrano (1976 HS)",Belgrano,,14.954,,,,,
"  2809 Vernadskij (1978 QW2)",Vernadskij,,12.014,.648,.243,,B,BFX
"  2810 Lev Tolstoj (1978 RU5)","Lev Tolstoj",,7.910,,,,,
"  2811 Stremchovi (1980 JA)",Stremchovi,,12.320,,,,,
"  2812 Scaltriti (1981 FN)",Scaltriti,,5.986,,,,,
"  2813 Zappala (1981 WZ)",Zappala,,32.040,,,,T,
"  2814 Vieira (1982 FA3)",Vieira,,9.879,,,,,
"  2815 Soma (1982 RL)",Soma,,6.641,,,,,
"  2816 Pien (1982 SO)",Pien,,28.256,,,,B,
"  2817 Perec (1982 UJ)",Perec,,10.138,,,,,
"  2818 Juvenalis (2580 P-L)",Juvenalis,,3.911,,,,S,
"  2819 Ensor (1933 UR)",Ensor,,9.700,,,,,
"  2820 Iisalmi (1942 RU)",Iisalmi,,6.826,,,,,
"  2821 Slavka (1978 SQ)",Slavka,,3.935,,,,,
"  2822 Sacajawea (1980 EG)",Sacajawea,,8.703,,,,,
"  2823 van der Laan (2010 P-L)","van der Laan",,5.363,,,,,
"  2824 Franke (1934 CZ)",Franke,,,,,,,
"  2825 Crosby (1938 SD1)",Crosby,,5.065,,,,,
"  2826 Ahti (1939 UJ)",Ahti,,39.975,,,,,
"  2827 Vellamo (1942 CC)",Vellamo,,9.301,,,,S,
"  2828 Iku-Turso (1942 DL)",Iku-Turso,,7.257,,,,,
"  2829 Bobhope (1948 PK)",Bobhope,,41.361,,,,,
"  2830 Greenwich (1980 GA)",Greenwich,,7.892,.867,.441,,,S
"  2831 Stevin (1930 SZ)",Stevin,,5.453,,,,,
"  2832 Lada (1975 EC1)",Lada,,6.090,,,,,
"  2833 Radishchev (1978 PC4)",Radishchev,,,,,,,
"  2834 Christy Carol (1980 TB4)","Christy Carol",,11.417,,,,S,
"  2835 Ryoma (1982 WF)",Ryoma,,24.230,,,,,
"  2836 Sobolev (1978 YQ)",Sobolev,,18.596,,,,,
"  2837 Griboedov (1971 TJ2)",Griboedov,,12.344,,,,,
"  2838 Takase (1971 UM1)",Takase,,3.850,,,,,
"  2839 Annette (1929 TP)",Annette,,7.313,,,,,
"  2840 Kallavesi (1941 UP)",Kallavesi,,7.701,,,,Sl,
"  2841 Puijo (1943 DM)",Puijo,,6.335,,,,,
"  2842 Unsold (1950 OD)",Unsold,,13.716,,,,,
"  2843 Yeti (1975 XQ)",Yeti,,7.587,,,,,
"  2844 Hess (1981 JP)",Hess,,6.156,,,,,
"  2845 Franklinken (1981 OF)",Franklinken,,5.385,,,,,
"  2846 Ylppo (1942 CJ)",Ylppo,,27.254,,,,,
"  2847 Parvati (1959 CC1)",Parvati,,6.879,,,,,
"  2848 ASP (1959 VF)",ASP,,25.793,,,,,
"  2849 Shklovskij (1976 GN3)",Shklovskij,,13.534,,,,,
"  2850 Mozhaiskij (1978 TM7)",Mozhaiskij,,7.084,,,,Ld,
"  2851 Harbin (1978 UQ2)",Harbin,,8.838,,,,V,
"  2852 Declercq (1981 QU2)",Declercq,,12.871,,,,Ch,
"  2853 Harvill (1963 RG)",Harvill,,6.976,,,,,
"  2854 Rawson (1964 JE)",Rawson,,7.238,,,,,
"  2855 Bastian (1931 TB2)",Bastian,,9.022,,,,Sl,
"  2856 Roser (1933 GB)",Roser,,23.99,,,,,
"  2857 NOT (1942 DA)",NOT,,9.313,,,,T,
"  2858 Carlosporter (1975 XB)",Carlosporter,,4.416,,,,,
"  2859 Paganini (1978 RW1)",Paganini,,4.287,,,,,
"  2860 Pasacentennium (1978 TA)",Pasacentennium,,6.767,,,,,
"  2861 Lambrecht (1981 VL2)",Lambrecht,,16.576,,,,Xc,
"  2862 Vavilov (1977 JP)",Vavilov,,6.031,,,,,
"  2863 Ben Mayer (1981 QG2)","Ben Mayer",,18.436,,,,,
"  2864 Soderblom (1983 AZ)",Soderblom,,15.233,,,,Ch,
"  2865 Laurel (1935 OK)",Laurel,,24.991,,,,,
"  2866 Hardy (1961 TA)",Hardy,,11.423,,,,,
"  2867 Steins (1969 VC)",Steins,,5.160,,,,,
"  2868 Upupa (1972 UA)",Upupa,,12.080,,,,,
"  2869 Nepryadva (1980 RM2)",Nepryadva,,8.556,,,,,
"  2870 Haupt (1981 LD)",Haupt,,14.930,,,,,
"  2871 Schober (1981 QC2)",Schober,,6.804,,,,,
"  2872 Gentelec (1981 RU)",Gentelec,,13.629,,,,D,
"  2873 Binzel (1982 FR)",Binzel,,6.426,,,,Sq,
"  2874 Jim Young (1982 TH)","Jim Young",,6.552,,,,S,
"  2875 Lagerkvist (1983 CL)",Lagerkvist,,9.511,,,,S,
"  2876 Aeschylus (6558 P-L)",Aeschylus,,6.827,,,,,
"  2877 Likhachev (1969 TR2)",Likhachev,,,,,,,
"  2878 Panacea (1980 RX)",Panacea,,15.542,,,,,
"  2879 Shimizu (1932 CB1)",Shimizu,,21.762,,,,X,
"  2880 Nihondaira (1983 CA)",Nihondaira,,7.051,,,,,
"  2881 Meiden (1983 AA1)",Meiden,,5.672,,,,S,
"  2882 Tedesco (1981 OG)",Tedesco,,21.912,,,,,
"  2883 Barabashov (1978 RG6)",Barabashov,,4.910,,,,,
"  2884 Reddish (1981 ES22)",Reddish,,,,,,,
"  2885 Palva (1939 TC)",Palva,,,,,,,
"  2886 Tinkaping (1965 YG)",Tinkaping,,5.784,,,,,
"  2887 Krinov (1977 QD5)",Krinov,,6.163,,,,,
"  2888 Hodgson (1982 TO)",Hodgson,,5.429,,,,,
"  2889 Brno (1981 WT1)",Brno,,17.184,,,,,
"  2890 Vilyujsk (1978 SY7)",Vilyujsk,,7.983,,,,,
"  2891 McGetchin (1980 MD)",McGetchin,,35.066,,,,,
"  2892 Filipenko (1983 AX2)",Filipenko,,69.492,,,,C,
"  2893 Peiroos (1975 QD)",Peiroos,,86.884,.730,.252,,,D
"  2894 Kakhovka (1978 SH5)",Kakhovka,,13.222,,,,,
"  2895 Memnon (1981 AE1)",Memnon,,56.706,,,,,
"  2896 Preiss (1931 RN)",Preiss,,7.117,,,,,
"  2897 Ole Romer (1932 CK)","Ole Romer",,5.232,,,,,
"  2898 Neuvo (1938 DN)",Neuvo,,10.788,,,,,
"  2899 Runrun Shaw (1964 TR2)","Runrun Shaw",,4.831,,,,,
"  2900 Lubos Perek (1972 AR)","Lubos Perek",,12.821,,,,,
"  2901 Bagehot (1973 DP)",Bagehot,,,,,,,
"  2902 Westerlund (1980 FN3)",Westerlund,,4.120,,,,Sq,
"  2903 Zhuhai (1981 UV9)",Zhuhai,,13.581,,,,,
"  2904 Millman (1981 YB)",Millman,,15.460,,,,,
"  2905 Plaskett (1982 BZ2)",Plaskett,,10.224,,,,S,
"  2906 Caltech (1983 AE2)",Caltech,,58.678,,,,Xc,
"  2907 Nekrasov (1975 TT2)",Nekrasov,,16.710,,,,,
"  2908 Shimoyama (1981 WA)",Shimoyama,,29.663,,,,,
"  2909 Hoshi-no-ie (1983 JA)",Hoshi-no-ie,,21.312,,,,,
"  2910 Yoshkar-Ola (1980 TK13)",Yoshkar-Ola,,4.054,,,,,
"  2911 Miahelena (1938 GJ)",Miahelena,,12.214,,,,S,
"  2912 Lapalma (1942 DM)",Lapalma,,6.519,,,,V,
"  2913 Horta (1931 TK)",Horta,,10.261,,,,,
"  2914 Glarnisch (1965 SB)",Glarnisch,,6.048,,,,,
"  2915 Moskvina (1977 QY2)",Moskvina,,5.517,,,,,
"  2916 Voronveliya (1978 PW2)",Voronveliya,,4.887,,,,,
"  2917 Sawyer Hogg (1980 RR)","Sawyer Hogg",,9.553,,,,S,
"  2918 Salazar (1980 TU4)",Salazar,,20.156,,,,,
"  2919 Dali (1981 EX18)",Dali,,18.521,,,,,
"  2920 Automedon (1981 JR)",Automedon,,88.574,,,,,
"  2921 Sophocles (6525 P-L)",Sophocles,,10.538,,,,,
"  2922 Dikan''ka (1976 GY1)",Dikan''ka,,5.693,,,,,
"  2923 Schuyler (1977 DA)",Schuyler,,9.290,,,,,
"  2924 Mitake-mura (1977 DJ2)",Mitake-mura,,11.428,,,,,
"  2925 Beatty (1978 VC5)",Beatty,,7.101,,,,Cgh,
"  2926 Caldeira (1980 KG)",Caldeira,,5.144,,,,,
"  2927 Alamosa (1981 TM)",Alamosa,,,,,,,
"  2928 Epstein (1976 GN8)",Epstein,,15.267,,,,,
"  2929 Harris (1982 BK1)",Harris,,16.176,,,,T,
"  2930 Euripides (6554 P-L)",Euripides,,,,,,C,
"  2931 Mayakovsky (1969 UC)",Mayakovsky,,11.721,,,,,
"  2932 Kempchinsky (1980 TK4)",Kempchinsky,,29.283,,,,,
"  2933 Amber (1983 HN)",Amber,,20.449,,,,,
"  2934 Aristophanes (4006 P-L)",Aristophanes,,21.941,,,,Ch,
"  2935 Naerum (1976 UU)",Naerum,,7.067,,,,,
"  2936 Nechvile (1979 SF)",Nechvile,,9.465,,,,,
"  2937 Gibbs (1980 LA)",Gibbs,,,,,,,
"  2938 Hopi (1980 LB)",Hopi,,19.267,,,,,
"  2939 Coconino (1982 DP)",Coconino,,5.607,,,,,
"  2940 Bacon (3042 P-L)",Bacon,,8.953,,,,,
"  2941 Alden (1930 YV)",Alden,,4.820,,,,,
"  2942 Cordie (1932 BG)",Cordie,,6.657,,,,,
"  2943 Heinrich (1933 QU)",Heinrich,,7.535,,,,,
"  2944 Peyo (1935 QF)",Peyo,,8.984,,,,,
"  2945 Zanstra (1935 ST1)",Zanstra,,23.701,,,,,
"  2946 Muchachos (1941 UV)",Muchachos,,13.090,,,,,
"  2947 Kippenhahn (1955 QP1)",Kippenhahn,,7.588,,,,,
"  2948 Amosov (1969 TD2)",Amosov,,10.426,,,,,
"  2949 Kaverznev (1970 PR)",Kaverznev,,6.959,,,,S,
"  2950 Rousseau (1974 VQ2)",Rousseau,,10.149,,,,,
"  2951 Perepadin (1977 RB8)",Perepadin,,46.653,,,,,
"  2952 Lilliputia (1979 SF2)",Lilliputia,,6.341,,,,Cb,
"  2953 Vysheslavia (1979 SV11)",Vysheslavia,,12.546,,,,S,
"  2954 Delsemme (1982 BT1)",Delsemme,,5.317,,,,,
"  2955 Newburn (1982 BX1)",Newburn,,6.025,,,,S,
"  2956 Yeomans (1982 HN1)",Yeomans,,9.350,,,,Sr,
"  2957 Tatsuo (1934 CB1)",Tatsuo,,22.473,,,,K,
"  2958 Arpetito (1981 DG)",Arpetito,,8.916,,,,,
"  2959 Scholl (1983 RE2)",Scholl,,32.783,,,,,
