full_name,name,prefix,diameter,BV,UB,IR,spec_B,spec_T
"  5378 Ellyett (1991 GD)",Ellyett,,2.957,,,,,
"  5379 Abehiroshi (1991 HG)",Abehiroshi,,6.254,,,,V,
"  5380 Sprigg (1991 JT)",Sprigg,,6.606,,,,,
"  5381 Sekhmet (1991 JY)",Sekhmet,,0.935,,,,,
"  5382 McKay (1991 JR2)",McKay,,10.281,,,,,
"  5383 Leavitt (4293 T-2)",Leavitt,,7.456,,,,,
"  5384 Changjiangcun (1957 VA)",Changjiangcun,,8.242,,,,,
"  5385 Kamenka (1975 TS3)",Kamenka,,16.768,,,,,
"  5386 Bajaja (1975 TH6)",Bajaja,,6.331,,,,,
"  5387 Casleo (1980 NB)",Casleo,,5.488,,,,,
"  5388 Mottola (1981 ED1)",Mottola,,,,,,,
"  5389 Choikaiyau (1981 UB10)",Choikaiyau,,4.482,,,,,
"  5390 Huichiming (1981 YO1)",Huichiming,,3.446,,,,,
"  5391 Emmons (1985 RE2)",Emmons,,5.578,,,,,
"  5392 Parker (1986 AK)",Parker,,,,,,Sl,
"  5393 Goldstein (1986 ET)",Goldstein,,,,,,,
"  5394 Jurgens (1986 EZ1)",Jurgens,,4.902,,,,,
"  5395 Shosasaki (1988 RK11)",Shosasaki,,,,,,,
"  5396 (1988 SH1)",,,,,,,,
"  5397 Vojislava (1988 VB5)",Vojislava,,11.455,,,,Sl,
"  5398 (1989 AK1)",,,10.471,,,,,
"  5399 Awa (1989 BT)",Awa,,17.410,,,,,
"  5400 (1989 CM)",,,10.623,,,,,
"  5401 Minamioda (1989 EV)",Minamioda,,9.560,,,,S,
"  5402 Kejosmith (1989 UK2)",Kejosmith,,4.191,,,,,
"  5403 Takachiho (1990 DM)",Takachiho,,15.291,,,,,
"  5404 Uemura (1991 EE1)",Uemura,,5.664,,,,,
"  5405 Neverland (1991 GY)",Neverland,,,,,,,
"  5406 Jonjoseph (1991 PH11)",Jonjoseph,,16.857,,,,,
"  5407 (1992 AX)",,,,,,,Sk,
"  5408 The (1232 T-1)",The,,,,,,,
"  5409 Saale (1962 SR)",Saale,,6.765,,,,,
"  5410 Spivakov (1967 DA)",Spivakov,,9.606,,,,,
"  5411 Liia (1973 AT3)",Liia,,19.288,,,,,
"  5412 Rou (1973 SR3)",Rou,,4.883,,,,,
"  5413 Smyslov (1977 EC2)",Smyslov,,17.572,,,,,
"  5414 Sokolov (1977 RW6)",Sokolov,,7.643,,,,,
"  5415 Lyanzuridi (1978 TB2)",Lyanzuridi,,4.576,,,,,
"  5416 Estremadoyro (1978 VE5)",Estremadoyro,,17.443,,,,C,
"  5417 Solovaya (1981 QT)",Solovaya,,,,,,,
"  5418 Joyce (1981 QG1)",Joyce,,14.441,,,,,
"  5419 Benua (1981 SW7)",Benua,,13.907,,,,,
"  5420 Jancis (1982 JR1)",Jancis,,12.35,,,,,
"  5421 Ulanova (1982 TD2)",Ulanova,,4.249,,,,,
"  5422 Hodgkin (1982 YL1)",Hodgkin,,16.336,,,,,
"  5423 Horahorejs (1983 DC)",Horahorejs,,8.883,,,,,
"  5424 Covington (1983 TN1)",Covington,,4.439,,,,,
"  5425 Vojtech (1984 SA1)",Vojtech,,7.052,,,,,
"  5426 Sharp (1985 DD)",Sharp,,2.033,,,,,
"  5427 Jensmartin (1986 JQ)",Jensmartin,,3.129,,,,,
"  5428 (1987 RA1)",,,,,,,,
"  5429 (1988 BZ1)",,,13.917,,,,,
"  5430 Luu (1988 JA1)",Luu,,6.659,,,,,
"  5431 Maxinehelin (1988 MB)",Maxinehelin,,6.198,,,,,
"  5432 Imakiire (1988 VN)",Imakiire,,5.957,,,,,
"  5433 Kairen (1988 VZ2)",Kairen,,8.513,,,,,
"  5434 Tomwhitney (1989 ES)",Tomwhitney,,17.226,,,,,
"  5435 Kameoka (1990 BS1)",Kameoka,,26.301,,,,,
"  5436 Eumelos (1990 DK)",Eumelos,,37.696,,,,,
"  5437 (1990 DU3)",,,6.534,,,,,
"  5438 Lorre (1990 QJ)",Lorre,,28.072,,,,C,
"  5439 Couturier (1990 RW)",Couturier,,22.099,,,,,
"  5440 Terao (1991 HD)",Terao,,5.524,,,,,
"  5441 Andymurray (1991 JZ1)",Andymurray,,15.420,,,,,
"  5442 Drossart (1991 NH1)",Drossart,,7.436,,,,,
"  5443 Encrenaz (1991 NX1)",Encrenaz,,10.879,,,,,
"  5444 Gautier (1991 PM8)",Gautier,,4.994,,,,,
"  5445 Williwaw (1991 PA12)",Williwaw,,8.797,,,,,
"  5446 Heyler (1991 PB13)",Heyler,,18.883,,,,,
"  5447 Lallement (1991 PO14)",Lallement,,11.001,,,,,
"  5448 Siebold (1992 SP)",Siebold,,6.406,,,,S,
"  5449 (1992 US5)",,,10.819,,,,,
"  5450 Sokrates (2780 P-L)",Sokrates,,20.903,,,,,
"  5451 Plato (4598 P-L)",Plato,,8.703,,,,,
"  5452 (1937 NN)",,,6.619,,,,,
"  5453 Zakharchenya (1975 VS5)",Zakharchenya,,4.606,,,,,
"  5454 Kojiki (1977 EW5)",Kojiki,,16.763,,,,,
"  5455 Surkov (1978 RV5)",Surkov,,3.962,,,,,
"  5456 Merman (1979 HH3)",Merman,,4.220,,,,,
"  5457 Queen''s (1980 TW5)",Queen''s,,20.553,,,,,
"  5458 Aizman (1980 TB12)",Aizman,,18.135,,,,,
"  5459 Saraburger (1981 QP3)",Saraburger,,6.786,,,,,
"  5460 Tsenaat''a''i (1983 AW)",Tsenaat''a''i,,3.458,,,,,
"  5461 Autumn (1983 HB1)",Autumn,,21.565,,,,,
"  5462 (1984 SX5)",,,3.891,,,,,
"  5463 Danwelcher (1985 TO)",Danwelcher,,5.000,,,,,
"  5464 Weller (1985 VC1)",Weller,,9.731,,,,,
"  5465 Chumakov (1986 RF13)",Chumakov,,7.738,,,,,
"  5466 Makibi (1986 WP8)",Makibi,,8.878,,,,,
"  5467 (1988 AG)",,,10.351,,,,X,
"  5468 Hamatonbetsu (1988 BK)",Hamatonbetsu,,23.936,,,,,
"  5469 (1988 BK4)",,,14.773,,,,,
"  5470 Kurtlindstrom (1988 BK5)",Kurtlindstrom,,13.801,,,,,
"  5471 Tunguska (1988 PK1)",Tunguska,,15.954,,,,,
"  5472 (1988 RR)",,,3.931,,,,,
"  5473 Yamanashi (1988 VR)",Yamanashi,,5.200,,,,,
"  5474 Gingasen (1988 XE1)",Gingasen,,5.046,,,,,
"  5475 Hanskennedy (1989 QO)",Hanskennedy,,,,,,,
"  5476 (1989 TO11)",,,35.096,,,,,
"  5477 Holmes (1989 UH2)",Holmes,,3.147,,,,,
"  5478 Wartburg (1989 UE4)",Wartburg,,,,,,,
"  5479 Grahamryder (1989 UT5)",Grahamryder,,5.780,,,,,
"  5480 (1989 YK8)",,,15.104,,,,,
"  5481 Kiuchi (1990 CH)",Kiuchi,,,,,,,
"  5482 Korankei (1990 DX)",Korankei,,5.688,,,,Sa,
"  5483 Cherkashin (1990 UQ11)",Cherkashin,,17.048,,,,,
"  5484 Inoda (1990 VH1)",Inoda,,10.394,,,,,
"  5485 Kaula (1991 RQ21)",Kaula,,,,,,S,
"  5486 (1991 UT2)",,,7.135,,,,,
"  5487 (1991 UM4)",,,,,,,,
"  5488 Kiyosato (1991 VK5)",Kiyosato,,18.819,,,,,
"  5489 Oberkochen (1993 BF2)",Oberkochen,,13.104,,,,,
"  5490 Burbidge (2019 P-L)",Burbidge,,3.573,,,,,
"  5491 Kaulbach (3128 T-1)",Kaulbach,,4.288,,,,,
"  5492 Thoma (3227 T-1)",Thoma,,13.398,,,,L,
"  5493 Spitzweg (1617 T-2)",Spitzweg,,,,,,,
"  5494 Johanmohr (1933 UM1)",Johanmohr,,8.900,,,,,
"  5495 Rumyantsev (1972 RY3)",Rumyantsev,,25.518,,,,,
"  5496 (1973 NA)",,,,,,,,
"  5497 Sararussell (1975 SS)",Sararussell,,11.286,,,,,
"  5498 Gustafsson (1980 FT3)",Gustafsson,,3.455,,,,,
"  5499 (1981 SU2)",,,3.805,,,,,
"  5500 Twilley (1981 WR)",Twilley,,4.483,,,,,
"  5501 (1982 FF2)",,,,,,,,
"  5502 Brashear (1984 EC)",Brashear,,6.465,,,,,
"  5503 (1985 CE2)",,,7.317,,,,,
"  5504 Lanzerotti (1985 FC2)",Lanzerotti,,7.167,,,,,
"  5505 Rundetaarn (1986 VD1)",Rundetaarn,,22.042,,,,,
"  5506 Artiglio (1987 SV11)",Artiglio,,11.660,,,,,
"  5507 Niijima (1987 UJ)",Niijima,,5.522,,,,,
"  5508 Gomyou (1988 EB)",Gomyou,,15.358,,,,,
"  5509 Rennsteig (1988 RD3)",Rennsteig,,3.094,,,,,
"  5510 (1988 RF7)",,,4.314,,,,S,
"  5511 Cloanthus (1988 TH1)",Cloanthus,,39.773,,,,,
"  5512 (1988 VD7)",,,5.323,,,,,
"  5513 Yukio (1988 WB)",Yukio,,,,,,,
"  5514 Karelraska (1989 BN1)",Karelraska,,5.229,,,,,
"  5515 Naderi (1989 EL1)",Naderi,,7.001,,,,,
"  5516 Jawilliamson (1989 JK)",Jawilliamson,,11.535,,,,,
"  5517 Johnerogers (1989 LJ)",Johnerogers,,6.007,,,,,
"  5518 Mariobotta (1989 YF)",Mariobotta,,7.170,,,,,
"  5519 Lellouch (1990 QB4)",Lellouch,,19.816,,,,,
"  5520 Natori (1990 RB)",Natori,,12.347,,,,,
"  5521 Morpurgo (1991 PM1)",Morpurgo,,9.953,,,,,
"  5522 De Rop (1991 PJ5)","De Rop",,5.379,,,,,
"  5523 Luminet (1991 PH8)",Luminet,,8.093,,,,,
"  5524 Lecacheux (1991 RA30)",Lecacheux,,19.902,,,,,
"  5525 (1991 TS4)",,,5.281,,,,,
"  5526 Kenzo (1991 UP1)",Kenzo,,7.437,,,,,
"  5527 (1991 UQ3)",,,4.878,,,,,
"  5528 (1992 AJ)",,,21.001,,,,,
"  5529 Perry (2557 P-L)",Perry,,3.580,,,,,
"  5530 Eisinga (2835 P-L)",Eisinga,,4.720,,,,,
"  5531 Carolientje (1051 T-2)",Carolientje,,,,,,,
"  5532 Ichinohe (1932 CY)",Ichinohe,,17.929,,,,,
"  5533 Bagrov (1935 SC)",Bagrov,,4.512,,,,,
"  5534 (1941 UN)",,,8.501,,,,S,
"  5535 Annefrank (1942 EM)",Annefrank,,4.8,,,,,
"  5536 Honeycutt (1955 QN)",Honeycutt,,,,,,,
"  5537 Sanya (1964 TA2)",Sanya,,3.870,,,,,
"  5538 Luichewoo (1964 TU2)",Luichewoo,,,,,,,
"  5539 Limporyen (1965 UA1)",Limporyen,,10.362,,,,,
"  5540 Smirnova (1971 QR1)",Smirnova,,3.606,,,,,
"  5541 Seimei (1976 UH16)",Seimei,,13.250,,,,,
"  5542 Moffatt (1978 PT4)",Moffatt,,8.597,,,,,
"  5543 Sharaf (1978 TW2)",Sharaf,,4.404,,,,,
"  5544 Kazakov (1978 TH6)",Kazakov,,,,,,,
"  5545 Makarov (1978 VY14)",Makarov,,6.141,,,,,
"  5546 Salavat (1979 YS)",Salavat,,8.390,,,,,
"  5547 Acadiau (1980 LE1)",Acadiau,,9.177,,,,,
"  5548 Thosharriot (1980 TH)",Thosharriot,,11.722,,,,,
"  5549 Bobstefanik (1981 GM1)",Bobstefanik,,6.395,,,,,
"  5550 (1981 UB1)",,,18.320,,,,,
"  5551 Glikson (1982 BJ)",Glikson,,5.605,,,,,
"  5552 Studnicka (1982 SJ1)",Studnicka,,7.331,,,,S,
"  5553 Chodas (1984 CM1)",Chodas,,9.984,,,,Ch,
"  5554 Keesey (1985 TW1)",Keesey,,4.180,,,,,
"  5555 Wimberly (1986 VF5)",Wimberly,,11.184,,,,,
"  5556 (1988 AL)",,,13.349,,,,,
"  5557 Chimikeppuko (1989 CM1)",Chimikeppuko,,7.100,,,,,
"  5558 Johnnapier (1989 WL2)",Johnnapier,,2.327,,,,,
"  5559 (1990 MV)",,,7.621,,,,,
"  5560 Amytis (1990 MX)",Amytis,,4.703,,,,,
"  5561 Iguchi (1991 QD)",Iguchi,,6.878,,,,,
"  5562 (1991 VS)",,,4.473,,,,,
"  5563 (1991 VZ1)",,,10.188,,,,S,
"  5564 (1991 VH2)",,,6.162,,,,,
"  5565 Ukyounodaibu (1991 VN2)",Ukyounodaibu,,12.286,,,,S,
"  5566 (1991 VY3)",,,13.771,,,,,
"  5567 Durisen (1953 FK1)",Durisen,,36.475,,,,,
"  5568 Mufson (1953 TS2)",Mufson,,5.175,,,,,
"  5569 Colby (1974 FO)",Colby,,,,,,,
"  5570 Kirsan (1976 GM7)",Kirsan,,15.471,,,,,
"  5571 Lesliegreen (1978 LG)",Lesliegreen,,14.312,,,,,
"  5572 Bliskunov (1978 SS2)",Bliskunov,,20.015,,,,,
"  5573 (1981 QX)",,,10.015,,,,,
"  5574 Seagrave (1984 FS)",Seagrave,,8.852,,,,,
"  5575 Ryanpark (1985 RP2)",Ryanpark,,,,,,,
"  5576 Albanese (1986 UM1)",Albanese,,24.332,,,,Xk,
"  5577 Priestley (1986 WQ2)",Priestley,,3.993,,,,,
"  5578 Takakura (1987 BC)",Takakura,,8.138,,,,,
"  5579 Uhlherr (1988 JL)",Uhlherr,,2.654,,,,,
"  5580 Sharidake (1988 RP1)",Sharidake,,,,,,,
"  5581 Mitsuko (1989 CY1)",Mitsuko,,,,,,,
"  5582 (1989 CU8)",,,7.613,,,,,
"  5583 Braunerova (1989 EY1)",Braunerova,,8.241,,,,,
"  5584 Izenberg (1989 KK)",Izenberg,,6.427,,,,,
"  5585 Parks (1990 MJ)",Parks,,,,,,Ch,
"  5586 (1990 RE6)",,,7.193,,,,,
"  5587 (1990 SB)",,,3.57,,,,Sq,
"  5588 Jennabelle (1990 SW3)",Jennabelle,,10.931,,,,X,
"  5589 Demeis (1990 SD14)",Demeis,,7.381,,,,,
"  5590 (1990 VA)",,,,,,,,
"  5591 Koyo (1990 VF2)",Koyo,,17.075,,,,Cb,
"  5592 Oshima (1990 VB4)",Oshima,,22.657,,,,,
"  5593 Jonsujatha (1991 JN1)",Jonsujatha,,7.280,,,,,
"  5594 Jimmiller (1991 NK1)",Jimmiller,,25.075,,,,,
"  5595 Roth (1991 PJ)",Roth,,9.828,,,,S,
"  5596 Morbidelli (1991 PQ10)",Morbidelli,,5.689,,,,,
"  5597 Warren (1991 PC13)",Warren,,4.008,,,,,
"  5598 Carlmurray (1991 PN18)",Carlmurray,,6.864,,,,,
"  5599 (1991 SG1)",,,6.352,,,,,
"  5600 (1991 UY)",,,5.882,,,,,
"  5601 (1991 VR)",,,4.485,,,,,
"  5602 (1991 VM1)",,,3.844,,,,,
"  5603 Rausudake (1992 CE)",Rausudake,,45.688,,,,,
"  5604 (1992 FE)",,,0.55,,,,V,
"  5605 Kushida (1993 DB)",Kushida,,5.215,,,,,
"  5606 Muramatsu (1993 EH)",Muramatsu,,4.811,,,,,
"  5607 (1993 EN)",,,9.110,,,,,
"  5608 Olmos (1993 EO)",Olmos,,6.722,,,,,
"  5609 Stroncone (1993 FU)",Stroncone,,14.286,,,,,
"  5610 Balster (2041 T-3)",Balster,,7.812,,,,S,
"  5611 (1943 DL)",,,9.416,,,,,
"  5612 Nevskij (1975 TX2)",Nevskij,,5.193,,,,,
"  5613 Donskoj (1976 YP1)",Donskoj,,14.312,,,,,
"  5614 Yakovlev (1979 VN)",Yakovlev,,13.048,,,,,
"  5615 Iskander (1983 PZ)",Iskander,,5.506,,,,,
"  5616 Vogtland (1987 ST10)",Vogtland,,10.037,,,,,
"  5617 Emelyanenko (1989 EL)",Emelyanenko,,,,,,,
"  5618 Saitama (1990 EA)",Saitama,,3.740,,,,,
"  5619 Shair (1990 HC1)",Shair,,11.520,,,,,
"  5620 Jasonwheeler (1990 OA)",Jasonwheeler,,,,,,,
"  5621 Erb (1990 SG4)",Erb,,3.302,,,,,
"  5622 (1990 TL4)",,,9.667,,,,Sq,
"  5623 Iwamori (1990 UY)",Iwamori,,14.330,,,,,
"  5624 Shirley (1991 AY1)",Shirley,,,,,,,
"  5625 Jamesferguson (1991 AO2)",Jamesferguson,,14.790,,,,,
"  5626 (1991 FE)",,,,,,,S,
"  5627 (1991 MA)",,,2.679,,,,,
"  5628 Preussen (1991 RP7)",Preussen,,13.218,,,,,
"  5629 Kuwana (1993 DA1)",Kuwana,,14.176,,,,,
"  5630 Billschaefer (1993 FZ)",Billschaefer,,4.785,,,,,
"  5631 Sekihokutouge (1993 FE1)",Sekihokutouge,,4.535,,,,,
"  5632 Ingelehmann (1993 GG)",Ingelehmann,,13.375,,,,Xc,
"  5633 (1978 UL7)",,,,,,,,
"  5634 Victorborge (1978 VT6)",Victorborge,,,,,,,
"  5635 Cole (1981 ER5)",Cole,,4.263,,,,,
"  5636 Jacobson (1985 QN)",Jacobson,,7.843,,,,,
"  5637 Gyas (1988 RF1)",Gyas,,28.168,,,,,
"  5638 Deikoon (1988 TA3)",Deikoon,,41.455,,,,,
"  5639 Cuk (1989 PE)",Cuk,,3.427,,,,,
"  5640 Yoshino (1989 UR3)",Yoshino,,5.793,,,,,
"  5641 McCleese (1990 DJ)",McCleese,,5.68,,,,A,
"  5642 Bobbywilliams (1990 OK1)",Bobbywilliams,,,,,,,
"  5643 Roques (1990 QC2)",Roques,,,,,,,
"  5644 Maureenbell (1990 QG2)",Maureenbell,,15.926,,,,,
"  5645 (1990 SP)",,,1.668,,,,,
"  5646 (1990 TR)",,,4.3,,,,U,
"  5647 (1990 TZ)",,,8.610,,,,S,
"  5648 (1990 VU1)",,,59.295,,,,,
"  5649 Donnashirley (1990 WZ2)",Donnashirley,,2.600,,,,S,
"  5650 Mochihito-o (1990 XK)",Mochihito-o,,11.395,,,,,
"  5651 Traversa (1991 CA2)",Traversa,,26.88,,,,,
"  5652 Amphimachus (1992 HS3)",Amphimachus,,53.921,,,,,
"  5653 Camarillo (1992 WD5)",Camarillo,,1.537,,,,,
"  5654 Terni (1993 KG)",Terni,,18.720,,,,,
"  5655 Barney (1159 T-2)",Barney,,6.599,,,,,
"  5656 Oldfield (A920 TA)",Oldfield,,7.691,,,,,
"  5657 Groombridge (1936 QE1)",Groombridge,,7.370,,,,,
"  5658 Clausbaader (1950 DO)",Clausbaader,,12.424,,,,,
"  5659 Vergara (1968 OA1)",Vergara,,,,,,,
"  5660 (1974 MA)",,,,,,,Q,
"  5661 Hildebrand (1977 PO1)",Hildebrand,,34.37,,,,,
"  5662 Wendycalvin (1981 EL4)",Wendycalvin,,,,,,,
"  5663 McKeegan (1981 EQ12)",McKeegan,,5.487,,,,,
"  5664 Eugster (1981 EX43)",Eugster,,,,,,,
"  5665 Begemann (1982 BD13)",Begemann,,3.606,,,,,
"  5666 Rabelais (1982 TP1)",Rabelais,,12.345,,,,,
"  5667 Nakhimovskaya (1983 QH1)",Nakhimovskaya,,4.345,,,,,
"  5668 Foucault (1984 FU)",Foucault,,5.052,,,,,
"  5669 (1985 CC2)",,,6.016,,,,,
"  5670 Rosstaylor (1985 VF2)",Rosstaylor,,29.619,,,,,
"  5671 Chanal (1985 XR)",Chanal,,8.159,,,,,
"  5672 Libby (1986 EE2)",Libby,,6.602,,,,,
"  5673 McAllister (1986 RT2)",McAllister,,5.278,,,,,
"  5674 Wolff (1986 RW2)",Wolff,,6.039,,,,,
"  5675 Evgenilebedev (1986 RY5)",Evgenilebedev,,4.148,,,,,
"  5676 Voltaire (1986 RH12)",Voltaire,,10.433,,,,,
"  5677 Aberdonia (1987 SQ1)",Aberdonia,,8.798,,,,,
"  5678 DuBridge (1989 TS)",DuBridge,,5.945,,,,C,
"  5679 Akkado (1989 VR)",Akkado,,6.323,,,,,
"  5680 Nasmyth (1989 YZ1)",Nasmyth,,,,,,,
"  5681 Bakulev (1990 RS17)",Bakulev,,,,,,,
"  5682 Beresford (1990 TB)",Beresford,,4.125,,,,,
"  5683 Bifukumonin (1990 UD)",Bifukumonin,,4.281,,,,,
"  5684 Kogo (1990 UB2)",Kogo,,,,,,,
"  5685 Sanenobufukui (1990 XA)",Sanenobufukui,,12.993,,,,S,
"  5686 Chiyonoura (1990 YQ)",Chiyonoura,,3.890,,,,,
"  5687 Yamamotoshinobu (1991 AB1)",Yamamotoshinobu,,14.132,,,,,
"  5688 Kleewyck (1991 AD2)",Kleewyck,,8.091,,,,,
"  5689 Rhon (1991 RZ2)",Rhon,,8.651,,,,,
"  5690 (1992 EU)",,,5.791,,,,B,
"  5691 Fredwatson (1992 FD)",Fredwatson,,5.517,,,,,
"  5692 Shirao (1992 FR)",Shirao,,9.548,,,,,
"  5693 (1993 EA)",,,,,,,,
"  5694 Berenyi (3051 P-L)",Berenyi,,6.311,,,,,
"  5695 Remillieux (4577 P-L)",Remillieux,,7.087,,,,,
"  5696 Ibsen (4582 P-L)",Ibsen,,10.373,,,,,
"  5697 Arrhenius (6766 P-L)",Arrhenius,,16.501,,,,,
"  5698 Nolde (4121 T-1)",Nolde,,16.690,,,,,
"  5699 Munch (2141 T-3)",Munch,,4.292,,,,,
"  5700 Homerus (5166 T-3)",Homerus,,6.063,,,,,
"  5701 Baltuck (1929 VS)",Baltuck,,8.605,,,,,
"  5702 Morando (1931 FC)",Morando,,5.133,,,,,
"  5703 Hevelius (1931 VS)",Hevelius,,5.859,,,,,
"  5704 Schumacher (1950 DE)",Schumacher,,23.597,,,,,
"  5705 Ericsterken (1965 UA)",Ericsterken,,4.508,,,,,
"  5706 Finkelstein (1971 SS1)",Finkelstein,,14.446,,,,,
"  5707 Shevchenko (1976 GY3)",Shevchenko,,,,,,,
"  5708 Melancholia (1977 TC1)",Melancholia,,,,,,,
"  5709 Tamyeunleung (1977 TS3)",Tamyeunleung,,18.36,,,,,
"  5710 Silentium (1977 UP)",Silentium,,,,,,,
"  5711 Eneev (1978 SO4)",Eneev,,38.81,,,,,
"  5712 Funke (1979 SR)",Funke,,7.202,,,,,
"  5713 (1982 FF3)",,,3.942,,,,,
"  5714 Krasinsky (1982 PR)",Krasinsky,,19.916,,,,,
"  5715 Kramer (1982 SE1)",Kramer,,16.106,,,,,
"  5716 Pickard (1982 UH)",Pickard,,9.109,,,,,
"  5717 Damir (1982 UM6)",Damir,,,,,,,
"  5718 (1983 PB)",,,,,,,,
"  5719 Krizik (1983 RX)",Krizik,,,,,,,
"  5720 Halweaver (1984 FN)",Halweaver,,3.881,,,,,
"  5721 (1984 SO5)",,,8.479,,,,,
"  5722 Johnscherrer (1986 JS)",Johnscherrer,,4.040,,,,,
"  5723 Hudson (1986 RR2)",Hudson,,2.882,,,,,
"  5724 (1986 WE)",,,5.692,,,,,
"  5725 Nordlingen (1988 BK2)",Nordlingen,,7.619,,,,,
"  5726 Rubin (1988 BN2)",Rubin,,5.233,,,,,
"  5727 (1988 BB4)",,,4.228,,,,,
"  5728 (1988 BJ4)",,,4.505,,,,,
"  5729 (1988 TA1)",,,13.077,,,,,
"  5730 Yonosuke (1988 TP1)",Yonosuke,,8.225,,,,,
"  5731 Zeus (1988 VP4)",Zeus,,5.231,,,,,
"  5732 (1988 WC)",,,,,,,S,
"  5733 (1989 AQ)",,,20.670,,,,,
"  5734 Noguchi (1989 AL1)",Noguchi,,3.720,,,,,
"  5735 Loripaul (1989 LM)",Loripaul,,4.047,,,,,
"  5736 Sanford (1989 LW)",Sanford,,5.060,,,,,
"  5737 Itoh (1989 SK)",Itoh,,5.390,,,,,
"  5738 Billpickering (1989 UY3)",Billpickering,,,,,,,
"  5739 Robertburns (1989 WK2)",Robertburns,,5.702,,,,,
"  5740 Toutoumi (1989 WM3)",Toutoumi,,8.856,,,,,
"  5741 Akanemaruta (1989 XC)",Akanemaruta,,8.543,,,,,
"  5742 (1990 TN4)",,,12.773,,,,,
"  5743 Kato (1990 UW)",Kato,,5.302,,,,,
"  5744 Yorimasa (1990 XP)",Yorimasa,,3.982,,,,,
"  5745 (1991 AN)",,,,,,,,
"  5746 (1991 CK)",,,,,,,,
"  5747 (1991 CO3)",,,9.283,,,,,
"  5748 Davebrin (1991 DX)",Davebrin,,,,,,,
"  5749 (1991 FV)",,,12.751,,,,,
"  5750 Kandatai (1991 GG1)",Kandatai,,13.040,,,,,
"  5751 Zao (1992 AC)",Zao,,2.3,,,,X,
"  5752 (1992 CJ)",,,4.604,,,,,
"  5753 Yoshidatadahiko (1992 EM)",Yoshidatadahiko,,5.777,,,,,
"  5754 (1992 FR2)",,,6.337,,,,,
"  5755 (1992 OP7)",,,15.247,,,,,
"  5756 Wassenbergh (6034 P-L)",Wassenbergh,,3.930,,,,,
"  5757 Ticha (1967 JN)",Ticha,,20.878,,,,,
"  5758 Brunini (1976 QZ1)",Brunini,,4.379,,,,,
"  5759 Zoshchenko (1980 BJ4)",Zoshchenko,,6.997,,,,,
"  5760 Mittlefehldt (1981 EX13)",Mittlefehldt,,10.551,,,,,
"  5761 Andreivanov (1981 ED21)",Andreivanov,,,,,,,
"  5762 Wanke (1981 EG28)",Wanke,,3.991,,,,,
"  5763 (1982 MA)",,,,,,,,
"  5764 (1985 CS1)",,,5.212,,,,,
"  5765 Izett (1986 GU)",Izett,,8.985,,,,,
"  5766 (1986 QR3)",,,4.812,,,,,
"  5767 Moldun (1986 RV2)",Moldun,,4.103,,,,,
"  5768 Pittich (1986 TN1)",Pittich,,9.978,,,,,
"  5769 Michard (1987 PL)",Michard,,12.061,,,,,
"  5770 (1987 RY)",,,14.302,,,,,
"  5771 Somerville (1987 ST1)",Somerville,,28.306,,,,,
"  5772 Johnlambert (1988 LB)",Johnlambert,,,,,,,
"  5773 (1989 NO)",,,4.583,,,,,
"  5774 Ratliff (1989 NR)",Ratliff,,,,,,,
"  5775 Inuyama (1989 SP)",Inuyama,,7.385,,,,,
"  5776 (1989 UT2)",,,,,,,,
"  5777 Hanaki (1989 XF)",Hanaki,,,,,,,
"  5778 Jurafrance (1989 YF5)",Jurafrance,,10.206,,,,,
"  5779 Schupmann (1990 BC1)",Schupmann,,11.435,,,,,
"  5780 Lafontaine (1990 EJ2)",Lafontaine,,22.593,,,,,
"  5781 Barkhatova (1990 SM28)",Barkhatova,,5.599,,,,,
"  5782 Akirafujiwara (1991 AF)",Akirafujiwara,,4.718,,,,,
"  5783 Kumagaya (1991 CO)",Kumagaya,,,,,,,
"  5784 Yoron (1991 CY)",Yoron,,6.799,,,,,
"  5785 Fulton (1991 FU)",Fulton,,,,,,,
"  5786 Talos (1991 RC)",Talos,,,,,,,
"  5787 (1992 FA1)",,,,,,,,
"  5788 (1992 NJ)",,,17.748,,,,,
"  5789 Sellin (4018 P-L)",Sellin,,,,,,,
"  5790 Nagasaki (9540 P-L)",Nagasaki,,,,,,,
"  5791 Comello (4053 T-2)",Comello,,7.557,,,,,
"  5792 Unstrut (1964 BF)",Unstrut,,13.200,,,,,
"  5793 Ringuelet (1975 TK6)",Ringuelet,,8.068,,,,,
"  5794 Irmina (1976 SW3)",Irmina,,11.769,,,,,
"  5795 Roshchina (1978 SH1)",Roshchina,,4.924,,,,,
"  5796 Klemm (1978 VK5)",Klemm,,5.659,,,,,
"  5797 Bivoj (1980 AA)",Bivoj,,0.4,,,,,
"  5798 Burnett (1980 RL7)",Burnett,,8.644,,,,,
"  5799 Brewington (1980 TG4)",Brewington,,5.394,,,,,
"  5800 Pollock (1982 UV1)",Pollock,,10.779,,,,,
"  5801 Vasarely (1984 BK)",Vasarely,,12.510,,,,,
"  5802 Casteldelpiano (1984 HL1)",Casteldelpiano,,,,,,,
"  5803 Otzi (1984 OA)",Otzi,,15.614,,,,,
"  5804 Bambinidipraga (1985 RL1)",Bambinidipraga,,6.044,,,,,
"  5805 Glasgow (1985 YH)",Glasgow,,,,,,,
"  5806 Archieroy (1986 AG1)",Archieroy,,6.785,,,,,
