06041,2816,599752,255439,42659,61681,303790,219653,266233,606311,1408,433682,238944,136321,223658,538110,970146,97809,6282741,211494,1070387
30069,503
21149,3561,5412,937,885,229,256,2785,3581,4061,5076,42587,3250,504
31161,1301,783,6183,3936,5271,1163,4312,71,25257,802,850
26129,5481,20451,6013,2557,10784,1519,2819,754,5751,1653,10615,37994,45637,974,170986,4925,3325
47107,25456,12298,6745,1633,20406,21975,5311,367,23142,2835,307635,8335,50163,75926,1154,587387,10349,6849
05065,4110,914,5694,432,979,3298,13891,613,8417,8613,997,57961,1175,702
38069,4490,8147,1833,1836,1024,258,2631,1411,7427,428,55243,561,1684
41027,111,10874,25410,6977,27657,4258,7535,4871,15838,2963,67558,8451,39352,64953,9535,323510,1384,21724
53059,714,2044,46660,12116,513,582,489,3837,124,14058,3396,3421,400,578,4182
51097,2316,658,1058,573,2722,2911,1609,800,618,18098,653,218
17193,37,7481,11865,8187,29803,3693,1174,4117,16023,2304,12386,8451,12888,272,131126,4914,2342
18103,16165,17242,15695,9608,1341,1403,193,14139,1040,77422,8568,20387,42350,1389,235218,229,4981
13239,159,5832,970,513
40029,859,5417,2483,722,25058,2680,4394,3735,544,356
48205,1814,5398,4007,64,388,3680,9501,661,4223,668,46585,3044,11692
35023,225,142,6350,800,2322,4785,3541,21219,57,849
25001,1988,166864,79368,26128,93256,367967,126958,142853,53428,4313,283642,63304,139656,51319,488152,773787,68565,3292880,46516,310901
45009,3439,1071,872,2287,794,291,2130,776,83,35470,1860,10077,14888,81,92694,9728,1847
55029,15980,8024,2664,5134,45829,10132,3859,93,28106,5879,103735,16373,46584,58781,10388,374346,1798,10499
26031,9850,7379,5092,21329,2770,1213,18762,26716,2681,10536,30305,3266,154501,7484,4240
35033,114,562,2903,227,191,1309,7897,285
47009,108263,90584,83531,85707,46331,67405,13626,603,76235,14381,350763,79397,160591,275847,3809,1909337,23083,426695
21173,12708,9260,4753,14075,27524,1778,17032,42332,938,162516,35430,561,341441,4901,5155
56025,263,56054,175932,15373,102808,245997,71112,47808,46841,21420,653,179073,80506,92505,10542,149539,295754,8571,1699908,3456,95701
06061,1141,712075,316906,127721,864,428658,193616,226548,277144,2202,667656,183856,225715,387850,722600,1357097,60628,7613020,66060,1555424
38085,27871,1011,478
40021,12397,20656,5092,428,788,14335,8110,6521,4221,14269,119404,3533,3153,10495,38151,7053,276454,4491,3318
16011,12795,41430,13054,8008,3296,2568,3816,31427,1734,95522,9297,30021,73668,350990,3670,6545
