CountyId,AccommodationFood,AdministrativeSupportWaste,AgricultureForestryFishingHunting,AllSectors,ArtsEntertainmentRecreation,BDG25,Construction,Education,FinanceInsurance,GDPPerCapita,HealthcareSocialAssistance,Income,IndustriesNotClassified,Information,Management,Manufacturing,MiningQuarryingOilGas,OtherServices,PopulationDensity,Poverty,ProfessionalScientificTechnical,RealEstate,RetailTrade,SubstanceAbuse,TransportationWarehousing,Unemployment,Utilities,WholesaleTrade 
55127,97278.0,66657.0,381.0,1282732.0,23224.0,11619.0,53703.0,8761.0,32690.0,27130.0,152220.0,58554,11.0,13629.0,16020.0,468298.0,NA,37225.0,168.8,12.4,53911.0,13240.0,129500.0,12.1,35586.0,4.0,NA,78410.0
17015,4263.0,4756.0,NA,123839.0,262.0,1222.0,7918.0,NA,7354.0,27118.0,8272.0,50432,NA,1364.0,NA,50473.0,NA,5080.0,37.5,10.7,1612.0,256.0,10530.0,10.1,3224.0,4.8,NA,15995.0
17073,12321.0,4097.0,8610.0,466241.0,1616.0,5017.0,47664.0,935.0,26075.0,27117.0,54498.0,58983,14.0,7491.0,NA,147545.0,NA,12125.0,62.0,10.7,8677.0,1169.0,46701.0,6.1,26977.0,5.4,4636.0,49095.0
19129,1846.0,3878.0,NA,71816.0,939.0,1631.0,5803.0,NA,5146.0,27101.0,16806.0,62507,NA,1297.0,NA,914.0,NA,1890.0,33.3,10.3,5557.0,1596.0,8077.0,8.1,6227.0,4.0,NA,7750.0
38097,1951.0,NA,3282.0,113629.0,185.0,1067.0,7905.0,NA,8084.0,27098.0,20155.0,54814,NA,309.0,NA,20825.0,NA,2712.0,9.8,9.5,2039.0,143.0,7459.0,8.1,8396.0,2.7,NA,26909.0
42075,45105.0,58247.0,2151.0,1654432.0,9304.0,11167.0,78745.0,28385.0,43230.0,27074.0,380194.0,52829,34.0,23118.0,27679.0,423619.0,NA,48132.0,332.5,11.6,52421.0,10403.0,180176.0,10.1,109514.0,5.1,NA,120584.0
17155,639.0,NA,NA,64549.0,278.0,345.0,9471.0,NA,2156.0,27074.0,NA,60590,NA,NA,NA,21752.0,NA,723.0,38.1,8.8,708.0,NA,2492.0,16.1,4476.0,5.2,NA,3813.0
53057,113539.0,40860.0,19341.0,1724239.0,14112.0,13105.0,195510.0,9139.0,79826.0,27065.0,343309.0,56891,245.0,21142.0,1309.0,370709.0,2118.0,49775.0,59.3,14.9,88114.0,14803.0,210231.0,20.1,64088.0,6.7,NA,68609.0
55047,5654.0,2627.0,NA,230559.0,1013.0,1535.0,20696.0,NA,12866.0,25275.0,50812.0,49493,NA,3025.0,NA,59546.0,4086.0,8092.0,53.9,12.2,2352.0,809.0,23669.0,10.1,12912.0,3.9,NA,4455.0
18029,53865.0,16169.0,73.0,445125.0,6192.0,4472.0,17680.0,NA,15098.0,27058.0,102033.0,64093,NA,5580.0,NA,89341.0,NA,11547.0,151.1,8.9,8416.0,2956.0,53647.0,18.1,15279.0,4.7,19609.0,15102.0
40147,25575.0,30779.0,NA,997303.0,8548.0,6528.0,24753.0,9930.0,39674.0,27053.0,110585.0,52056,NA,8102.0,NA,48211.0,7218.0,28491.0,117.5,13.5,113610.0,5814.0,61433.0,16.1,72738.0,5.0,5786.0,19323.0
17049,32505.0,20668.0,997.0,922874.0,4956.0,3408.0,50933.0,242.0,20893.0,27051.0,114599.0,53077,NA,6163.0,NA,126682.0,NA,43026.0,71.6,9.8,15003.0,10186.0,72786.0,10.1,29961.0,4.5,NA,51935.0
47105,20747.0,52122.0,NA,469031.0,3992.0,5779.0,19655.0,794.0,16168.0,27045.0,49838.0,52787,107.0,3528.0,NA,144639.0,NA,11945.0,170.8,13.5,19929.0,2909.0,48894.0,24.1,38408.0,4.8,NA,29719.0
55085,24872.0,11139.0,776.0,502685.0,4730.0,4187.0,54117.0,382.0,19600.0,27041.0,127219.0,50297,50.0,12291.0,3147.0,71201.0,NA,15634.0,32.7,9.5,14416.0,4857.0,93069.0,12.1,12415.0,4.3,NA,25058.0
21211,20406.0,74124.0,1168.0,566513.0,1880.0,4225.0,26336.0,1101.0,15073.0,27039.0,49423.0,60189,NA,5282.0,NA,185824.0,NA,20248.0,86.8,11.5,11568.0,6115.0,54219.0,6.1,55592.0,3.3,13486.0,21886.0
19019,3908.0,12762.0,NA,197045.0,708.0,1828.0,15128.0,345.0,12673.0,27038.0,47695.0,55848,NA,1586.0,NA,45682.0,NA,3790.0,36.9,10.3,3068.0,906.0,25272.0,6.1,5355.0,4.6,NA,16744.0
48149,13487.0,1149.0,381.0,243186.0,1267.0,2055.0,12566.0,2067.0,13663.0,27032.0,38202.0,53173,NA,3984.0,1286.0,43136.0,15116.0,9796.0,23.0,12.0,8176.0,3753.0,36733.0,12.1,9343.0,4.1,NA,26243.0
39045,78178.0,74288.0,284.0,1170411.0,9752.0,17400.0,87690.0,9496.0,35936.0,27031.0,287310.0,61450,54.0,14251.0,1992.0,207803.0,3282.0,48670.0,243.0,9.1,38435.0,15035.0,160880.0,10.1,27180.0,3.9,21289.0,48606.0
38035,63445.0,49409.0,607.0,1306292.0,10599.0,8481.0,156668.0,4398.0,58519.0,27026.0,338281.0,52022,29.0,23162.0,10440.0,96445.0,NA,30326.0,46.0,14.3,95859.0,23123.0,160133.0,6.1,60262.0,2.3,29766.0,80483.0
20103,23402.0,22095.0,896.0,502977.0,1698.0,8598.0,49190.0,13139.0,36472.0,27017.0,120584.0,61465,NA,4384.0,3270.0,48775.0,273.0,21765.0,148.3,10.7,84151.0,8082.0,46557.0,12.1,9465.0,4.5,4030.0,4749.0
46079,4280.0,4123.0,69.0,127726.0,602.0,1943.0,6240.0,NA,6984.0,27015.0,21197.0,55300,NA,1297.0,NA,29300.0,NA,3683.0,20.0,10.1,8744.0,412.0,13101.0,2.1,1745.0,3.0,NA,15174.0
12009,343625.0,424111.0,451.0,7287801.0,77966.0,68348.0,385189.0,146565.0,267701.0,27009.0,1297355.0,50352,465.0,173155.0,180961.0,1468980.0,706.0,190784.0,467.7,13.4,1036725.0,86079.0,741059.0,30.0,221343.0,5.2,34353.0,210228.0
46103,124892.0,61963.0,496.0,1805353.0,23966.0,13169.0,170843.0,26629.0,162559.0,27000.0,432291.0,52217,37.0,40170.0,40130.0,103164.0,18144.0,60493.0,31.9,12.2,84461.0,20877.0,242608.0,10.1,39141.0,2.6,53584.0,98905.0
51079,4760.0,5680.0,NA,75088.0,580.0,2043.0,8944.0,NA,1892.0,26998.0,6065.0,60406,NA,462.0,NA,2318.0,NA,3203.0,97.4,9.3,7440.0,647.0,21198.0,12.1,3012.0,3.2,NA,2679.0
06043,34268.0,466.0,NA,99705.0,2059.0,1889.0,5559.0,3224.0,1081.0,26988.0,17767.0,44595,NA,1732.0,5526.0,3965.0,NA,1536.0,11.8,15.2,1711.0,2587.0,12087.0,22.1,NA,5.4,NA,372.0
48503,6950.0,3547.0,NA,230466.0,137.0,1458.0,23323.0,NA,11649.0,26979.0,37369.0,49079,NA,3779.0,2358.0,50196.0,33343.0,6646.0,19.5,15.0,6272.0,2997.0,20501.0,26.1,5431.0,4.8,7025.0,8844.0
31169,499.0,NA,529.0,75880.0,NA,560.0,3339.0,NA,5354.0,26965.0,13092.0,48947,NA,353.0,NA,NA,NA,2018.0,10.5,10.2,902.0,NA,3751.0,8.1,1275.0,2.8,NA,12607.0
48243,1748.0,NA,NA,10191.0,NA,333.0,690.0,NA,1694.0,26958.0,3176.0,47654,NA,NA,NA,NA,NA,487.0,1.0,13.3,652.0,474.0,876.0,12.1,NA,2.9,NA,NA
51109,6476.0,5277.0,593.0,311072.0,1124.0,3152.0,21641.0,90.0,3030.0,26956.0,10121.0,57015,NA,375.0,NA,61126.0,NA,8959.0,51.5,10.6,5402.0,5829.0,26381.0,10.1,NA,3.7,NA,8377.0
55139,79257.0,158603.0,264.0,4159634.0,14424.0,21202.0,236679.0,10016.0,201479.0,26955.0,555623.0,52725,NA,38465.0,731833.0,1365813.0,NA,94788.0,357.4,11.3,151220.0,23604.0,202746.0,12.1,162431.0,3.7,NA,124641.0
53023,NA,NA,NA,10656.0,NA,324.0,46.0,NA,397.0,26954.0,3982.0,47087,NA,NA,NA,NA,NA,148.0,3.4,15.2,147.0,NA,1020.0,28.1,NA,5.3,NA,3841.0
48007,19165.0,2571.0,NA,124119.0,2500.0,2231.0,15586.0,NA,10329.0,26953.0,15148.0,41560,NA,1639.0,NA,1223.0,1002.0,6862.0,89.3,18.2,5716.0,2671.0,32364.0,26.1,2117.0,5.9,NA,1437.0
26029,24727.0,14757.0,NA,327536.0,5963.0,3188.0,22380.0,540.0,10632.0,26947.0,59020.0,48267,NA,1009.0,3617.0,118907.0,NA,9302.0,62.6,11.6,7789.0,5984.0,23684.0,12.1,2178.0,3.7,14401.0,1691.0
21037,64574.0,32386.0,NA,838219.0,12478.0,11142.0,76004.0,4554.0,25885.0,26945.0,124757.0,51694,NA,15454.0,66437.0,116833.0,NA,39914.0,584.7,14.4,53406.0,27094.0,96324.0,30.0,18802.0,3.5,NA,61023.0
19071,1921.0,1399.0,NA,67603.0,NA,788.0,620.0,NA,3125.0,26930.0,10075.0,55421,NA,621.0,NA,25118.0,NA,518.0,15.7,12.1,1646.0,NA,13946.0,14.1,1811.0,4.1,NA,6715.0
27069,598.0,NA,NA,42574.0,95.0,538.0,1082.0,NA,2761.0,26927.0,10361.0,55545,NA,NA,NA,8583.0,NA,1106.0,4.8,10.2,1394.0,NA,6467.0,4.1,1193.0,4.2,NA,4567.0
35043,60301.0,103929.0,NA,869753.0,30268.0,15152.0,67342.0,6041.0,38317.0,26924.0,153991.0,62833,NA,27935.0,961.0,166649.0,1530.0,26641.0,24.2,11.2,42158.0,13828.0,85020.0,20.1,10969.0,7.1,8371.0,25345.0
17013,1307.0,NA,NA,12507.0,NA,367.0,952.0,NA,1771.0,26924.0,2445.0,51109,NA,NA,NA,448.0,NA,785.0,20.0,11.6,313.0,NA,2361.0,12.1,634.0,5.7,NA,449.0
40027,175540.0,259450.0,143.0,2539082.0,43396.0,31962.0,273029.0,19870.0,121197.0,26920.0,510108.0,59417,96.0,88352.0,88751.0,166769.0,21818.0,79096.0,388.0,11.5,164733.0,63589.0,317534.0,16.1,40981.0,4.0,18283.0,86347.0
20123,1767.0,163.0,NA,81644.0,855.0,779.0,7056.0,NA,6578.0,26911.0,18122.0,48310,NA,2814.0,NA,12766.0,NA,2754.0,9.9,10.5,1617.0,408.0,10908.0,8.1,3861.0,3.1,NA,8763.0
22053,8441.0,12615.0,2031.0,246278.0,422.0,2010.0,17541.0,NA,12303.0,21132.0,56023.0,43677,NA,1459.0,3502.0,22643.0,7494.0,6307.0,48.2,20.3,16719.0,14810.0,32680.0,18.1,9138.0,6.7,3421.0,17841.0
01073,497500.0,702283.0,4247.0,16001552.0,93446.0,82971.0,1075284.0,218827.0,2048233.0,26906.0,3132142.0,48415,700.0,578383.0,825674.0,1388651.0,129230.0,606820.0,595.0,18.0,1055468.0,323085.0,1059155.0,16.1,524891.0,5.5,NA,1096876.0
20193,6053.0,1150.0,NA,96868.0,NA,929.0,8752.0,NA,6648.0,26903.0,16971.0,50574,NA,3790.0,NA,2901.0,NA,3880.0,7.6,10.9,2196.0,1039.0,16670.0,12.1,4472.0,3.2,NA,18333.0
28121,79880.0,67794.0,5617.0,2010802.0,6717.0,18539.0,214936.0,17749.0,149635.0,26897.0,330202.0,58426,NA,18385.0,34531.0,193879.0,16605.0,66614.0,148.9,9.7,67786.0,32914.0,233998.0,12.1,182856.0,3.8,15903.0,274794.0
20153,233.0,NA,NA,22573.0,NA,355.0,1740.0,NA,1204.0,26897.0,5246.0,47448,NA,331.0,NA,1352.0,NA,599.0,2.8,11.7,290.0,NA,1797.0,2.1,NA,2.6,NA,8472.0
29019,140446.0,84479.0,1086.0,2812613.0,16445.0,26727.0,157300.0,50387.0,494377.0,26895.0,755913.0,50865,292.0,74283.0,40288.0,188633.0,NA,80890.0,197.6,17.7,193279.0,40697.0,321572.0,14.1,56137.0,4.1,13227.0,101769.0
45063,156496.0,240579.0,3709.0,3635459.0,12442.0,34789.0,241889.0,17222.0,167254.0,26886.0,482472.0,55413,310.0,51344.0,80940.0,479896.0,8143.0,149197.0,308.9,13.2,169308.0,51440.0,399032.0,14.1,332035.0,4.5,178397.0,413354.0
27067,21283.0,23152.0,1947.0,682536.0,2548.0,4324.0,68639.0,NA,32665.0,26880.0,181210.0,52597,NA,10178.0,13497.0,114097.0,NA,22510.0,51.8,10.9,27059.0,3026.0,75852.0,6.1,13920.0,3.5,4313.0,64433.0
48209,136142.0,59761.0,234.0,1662989.0,10697.0,26030.0,197469.0,19242.0,42235.0,26873.0,283764.0,61121,42.0,38052.0,34779.0,208506.0,6353.0,58442.0,144.0,13.6,94032.0,39839.0,256388.0,10.1,78457.0,3.7,11576.0,86979.0
12113,58475.0,57625.0,3240.0,842197.0,6791.0,19742.0,73781.0,6855.0,51849.0,26861.0,165226.0,59289,NA,23471.0,1596.0,25319.0,NA,28232.0,115.8,12.3,125643.0,12153.0,127018.0,20.1,29026.0,4.6,16435.0,23586.0
31137,3526.0,1295.0,2308.0,141888.0,1048.0,1070.0,13464.0,NA,6134.0,26856.0,28071.0,55566,NA,514.0,NA,NA,NA,4940.0,18.1,10.4,4073.0,115.0,10392.0,8.1,4381.0,2.8,NA,19439.0
17175,249.0,267.0,31.0,38215.0,80.0,551.0,4529.0,NA,3225.0,26843.0,2500.0,50083,NA,NA,NA,11159.0,NA,247.0,22.0,12.7,2096.0,NA,6426.0,8.1,2550.0,6.7,NA,3452.0
20179,431.0,NA,NA,24754.0,NA,287.0,2222.0,NA,2628.0,26841.0,NA,51221,NA,NA,NA,NA,NA,589.0,3.1,10.9,506.0,NA,1747.0,2.1,1955.0,2.9,NA,8095.0
37019,61606.0,34681.0,2469.0,862698.0,29498.0,14935.0,70464.0,9410.0,31660.0,26839.0,136380.0,48831,76.0,17521.0,1634.0,71613.0,NA,22864.0,85.6,14.3,28047.0,22973.0,125137.0,26.1,21921.0,5.7,NA,32887.0
27089,1221.0,313.0,586.0,73397.0,81.0,956.0,16034.0,NA,6045.0,26834.0,8244.0,55889,NA,1047.0,NA,13289.0,NA,1740.0,5.7,8.3,2303.0,NA,7913.0,8.1,828.0,5.6,NA,11799.0
48065,852.0,NA,NA,26159.0,263.0,628.0,6521.0,NA,1119.0,26827.0,NA,61083,NA,NA,NA,1224.0,82.0,1423.0,7.1,8.5,877.0,NA,3288.0,18.1,3892.0,3.5,NA,2599.0
27085,14207.0,13900.0,NA,680848.0,2939.0,3184.0,24842.0,12185.0,19469.0,26824.0,107901.0,60549,NA,4029.0,NA,342092.0,NA,14701.0,70.9,8.6,17374.0,2557.0,49695.0,8.1,16261.0,4.1,NA,34501.0
48011,NA,NA,NA,8629.0,NA,221.0,4689.0,NA,404.0,26823.0,1445.0,55198,NA,NA,NA,NA,NA,369.0,2.4,10.4,NA,NA,575.0,2.1,NA,3.5,NA,92.0
48113,2563666.0,5425263.0,27531.0,85148664.0,711759.0,293253.0,4363737.0,1151783.0,9596240.0,26816.0,8176587.0,51824,3538.0,5080636.0,8701418.0,5996555.0,671995.0,1861824.0,2522.6,17.9,11628233.0,2471309.0,3865165.0,14.1,6176583.0,4.2,609444.0,6065398.0
35001,582285.0,423677.0,1257.0,10939443.0,97359.0,80594.0,773596.0,116329.0,649908.0,26814.0,2323300.0,47870,367.0,326924.0,285614.0,596323.0,15226.0,307598.0,477.4,19.0,NA,154310.0,1011410.0,30.0,266796.0,6.2,NA,608680.0
39017,207992.0,269511.0,466.0,5608053.0,21429.0,43568.0,334051.0,30636.0,642236.0,26813.0,684328.0,58954,222.0,99926.0,207748.0,1024912.0,5031.0,157011.0,712.2,14.4,207890.0,59099.0,495265.0,20.1,368827.0,4.2,21655.0,769818.0
20183,859.0,255.0,NA,22142.0,NA,357.0,705.0,NA,2440.0,26811.0,7261.0,43872,NA,NA,NA,983.0,NA,798.0,5.1,12.2,343.0,NA,3216.0,10.1,264.0,3.7,NA,4337.0
56027,1282.0,68.0,NA,12074.0,NA,325.0,841.0,NA,860.0,26797.0,2061.0,46693,NA,NA,NA,NA,NA,1000.0,0.9,13.3,303.0,115.0,2363.0,14.1,628.0,3.3,NA,NA
48031,4622.0,1359.0,NA,78915.0,90.0,1554.0,14752.0,353.0,4148.0,26781.0,4735.0,53449,NA,1053.0,NA,8827.0,NA,2457.0,11.8,10.9,4591.0,432.0,5053.0,14.1,6290.0,3.3,NA,563.0
31093,596.0,392.0,1774.0,31150.0,NA,662.0,1637.0,NA,3555.0,26770.0,11339.0,52464,NA,279.0,NA,526.0,NA,996.0,11.5,10.4,1347.0,NA,4493.0,10.1,1167.0,2.9,NA,2310.0
27081,658.0,630.0,NA,46549.0,NA,655.0,3260.0,NA,1840.0,26767.0,15102.0,52164,NA,NA,NA,953.0,NA,2270.0,12.0,9.3,1450.0,195.0,5589.0,14.1,2756.0,3.2,NA,4285.0
01003,209140.0,74278.0,1035.0,1887256.0,18722.0,26388.0,140518.0,50519.0,82803.0,26766.0,308177.0,52387,164.0,28386.0,26664.0,193909.0,4762.0,79332.0,88.0,12.9,96290.0,64737.0,338042.0,20.1,40001.0,4.9,17283.0,112494.0
19105,3402.0,1702.0,NA,152516.0,2639.0,1800.0,19002.0,1220.0,9322.0,26762.0,25789.0,55789,NA,1763.0,NA,32635.0,NA,3769.0,35.1,11.1,5612.0,328.0,24164.0,6.1,3003.0,4.4,NA,9621.0
13077,58663.0,55199.0,308.0,1134754.0,9985.0,15794.0,49778.0,17391.0,33717.0,26757.0,268917.0,67268,32.0,25245.0,9476.0,226211.0,NA,33917.0,201.6,10.9,35750.0,15303.0,148039.0,12.1,45520.0,4.9,28646.0,71410.0
26099,446354.0,711992.0,279.0,13946343.0,43114.0,90181.0,856097.0,66433.0,356417.0,26748.0,1759957.0,54939,2288.0,184659.0,279711.0,4307055.0,1965.0,319664.0,1640.5,11.7,2226531.0,128784.0,1128034.0,22.1,293669.0,5.9,43506.0,789834.0
19091,2164.0,1403.0,5048.0,129884.0,NA,912.0,10338.0,NA,4518.0,26746.0,12804.0,52702,NA,961.0,NA,45213.0,NA,2887.0,23.9,10.8,2923.0,371.0,10566.0,8.1,6595.0,3.2,NA,17358.0
06067,876302.0,1299578.0,8529.0,23340027.0,258796.0,184008.0,1641959.0,343381.0,1978984.0,26739.0,5376574.0,58735,2891.0,978430.0,400960.0,1160361.0,11323.0,802240.0,1267.0,16.9,2649482.0,440082.0,1768291.0,16.1,1012019.0,5.7,230127.0,2099718.0
41003,54917.0,24469.0,22233.0,1090543.0,7316.0,15099.0,36149.0,9674.0,36785.0,26738.0,311403.0,54773,110.0,33438.0,74859.0,134858.0,2047.0,40790.0,115.5,18.3,154407.0,12451.0,90865.0,8.1,13235.0,5.0,NA,24991.0
13127,149935.0,77819.0,2417.0,1074744.0,8430.0,9169.0,42816.0,28465.0,37482.0,26724.0,196425.0,46377,197.0,11569.0,50382.0,143892.0,NA,40167.0,160.0,18.2,45777.0,17701.0,132861.0,14.1,48776.0,5.0,NA,28281.0
42011,180290.0,222138.0,5310.0,7071943.0,39488.0,41967.0,372765.0,71101.0,354858.0,26723.0,1187397.0,56167,70.0,66961.0,389675.0,1679033.0,12252.0,178669.0,435.0,12.6,435053.0,380969.0,546350.0,14.1,320652.0,5.6,147422.0,481490.0
39089,70192.0,68977.0,635.0,1909207.0,9292.0,16844.0,164164.0,50011.0,218251.0,26716.0,283227.0,59119,217.0,20034.0,32417.0,424560.0,4322.0,43065.0,211.9,12.6,126434.0,13444.0,184180.0,14.1,72302.0,4.1,NA,104849.0
31081,2217.0,2552.0,NA,108708.0,513.0,1129.0,4601.0,NA,4990.0,26715.0,10559.0,65103,NA,NA,NA,27341.0,NA,3416.0,17.3,7.3,4294.0,1124.0,7997.0,2.1,8835.0,2.9,NA,21906.0
05007,154690.0,114048.0,741.0,6302405.0,26008.0,30635.0,197872.0,38414.0,170723.0,26715.0,382106.0,60294,210.0,139290.0,NA,408287.0,8348.0,93465.0,181.3,10.8,580136.0,44102.0,316527.0,12.1,583305.0,2.7,22450.0,394755.0
31069,237.0,NA,NA,5472.0,NA,237.0,244.0,NA,1125.0,26715.0,NA,42186,NA,NA,NA,NA,NA,592.0,1.3,14.8,NA,NA,930.0,6.1,NA,3.2,NA,NA
17011,8654.0,5357.0,7083.0,384659.0,996.0,2708.0,26669.0,415.0,15663.0,26705.0,78439.0,51275,NA,1627.0,NA,71795.0,NA,12964.0,40.9,12.6,7215.0,869.0,25556.0,16.1,56348.0,5.8,2354.0,42500.0
17039,5329.0,12136.0,NA,235791.0,1142.0,1597.0,15534.0,NA,5342.0,26704.0,18394.0,54796,NA,661.0,NA,25784.0,NA,3105.0,42.3,11.6,12466.0,423.0,19217.0,18.1,3783.0,5.6,NA,26881.0
08077,109824.0,66698.0,314.0,2056564.0,12662.0,17560.0,200728.0,12670.0,114169.0,26700.0,453586.0,51449,55.0,44582.0,8912.0,116397.0,210513.0,68265.0,34.9,14.1,123449.0,35408.0,230284.0,16.1,107945.0,5.3,13854.0,126249.0
13227,13687.0,3897.0,2274.0,206668.0,356.0,3426.0,10859.0,1302.0,11388.0,26686.0,53371.0,56289,NA,1720.0,1024.0,32235.0,11230.0,13927.0,99.0,12.6,6169.0,1363.0,29585.0,18.1,754.0,4.8,NA,4730.0
27103,9910.0,16856.0,1008.0,496850.0,1529.0,4769.0,12470.0,NA,10453.0,26674.0,99625.0,58839,NA,9179.0,NA,151526.0,NA,18234.0,65.8,10.7,23518.0,5024.0,30097.0,6.1,16673.0,2.9,NA,27674.0
21215,2537.0,1290.0,NA,30483.0,415.0,1522.0,4931.0,NA,2291.0,26666.0,7193.0,68147,NA,618.0,NA,814.0,NA,1888.0,63.3,9.0,2057.0,196.0,5122.0,14.1,628.0,3.5,NA,227.0
27051,306.0,190.0,548.0,51866.0,240.0,622.0,8984.0,NA,3573.0,26665.0,11237.0,50570,NA,NA,NA,3676.0,NA,1401.0,11.5,10.6,1023.0,NA,5851.0,6.1,1031.0,4.1,NA,7326.0
51775,25932.0,21518.0,NA,875444.0,3475.0,2890.0,31880.0,27837.0,26516.0,26661.0,318108.0,47600,NA,6388.0,9003.0,189080.0,NA,21479.0,1696.4,10.2,21530.0,9510.0,48475.0,18.1,17233.0,4.0,NA,97335.0
15007,274101.0,59351.0,NA,1000423.0,30318.0,9184.0,52747.0,5564.0,17268.0,26658.0,173136.0,70122,NA,12910.0,6821.0,8580.0,NA,29576.0,93.9,11.2,59477.0,45175.0,120333.0,10.1,46626.0,3.4,19686.0,37126.0
45045,355971.0,842482.0,976.0,9830868.0,52390.0,65683.0,547671.0,195658.0,596504.0,26643.0,1253338.0,52017,389.0,404003.0,562218.0,1732533.0,NA,268461.0,480.5,13.8,1122403.0,126519.0,693572.0,20.1,291143.0,4.7,35516.0,747550.0
17141,14442.0,25470.0,1745.0,582499.0,1267.0,4618.0,31260.0,NA,22156.0,26635.0,43043.0,57268,57.0,5866.0,NA,158343.0,5472.0,13162.0,67.3,10.4,22083.0,2359.0,33766.0,8.1,51710.0,5.3,NA,37123.0
48383,1654.0,1128.0,NA,89936.0,NA,191.0,5831.0,NA,NA,26633.0,4963.0,65948,NA,NA,NA,NA,39541.0,1529.0,2.8,8.8,488.0,NA,3895.0,22.1,9852.0,7.7,6532.0,7676.0
55049,8373.0,2487.0,1289.0,355217.0,4869.0,2568.0,13295.0,NA,8583.0,26625.0,44339.0,58092,NA,4295.0,NA,45262.0,NA,4412.0,29.9,9.5,5817.0,427.0,160859.0,10.1,20181.0,3.0,NA,18004.0
19011,3103.0,1769.0,NA,157635.0,739.0,2848.0,17537.0,NA,9540.0,26624.0,25835.0,65127,NA,2512.0,NA,34018.0,NA,5262.0,35.3,8.3,2798.0,405.0,18510.0,6.1,8876.0,4.0,NA,19909.0
17131,2066.0,1911.0,NA,70978.0,1106.0,1202.0,6405.0,NA,4651.0,26620.0,10189.0,57934,NA,1502.0,NA,21454.0,NA,2566.0,30.2,10.1,933.0,74.0,7501.0,10.1,1135.0,5.3,NA,8967.0
20143,385.0,236.0,NA,24877.0,NA,630.0,759.0,NA,3005.0,26614.0,6506.0,50302,NA,NA,NA,1466.0,NA,1147.0,8.5,10.0,1220.0,187.0,1715.0,8.1,1030.0,4.5,NA,6835.0
08045,63697.0,49195.0,558.0,924244.0,8342.0,7327.0,167504.0,8505.0,43155.0,26603.0,156111.0,64487,113.0,8627.0,1164.0,11652.0,96042.0,27378.0,14.9,10.3,60555.0,26935.0,108855.0,12.1,34264.0,3.3,25832.0,25760.0
46073,708.0,NA,80.0,46955.0,NA,167.0,612.0,NA,706.0,26590.0,4480.0,49054,NA,NA,NA,NA,NA,398.0,4.3,13.7,166.0,59.0,1068.0,6.1,NA,2.4,NA,7127.0
36095,8829.0,5090.0,136.0,182897.0,2344.0,2476.0,22003.0,NA,19820.0,26584.0,31187.0,50588,NA,3573.0,NA,11066.0,NA,3738.0,50.8,13.7,6546.0,1462.0,25938.0,6.1,27717.0,4.7,NA,7019.0
26045,61806.0,47424.0,616.0,1713934.0,4527.0,12017.0,68017.0,18523.0,281243.0,26582.0,134211.0,56760,106.0,75695.0,6645.0,492065.0,728.0,53102.0,179.8,10.9,49068.0,18228.0,142288.0,10.1,155248.0,3.6,NA,96859.0
36031,53805.0,4317.0,1161.0,361772.0,8913.0,3884.0,39442.0,14164.0,9832.0,26582.0,76250.0,52282,173.0,5437.0,9714.0,49607.0,NA,13842.0,21.6,12.2,8016.0,2421.0,46809.0,8.1,1659.0,4.1,1427.0,7204.0
12019,80542.0,48209.0,2710.0,1277809.0,21011.0,22003.0,87939.0,16873.0,45542.0,26577.0,364963.0,59244,NA,29446.0,15464.0,46299.0,NA,46817.0,234.3,11.6,138596.0,24517.0,207191.0,20.1,39131.0,4.4,NA,39027.0
27015,12613.0,3790.0,828.0,474466.0,1793.0,2671.0,34439.0,12605.0,21304.0,26576.0,82540.0,56330,NA,10123.0,11922.0,153300.0,NA,10247.0,44.1,8.3,19488.0,1785.0,38970.0,6.1,38522.0,3.9,NA,18908.0
19031,2887.0,1551.0,NA,143905.0,650.0,1987.0,11378.0,NA,5220.0,26567.0,15593.0,60120,NA,5114.0,NA,29432.0,NA,3211.0,31.4,7.3,2858.0,475.0,13759.0,10.1,23169.0,3.8,NA,22877.0
40109,647819.0,1024991.0,1115.0,17815157.0,259599.0,96481.0,991212.0,248487.0,1313736.0,26561.0,2853897.0,49750,1125.0,493609.0,1645690.0,1027784.0,1453868.0,496172.0,931.4,16.2,1647475.0,342158.0,1290285.0,22.1,792517.0,4.5,183628.0,1099990.0
45091,115999.0,124586.0,1866.0,2973882.0,23922.0,31730.0,134415.0,18735.0,254000.0,26553.0,342586.0,57302,218.0,90420.0,135086.0,593914.0,1774.0,114754.0,241.2,12.5,136846.0,35150.0,286544.0,14.1,120174.0,5.2,NA,305253.0
56017,3816.0,746.0,NA,56710.0,670.0,462.0,3311.0,NA,1393.0,26544.0,16129.0,46021,NA,NA,NA,1665.0,14583.0,1816.0,2.4,11.9,1765.0,238.0,3667.0,18.1,3617.0,4.3,NA,2336.0
37067,260757.0,383127.0,635.0,7870272.0,136457.0,50026.0,294611.0,766542.0,937704.0,26541.0,1035830.0,47346,467.0,119641.0,1299342.0,813848.0,NA,175601.0,747.2,18.1,440416.0,90887.0,550948.0,14.1,191001.0,4.9,NA,352212.0
24043,86235.0,102965.0,NA,2286781.0,9777.0,12674.0,120444.0,12928.0,335496.0,26532.0,428502.0,55270,192.0,62731.0,22673.0,347814.0,NA,60226.0,288.0,12.0,77784.0,34308.0,248884.0,16.1,206407.0,5.2,NA,112446.0
