CountyId,Total,NaturalResources,Construction,Manufacturing,WholesaleTrade,RetailTrade,TransportationUtilities,Information,Finance,ProfessionalScientific,Education,ArtsEntertainment,OtherServices,Administration 
35021,205,26.829,10.732,2.439,0.488,2.439,5.854,0.488,1.951,6.829,26.341,0.488,2.439,12.683
13043,4168,5.686,7.222,9.645,2.111,16.315,6.598,0.960,3.311,7.774,16.819,13.004,5.278,5.278
13071,18354,13.392,5.339,16.737,2.354,10.886,4.375,0.828,4.778,5.002,21.390,7.181,3.798,3.939
40135,15545,4.117,7.932,12.673,1.377,11.586,5.494,0.952,3.159,4.889,26.227,11.849,4.432,5.314
55109,45882,2.317,6.591,18.229,3.489,11.309,5.614,1.273,6.693,8.507,21.032,6.713,4.390,3.842
48015,13483,5.844,9.946,15.338,3.441,13.194,7.216,1.268,4.821,8.047,17.741,5.696,4.064,3.382
29133,4945,9.323,4.732,11.931,1.962,12.578,6.491,0.364,4.712,4.995,23.964,5.885,5.015,8.049
24037,53945,0.936,7.472,4.514,1.277,9.712,5.457,1.945,3.151,16.472,18.871,7.995,4.803,17.394
48061,148011,2.423,6.685,5.454,2.442,12.917,4.933,1.590,4.508,8.173,31.785,8.557,5.155,5.380
21117,79447,0.473,5.494,12.334,3.716,10.665,6.961,2.094,8.406,10.501,20.819,10.189,3.975,4.373
8009,1702,18.273,10.517,2.350,0.646,7.051,6.052,0.353,3.290,4.935,33.490,3.114,4.818,5.112
29089,4533,5.824,6.420,8.515,1.324,10.832,6.155,1.235,6.023,5.074,29.098,7.831,5.846,5.824
48089,9169,9.303,7.787,9.903,4.439,12.368,7.242,0.742,5.780,4.253,23.994,6.031,4.624,3.534
50019,12168,6.903,10.371,11.086,1.545,10.421,3.879,1.044,4.183,5.079,24.400,9.698,4.249,7.142
18157,86629,0.839,4.680,16.919,1.869,10.723,2.969,1.251,4.236,7.005,33.511,9.642,4.052,2.304
40079,18311,8.558,7.973,12.069,2.419,11.802,6.002,1.267,3.976,5.128,24.379,7.039,4.336,5.052
4021,134182,3.903,6.034,9.651,1.736,11.437,4.647,1.815,7.030,9.764,21.404,9.925,4.071,8.585
13005,4598,9.743,9.113,16.333,1.174,12.440,7.025,2.501,2.958,5.524,24.032,2.392,3.436,3.328
51087,164877,0.264,4.913,5.989,2.430,11.673,4.783,1.977,13.378,11.999,22.463,9.091,4.710,6.331
36019,35522,2.382,5.171,11.669,1.557,13.102,4.577,1.740,2.801,5.354,27.755,9.915,4.209,9.769
2198,2819,17.311,6.456,6.598,0.993,11.671,8.301,0.851,2.767,2.377,23.519,7.130,2.661,9.365
29157,9292,4.606,8.739,23.590,1.205,11.472,4.832,1.162,4.316,4.272,21.890,5.876,4.918,3.121
51021,2504,2.077,5.911,16.693,4.992,13.658,6.789,0.599,5.591,6.350,20.567,7.907,2.236,6.629
37157,38380,1.107,6.965,20.289,2.595,13.278,6.154,0.915,4.377,7.832,20.795,5.568,5.365,4.760
56033,14336,10.247,10.296,2.651,0.523,9.640,5.643,1.744,5.476,8.943,27.469,9.745,3.843,3.781
34003,459612,0.130,5.097,8.292,4.583,11.121,4.900,3.357,9.320,13.597,24.230,7.492,4.868,3.014
22001,24619,14.846,6.012,8.359,2.669,13.421,5.171,1.409,3.189,7.255,21.816,7.588,4.886,3.380
22029,7078,12.080,5.948,4.196,3.193,17.152,4.465,1.300,4.563,5.482,23.693,3.023,5.270,9.635
29047,118111,0.529,5.243,11.228,3.680,11.504,6.117,2.396,7.444,11.382,21.808,9.420,4.500,4.749
49007,9197,8.535,5.915,5.904,2.251,11.830,9.460,2.871,2.816,7.187,23.377,9.177,5.393,5.284
31005,193,41.451,6.736,4.663,0.518,4.145,3.627,1.036,0.518,3.109,23.316,7.254,2.073,1.554
42065,19756,5.497,7.259,17.073,2.526,11.500,6.656,1.179,2.784,4.718,24.666,6.499,5.887,3.756
18077,14381,2.079,5.027,28.837,1.516,9.784,5.097,0.876,2.795,3.073,23.712,8.636,3.672,4.895
35019,1301,0.384,3.843,0.000,4.996,19.908,6.841,3.228,1.768,2.075,23.136,10.453,2.229,21.138
41033,28510,2.368,5.598,11.115,2.406,15.065,5.058,1.165,4.868,9.772,25.072,7.408,5.482,4.623
29069,11646,8.724,4.851,15.301,1.322,11.798,5.246,1.649,3.417,3.898,29.246,6.457,3.306,4.783
21015,62624,0.516,4.878,13.870,3.409,12.703,8.324,1.753,7.839,10.274,19.786,8.304,4.077,4.267
31111,17360,4.430,4.833,3.618,2.362,14.470,18.612,1.584,3.744,4.395,24.856,8.865,4.459,3.773
47015,5724,1.974,6.429,20.003,2.708,10.238,8.263,1.153,6.586,6.778,22.939,3.983,5.189,3.756
31161,2564,17.824,4.485,2.574,4.017,14.548,3.393,1.482,6.864,4.446,24.142,6.201,4.563,5.460
19089,4666,9.687,7.351,26.361,1.929,11.680,2.379,0.257,2.765,3.429,23.189,4.179,4.501,2.293
48057,9416,5.268,12.118,24.936,2.475,10.780,3.876,1.158,4.545,6.075,18.490,5.193,2.549,2.538
48255,5251,16.492,7.237,5.370,1.657,12.531,6.837,0.495,3.237,3.714,21.063,3.828,5.523,12.017
42005,29897,4.178,7.981,15.781,2.361,11.864,6.218,1.007,3.629,7.228,26.063,5.312,5.281,3.097
13305,10495,3.173,9.443,12.654,1.248,12.282,6.565,0.715,3.869,5.345,23.278,6.241,7.261,7.928
36107,23960,1.903,6.703,14.403,3.147,14.174,3.418,1.219,3.865,8.393,27.020,8.097,3.702,3.957
53055,7633,3.616,11.870,4.520,1.494,9.813,4.952,2.345,6.629,11.830,17.149,15.420,6.040,4.323
48227,13924,13.818,7.397,5.609,2.219,10.083,5.042,1.135,4.295,4.266,26.192,7.153,5.961,6.830
41009,20362,2.986,7.229,17.326,2.844,11.364,7.558,0.923,4.700,8.997,19.227,7.313,4.788,4.744
12013,4735,9.314,8.532,4.984,3.020,9.377,3.442,1.373,3.886,4.541,22.534,9.356,4.752,14.889
49055,1254,13.158,13.158,3.190,0.319,10.048,4.466,0.239,3.110,3.907,19.777,19.856,3.748,5.024
39009,26794,1.191,4.706,5.415,1.235,11.980,3.180,2.056,3.370,5.035,40.595,13.749,4.255,3.232
13019,6457,5.622,7.418,12.452,3.082,12.606,3.407,1.502,4.801,7.898,22.673,7.883,3.020,7.635
35028,8916,0.628,1.066,1.514,1.267,5.350,1.570,0.583,3.107,56.774,16.521,4.475,2.064,5.081
24003,284092,0.280,7.248,5.069,2.739,10.411,3.844,2.200,5.923,15.410,19.913,8.077,5.007,13.879
53007,33140,12.236,6.862,4.565,4.744,12.061,7.004,1.922,4.737,7.833,20.923,10.489,3.386,3.238
40055,2344,12.329,7.679,3.498,0.000,7.807,6.015,1.195,5.418,8.703,22.995,8.575,5.119,10.666
50007,89268,0.944,4.921,9.830,1.852,11.377,3.243,2.412,5.426,10.305,31.000,9.755,4.708,4.227
27023,6367,8.199,6.754,15.910,2.796,7.979,5.811,1.147,4.445,5.309,24.910,8.842,4.837,3.063
13211,7624,4.538,6.716,12.093,1.784,9.627,6.584,2.099,5.247,8.959,21.603,9.785,6.755,4.210
2110,17836,4.104,6.739,1.183,1.402,8.746,8.348,2.271,4.042,7.434,20.307,6.599,5.052,23.772
54071,2833,7.024,12.248,12.390,0.388,10.484,5.259,0.882,1.906,4.730,27.109,5.683,2.965,8.930
36037,29675,3.845,6.521,14.915,2.696,10.511,4.017,1.402,4.431,7.441,24.310,9.351,5.439,5.122
48065,2902,10.096,11.785,11.888,2.033,11.406,5.755,0.482,4.549,7.719,19.814,2.757,6.685,5.031
20037,18643,2.403,5.691,14.338,2.655,12.096,4.924,1.609,3.626,4.795,31.122,7.853,5.777,3.111
13143,11136,0.440,11.602,15.436,3.394,10.497,5.559,1.922,1.823,6.600,23.033,7.839,6.510,5.343
45041,58296,1.105,4.472,12.913,3.335,11.111,4.698,1.568,6.800,7.560,26.501,9.450,5.611,4.877
39165,105433,0.429,4.435,17.154,2.882,11.488,3.756,1.920,7.681,12.403,21.755,7.869,4.711,3.517
17161,68438,1.040,5.396,18.935,2.573,11.643,6.390,2.139,3.875,8.457,21.557,8.805,4.663,4.527
20081,2078,26.131,5.871,3.609,4.909,6.015,8.614,0.241,1.684,3.657,24.591,5.390,5.967,3.321
21101,20337,3.285,5.158,15.863,3.358,14.078,5.409,1.097,3.491,7.150,25.058,7.946,4.130,3.978
18125,5902,6.794,9.116,22.958,1.948,11.640,7.692,2.033,2.677,3.372,16.367,6.371,5.913,3.118
37095,2326,14.703,1.505,6.578,4.213,16.337,5.718,0.000,3.611,1.204,19.776,9.071,6.234,11.049
36075,52204,1.019,7.553,11.229,2.638,13.177,6.844,1.416,4.456,6.856,25.517,10.515,4.526,4.254
17141,24989,2.981,5.458,17.892,2.797,11.217,8.872,1.165,4.230,7.619,23.462,6.487,4.078,3.742
53073,98265,3.884,6.069,10.849,2.131,12.430,4.668,1.535,4.905,9.246,24.292,10.135,4.878,4.977
26065,133091,0.711,3.201,9.713,1.615,10.599,3.595,1.831,7.180,9.261,29.314,11.257,4.926,6.798
1029,6065,4.782,11.822,19.753,2.045,14.147,5.754,0.660,2.902,4.435,18.186,6.348,4.007,5.161
48385,996,10.843,10.341,5.120,0.000,9.639,5.422,2.711,2.410,3.514,17.068,22.590,5.723,4.618
32029,1777,1.913,9.961,8.666,2.082,12.099,11.930,1.182,4.333,7.991,13.844,15.644,3.883,6.472
51075,10325,1.666,7.700,4.523,2.906,11.206,4.765,1.540,11.942,11.584,21.579,8.426,4.910,7.254
22111,8096,8.078,12.735,11.957,1.692,10.487,6.769,1.519,5.805,6.201,20.726,4.200,5.188,4.644
13199,7730,3.105,8.706,20.427,3.855,10.078,8.745,0.530,3.402,6.649,20.699,7.115,3.260,3.428
42059,14728,11.353,9.920,5.561,2.118,9.804,6.029,0.869,3.157,5.608,26.901,7.102,5.086,6.491
18075,9495,5.329,7.246,34.334,1.464,9.710,3.897,0.843,2.275,4.097,17.778,6.572,3.581,2.875
55003,7475,3.987,7.545,13.151,1.110,13.231,3.746,1.619,4.080,4.696,27.090,10.836,3.050,5.860
19175,6385,5.701,5.074,25.419,2.756,11.182,4.980,1.644,3.273,3.790,22.991,7.220,3.806,2.161
37153,16848,3.152,9.645,16.815,1.775,12.904,4.713,0.772,2.849,6.173,23.338,7.799,4.612,5.455
54059,7951,20.362,4.201,3.849,2.515,12.024,7.219,0.956,2.364,4.641,26.361,5.559,3.786,6.163
48085,444189,1.154,4.662,9.948,3.060,11.908,3.082,3.885,11.498,16.375,19.809,7.801,4.500,2.320
51550,105953,0.490,6.620,8.972,2.508,12.139,5.170,2.059,5.962,11.765,22.210,7.749,4.903,9.453
36109,49291,1.761,3.210,5.827,0.515,8.661,2.727,1.335,3.881,9.050,46.311,9.661,4.299,2.763
18171,4031,6.227,4.912,29.521,2.679,8.757,5.532,0.670,3.944,1.737,22.873,6.177,4.689,2.282
24510,270930,0.154,4.864,4.705,1.924,9.589,5.096,1.941,5.504,12.249,31.332,8.902,4.912,8.830
56007,7851,16.622,5.299,8.700,0.713,9.617,10.126,1.236,4.165,3.999,14.189,12.508,2.446,10.381
55115,20281,7.539,6.232,20.601,3.299,10.182,4.354,0.986,4.872,4.418,19.619,10.922,3.521,3.456
5133,7173,6.274,10.358,30.643,1.673,9.745,4.447,0.725,2.300,4.322,16.395,4.391,4.573,4.154
39051,20872,2.511,8.154,24.372,3.081,9.721,5.031,0.690,3.919,5.515,22.643,7.460,4.106,2.798
24011,15306,3.005,9.637,9.062,3.241,13.439,5.246,1.274,3.717,8.069,23.220,7.069,6.377,6.644
31183,494,37.652,4.251,2.429,3.239,8.704,3.441,0.202,2.632,3.644,22.065,5.870,2.024,3.846
46081,13004,7.528,9.928,3.453,2.184,8.098,3.783,1.999,5.560,7.059,21.993,18.464,5.129,4.822
19011,13080,4.167,7.706,16.950,4.060,11.728,6.093,1.972,7.171,6.139,21.789,4.388,4.671,3.165
31179,5219,11.286,3.736,10.615,4.330,9.121,3.583,0.786,6.687,2.031,32.612,9.389,4.139,1.686
40015,11208,13.276,9.440,6.950,2.150,10.296,6.022,1.106,3.007,3.533,20.468,10.939,4.541,8.271
47129,6893,2.104,8.893,12.418,1.480,10.373,7.674,1.523,2.017,9.778,20.847,5.803,4.671,12.418
46135,11348,3.490,8.178,16.302,2.247,14.091,3.225,0.352,6.098,5.129,21.043,10.707,3.578,5.560
12101,187556,0.633,6.802,5.111,2.779,14.349,4.479,2.773,8.314,11.874,23.773,9.958,4.994,4.161
42043,132283,0.578,4.287,8.470,3.061,10.931,5.906,1.541,7.332,9.758,23.590,10.072,4.487,9.988
55027,43362,4.504,7.059,27.577,2.117,10.811,4.216,1.568,3.180,5.327,18.980,6.305,4.165,4.190
42121,23527,2.321,6.048,19.212,1.789,12.416,5.895,1.071,3.009,4.914,25.180,7.430,4.828,5.887
38047,952,21.113,12.185,1.996,5.252,5.567,6.303,0.525,4.937,4.937,22.794,4.727,4.517,5.147
42105,6956,6.886,7.174,17.582,1.121,10.523,7.389,4.270,2.128,5.434,23.045,5.060,5.449,3.939
24029,8984,6.222,5.632,8.348,1.692,10.630,3.239,1.425,4.063,11.209,24.510,11.955,4.697,6.378
31185,7274,10.572,4.812,11.603,2.750,8.427,6.118,1.870,5.582,8.070,23.481,8.029,5.540,3.148
20061,12884,1.482,5.379,6.613,1.327,11.239,4.230,0.838,5.938,7.847,21.593,11.363,3.951,18.201
31153,87645,0.932,6.890,7.699,3.038,11.136,5.959,2.180,9.329,11.215,23.730,7.113,4.008,6.770
24015,48849,1.296,8.231,9.841,2.276,10.633,6.141,1.343,6.174,10.485,22.506,9.042,4.360,7.671
12091,84899,0.580,7.114,4.792,1.448,12.640,4.825,0.962,6.780,11.924,16.932,14.702,6.107,11.196
40117,6890,6.604,8.258,13.367,2.075,9.318,9.608,1.379,5.631,6.154,17.663,8.186,5.254,6.502
28147,5382,12.152,11.037,14.586,0.910,9.736,6.299,0.093,4.162,5.537,20.717,4.942,3.828,6.001
2185,5499,30.733,8.438,1.946,1.218,5.728,7.492,0.418,2.546,15.166,12.202,3.510,1.127,9.474
49005,54566,2.417,4.818,19.195,1.552,11.485,2.375,1.856,3.619,10.926,26.793,7.921,4.345,2.696
54081,29014,9.492,5.949,3.877,2.681,14.920,4.332,1.124,3.157,6.300,27.011,10.285,4.394,6.476
25013,212742,0.559,4.624,11.386,2.785,12.470,4.642,1.749,7.150,7.925,28.656,8.801,4.414,4.838
51059,603966,0.209,5.380,2.751,1.272,8.054,2.862,2.997,6.732,24.807,17.748,8.545,6.361,12.283
19113,114142,0.943,6.180,16.991,2.553,12.867,5.061,2.499,7.666,9.613,22.104,7.064,4.056,2.403
30059,891,26.375,5.163,2.357,4.265,12.458,5.612,1.459,5.051,4.040,16.611,9.315,1.571,5.724
31071,992,13.508,8.669,8.065,2.117,14.113,5.141,3.226,4.133,3.125,17.843,10.383,4.738,4.940
5037,7140,8.109,6.835,10.588,2.535,15.056,6.779,0.434,4.496,4.440,24.314,4.902,4.706,6.807
31135,1499,20.080,11.808,2.468,5.937,7.472,7.538,0.667,5.203,2.001,24.950,2.068,4.736,5.070
18043,37064,0.340,6.243,17.189,2.312,12.306,5.998,1.497,6.848,8.218,23.311,8.399,4.374,2.965
31033,5681,5.756,3.873,6.583,4.753,28.851,7.006,1.338,2.869,5.386,19.539,7.780,4.277,1.989
48403,2882,10.097,12.318,5.899,2.429,8.675,7.287,0.000,2.915,4.892,28.314,4.892,6.350,5.933
55049,12424,7.542,8.001,12.009,2.286,19.285,3.992,1.505,3.799,6.190,22.577,6.182,3.171,3.461
31017,1585,17.476,7.192,3.344,3.596,13.186,4.479,0.820,6.562,6.309,18.233,11.798,3.218,3.785
42037,30123,1.995,4.940,15.234,2.247,13.242,6.317,1.607,3.081,5.322,27.746,9.577,4.917,3.775
46055,1018,28.193,5.501,5.305,7.269,8.055,3.045,4.028,2.652,3.045,20.629,3.143,5.992,3.143
40013,18472,2.869,6.637,10.529,2.387,11.894,5.132,1.326,5.002,6.854,23.598,12.419,4.564,6.789
55133,209461,0.471,5.163,18.699,3.864,11.372,3.485,1.686,8.243,10.146,22.881,7.455,4.373,2.164
31129,2219,19.378,5.678,5.408,3.155,10.635,6.715,2.163,5.588,4.416,24.425,4.687,4.597,3.155
23023,17689,1.764,6.236,14.026,2.386,15.512,2.657,1.125,4.404,8.225,24.987,9.096,4.415,5.167
48105,1851,35.332,16.424,1.675,0.000,4.160,5.402,0.000,1.783,1.351,17.558,7.023,2.917,6.375
5025,3256,7.095,10.043,14.803,2.181,8.999,7.095,0.369,4.361,5.805,25.799,2.856,3.716,6.880
51173,13278,2.079,5.965,21.027,1.679,13.037,3.050,1.318,3.254,5.679,25.667,7.200,4.632,5.415
31155,10624,6.598,7.455,9.601,4.066,11.643,6.128,1.337,5.911,7.991,23.400,5.384,4.753,5.732
27091,10273,9.783,6.279,16.003,2.803,11.788,5.218,0.847,5.286,4.809,22.291,6.084,5.325,3.485
8045,29078,5.709,16.645,2.590,2.655,11.184,3.728,1.933,6.066,11.280,17.291,10.627,5.403,4.890
19077,5312,7.681,9.300,8.189,2.353,12.142,5.873,2.090,10.994,5.685,23.852,4.989,4.236,2.617
56005,26387,25.736,7.246,2.111,3.752,10.043,7.746,1.611,3.380,6.007,17.035,7.288,4.377,3.668
13281,3722,0.752,11.096,4.917,3.063,12.977,2.929,1.021,7.066,5.400,28.748,15.073,4.729,2.230
48453,599597,0.682,7.370,7.761,2.112,10.030,3.229,2.892,7.325,16.195,20.421,10.567,5.287,6.130
22115,17705,4.778,7.145,4.360,1.237,11.850,4.586,1.435,3.988,6.795,21.474,8.873,5.501,17.978
20087,9264,2.127,11.550,10.676,2.019,10.535,6.272,1.716,5.149,6.498,24.557,5.289,5.171,8.441
16069,18668,3.723,6.975,14.099,2.352,12.979,3.375,1.452,6.557,7.055,23.698,8.126,4.553,5.057
13287,2900,8.448,9.724,5.690,4.241,15.724,4.552,0.207,3.069,6.517,27.724,2.793,2.069,9.241
46087,2974,12.811,5.514,11.096,5.044,10.525,5.346,1.110,7.700,3.026,21.587,4.035,8.473,3.732
47161,4818,2.927,7.451,13.699,0.913,12.267,6.351,1.225,2.864,7.617,22.042,7.555,5.812,9.278
5087,6751,11.169,9.687,17.494,1.615,10.206,7.436,1.703,2.726,5.451,18.782,4.310,4.399,5.021
30107,917,39.804,10.578,1.963,1.854,6.652,5.125,1.309,5.344,1.854,11.341,5.998,6.870,1.309
21037,45872,0.508,5.450,10.959,2.786,11.970,4.846,1.938,8.373,10.926,24.601,9.703,3.922,4.018
17181,7339,4.878,7.535,8.285,0.981,11.650,7.031,1.703,4.279,5.014,31.285,5.532,3.679,8.148
39125,8638,5.094,5.267,27.448,2.327,11.334,6.738,0.764,3.346,5.140,20.722,6.055,3.577,2.188
46067,3745,16.262,5.527,9.479,3.632,10.174,4.993,1.709,3.979,3.845,26.809,6.222,4.753,2.617
26109,10346,3.257,5.287,28.871,2.271,10.081,4.514,1.044,3.702,4.185,18.993,10.284,3.982,3.528
29003,8583,2.750,8.528,16.183,2.866,9.857,6.373,1.386,4.031,5.418,26.331,6.047,4.649,5.581
56015,6080,10.954,6.776,7.303,1.447,7.862,9.572,0.773,3.306,3.438,27.451,6.151,3.026,11.941
19047,8192,8.618,5.847,22.803,2.197,14.197,4.114,1.331,3.613,4.517,19.189,8.728,3.271,1.575
39109,49186,0.941,6.294,27.008,2.362,11.491,4.566,1.582,3.279,7.980,18.808,7.622,4.351,3.714
13289,2581,2.673,8.756,16.931,1.821,12.321,6.199,0.891,6.974,5.967,19.256,3.681,4.882,9.647
51101,7972,1.229,10.938,12.619,4.754,9.797,6.999,1.242,6.410,9.584,20.948,4.315,6.284,4.880
46117,1674,13.381,9.916,2.270,4.779,12.127,4.002,2.330,8.423,4.540,17.742,5.317,2.927,12.246
18091,46864,1.300,5.486,21.449,2.166,11.779,5.879,0.922,4.978,6.632,20.449,10.782,4.776,3.403
48429,3805,19.974,9.593,4.862,0.972,12.799,5.388,1.314,5.361,5.598,20.394,4.284,4.915,4.547
18135,11319,6.281,6.405,22.908,2.111,12.024,4.391,0.786,4.859,4.806,22.767,6.149,3.499,3.013
47027,2765,1.953,10.561,16.637,0.579,12.260,3.183,3.110,3.472,5.208,27.595,6.293,3.580,5.570
29063,4285,6.558,4.877,14.142,4.061,11.645,4.784,0.933,6.511,6.044,24.247,5.204,3.851,7.141
55021,29483,3.582,7.632,17.556,2.486,10.440,5.457,1.886,6.502,6.366,19.805,8.825,3.605,5.858
19149,12978,7.212,5.540,18.878,2.735,11.042,7.181,1.387,5.008,5.086,22.623,5.825,4.007,3.475
40031,49641,1.720,6.402,8.900,1.265,12.367,3.874,1.567,5.419,7.548,23.565,9.756,5.254,12.363
55035,54079,1.474,4.074,11.559,1.816,16.587,4.172,1.391,7.302,6.803,28.617,9.140,4.198,2.868
29201,17280,3.027,6.493,14.878,2.593,13.345,6.429,2.274,3.634,5.284,26.661,7.228,3.611,4.543
6037,4635465,0.517,5.715,10.284,3.548,10.708,5.329,4.369,6.280,12.463,20.632,10.759,6.231,3.164
51125,6694,4.810,10.338,8.007,1.673,12.862,4.123,2.420,5.423,7.753,22.811,8.351,6.932,4.497
6053,177333,17.495,5.687,4.903,3.029,10.157,3.150,1.108,3.739,8.817,19.668,12.064,4.805,5.377
19133,4165,8.571,9.292,10.852,3.217,11.020,5.090,1.321,3.962,4.394,26.987,7.779,4.754,2.761
20151,4618,14.140,6.280,3.421,3.876,14.054,5.825,0.715,5.110,3.032,25.790,8.229,5.349,4.179
37107,23972,4.422,7.342,17.424,2.248,13.904,3.095,0.876,2.670,6.182,24.499,7.409,4.697,5.231
40075,4037,12.856,4.855,8.719,4.484,10.924,4.434,0.446,4.285,2.477,26.059,7.307,6.242,6.911
17137,16089,3.220,5.501,11.318,3.549,10.635,4.593,1.958,6.296,3.804,28.995,7.601,5.395,7.135
5005,15229,1.175,5.187,17.171,1.615,13.395,2.961,1.648,5.614,7.427,27.868,8.753,4.189,2.994
18181,11433,5.152,6.954,24.998,1.373,12.228,4.391,1.102,3.472,4.303,21.368,6.236,4.076,4.347
35039,15272,2.135,8.414,1.480,0.891,8.552,4.014,0.707,3.922,13.770,23.527,14.052,4.957,13.580
21055,3645,9.383,7.243,15.171,1.262,11.632,8.422,1.481,5.953,2.689,24.390,4.993,2.469,4.911
21201,806,9.305,7.940,23.077,0.620,8.065,3.846,0.000,1.365,3.598,30.149,4.715,0.744,6.576
29019,90949,0.868,3.602,5.168,2.064,12.821,3.351,2.031,7.898,7.545,36.402,10.941,3.148,4.162
41043,48892,4.809,6.987,14.215,2.598,13.875,4.594,1.411,3.375,7.328,23.814,7.668,4.379,4.948
47153,5676,2.202,9.003,16.385,1.903,9.919,6.307,1.039,7.417,12.086,16.596,6.607,3.946,6.589
8077,67956,7.165,7.495,4.769,2.672,13.064,5.524,1.969,5.938,9.309,22.924,9.836,5.368,3.967
39085,117389,0.492,4.811,19.993,3.012,10.705,3.758,1.461,8.022,9.178,22.465,8.156,4.626,3.321
34037,75669,0.862,7.697,9.869,3.375,12.478,4.857,2.492,7.307,12.104,22.419,7.360,4.476,4.705
1051,33636,0.835,7.364,12.020,2.500,10.771,4.858,1.255,5.904,9.044,19.895,7.596,4.742,13.215
51095,31685,1.133,5.599,6.924,2.335,12.378,2.878,1.726,4.179,12.517,26.252,11.640,4.507,7.931
48275,1534,27.966,4.759,2.673,0.522,13.168,4.563,0.000,4.694,1.825,25.033,1.499,4.302,8.996
35055,14356,5.266,8.526,2.424,0.578,11.326,3.239,2.751,5.113,8.756,23.098,18.571,4.361,5.991
27065,7287,3.486,9.908,13.449,2.072,13.641,4.021,1.523,4.858,4.748,24.249,8.975,5.105,3.966
39013,29728,8.285,6.102,8.336,2.439,14.118,5.200,1.335,4.558,6.226,26.002,8.780,3.872,4.746
48477,14380,3.929,7.476,16.745,3.115,12.538,4.061,1.683,5.049,6.335,23.693,6.572,4.882,3.922
47101,4858,4.693,6.422,14.800,1.256,13.359,6.834,2.305,7.863,4.632,24.166,4.981,6.731,1.956
21145,29043,1.801,5.991,9.982,2.875,13.012,6.273,0.768,4.548,8.746,25.207,10.457,6.855,3.484
35053,5706,6.607,3.453,2.734,0.789,9.937,3.733,0.911,3.049,7.729,41.798,11.514,1.717,6.029
31049,1023,10.557,5.376,6.549,4.008,24.829,7.820,1.075,5.083,4.399,15.934,6.940,3.030,4.399
17031,2463655,0.186,4.585,10.335,2.777,10.137,6.429,2.290,8.099,13.895,22.780,9.871,5.022,3.594
8061,723,21.577,6.916,1.383,1.107,9.682,3.458,1.660,3.043,2.490,33.887,4.288,5.394,5.118
39059,16310,4.083,6.695,17.045,2.508,10.208,5.015,1.036,3.274,6.560,26.732,8.798,4.077,3.967
21087,4459,2.512,5.651,23.638,0.852,13.590,6.324,1.166,3.454,5.472,23.144,5.181,4.037,4.979
21159,2445,20.736,3.272,3.967,0.491,12.883,6.789,1.186,2.168,3.149,29.898,3.190,6.339,5.930
10001,75246,1.413,6.468,8.795,1.799,14.936,4.469,1.110,5.200,6.907,24.207,9.534,4.251,10.910
35011,619,15.832,8.562,0.808,0.969,5.170,2.100,0.969,1.454,6.947,31.179,14.378,3.554,8.078
16075,9393,6.739,4.770,13.265,3.162,15.842,4.727,2.310,3.428,5.206,23.698,8.485,4.205,4.163
51085,52677,0.983,8.136,5.602,4.233,10.046,5.088,1.988,10.878,11.185,22.553,7.967,4.772,6.568
36059,666184,0.117,5.771,4.601,3.360,10.434,5.152,3.052,9.868,12.673,28.350,7.294,4.596,4.732
29209,12009,2.765,12.074,6.862,2.506,12.824,2.931,1.232,5.388,7.145,18.678,18.178,6.936,2.481
55117,59133,1.994,4.661,32.175,1.889,10.757,3.156,0.928,4.904,5.611,18.863,8.264,4.446,2.352
41029,87699,3.022,5.705,8.809,2.181,13.884,4.315,1.861,4.586,8.374,26.079,10.582,5.900,4.704
28163,8382,5.870,6.240,14.352,4.903,9.198,4.880,0.680,6.001,5.607,24.123,6.013,3.949,8.184
47137,2166,4.986,7.110,13.850,0.831,8.079,6.925,0.877,5.863,4.017,31.487,6.694,2.909,6.371
42087,19860,3.021,7.170,22.513,2.044,11.631,5.141,0.594,2.830,5.217,23.852,7.895,4.607,3.484
29067,4897,6.943,6.800,16.806,1.695,16.234,8.781,3.860,5.023,3.431,18.685,4.268,4.901,2.573
28019,2921,8.216,7.942,14.653,1.814,14.789,7.771,1.643,2.841,2.636,27.970,2.191,3.869,3.663
46065,9620,4.158,5.956,4.511,1.383,9.615,3.285,2.890,7.973,7.017,18.472,7.225,4.688,22.827
8083,11075,5.418,7.756,5.652,2.799,12.659,4.993,1.571,4.280,6.709,21.941,11.883,6.528,7.810
13125,1344,8.482,8.185,12.202,0.000,9.970,10.640,0.521,6.696,8.705,24.554,1.711,3.125,5.208
19051,3821,8.113,10.128,19.314,2.879,14.970,4.475,1.596,4.371,2.984,20.597,5.391,3.638,1.544
31173,2483,10.230,5.961,9.263,1.651,8.578,3.745,0.765,4.511,4.068,30.407,8.256,3.262,9.303
34017,339606,0.052,4.800,7.063,3.967,10.303,7.872,3.176,11.475,15.142,19.147,9.129,4.722,3.153
40069,4078,12.163,6.670,13.119,1.153,12.261,3.678,0.319,2.452,2.869,27.464,7.283,3.556,7.013
30089,4091,10.169,12.320,5.940,1.760,9.558,5.647,2.224,4.058,7.333,22.733,6.844,4.767,6.649
40019,20820,6.518,6.215,14.020,2.262,13.770,4.808,0.994,5.250,6.979,19.808,9.861,5.927,3.588
48125,744,18.817,9.409,1.882,0.403,6.855,7.392,4.032,2.285,3.898,29.704,4.301,3.763,7.258
