CountyId,Total,NaturalResources,Construction,Manufacturing,WholesaleTrade,RetailTrade,TransportationUtilities,Information,Finance,ProfessionalScientific,Education,ArtsEntertainment,OtherServices,Administration 
47061,4529,5.189,6.801,24.641,0.618,9.980,5.211,0.353,2.915,5.123,23.537,8.567,4.593,2.473
18131,5831,7.529,6.620,26.822,2.641,8.009,6.465,1.218,3.018,4.082,21.351,4.939,3.927,3.378
26035,10708,3.745,8.620,13.541,1.765,11.954,5.155,0.934,4.604,4.940,23.534,11.291,5.762,4.156
20163,2626,19.421,4.989,8.873,3.998,9.177,4.379,0.952,3.313,5.826,26.047,4.379,3.618,5.027
48387,4697,5.706,9.772,18.650,1.512,9.964,5.152,0.788,4.556,3.321,24.888,5.174,4.620,5.897
5015,11454,4.261,8.992,25.258,0.655,10.232,5.483,1.248,5.020,4.636,17.217,9.892,4.880,2.226
35045,51561,11.080,7.461,3.968,3.188,12.952,6.742,0.952,3.728,6.569,23.489,8.916,5.597,5.359
48081,1508,12.202,4.576,1.592,0.133,9.151,10.013,4.443,4.576,2.785,33.554,6.963,3.050,6.963
29161,19451,1.799,4.997,8.169,1.203,13.850,3.558,0.797,4.313,5.172,34.374,11.681,4.462,5.624
55095,21085,4.529,7.332,22.457,2.333,10.828,4.174,1.134,3.875,6.535,21.394,8.053,3.861,3.495
35005,26448,9.763,5.819,6.106,2.359,11.165,6.605,0.560,4.696,5.925,25.802,9.982,5.876,5.343
1109,14462,2.455,5.373,16.326,1.583,14.500,6.154,2.123,3.976,4.889,24.589,7.689,5.338,5.006
21043,10039,1.783,9.244,14.125,1.644,14.812,4.801,2.879,3.566,3.805,25.222,7.820,6.046,4.253
37049,40530,2.003,5.736,10.846,1.695,11.828,4.700,1.305,4.118,7.594,23.575,10.849,5.275,10.474
31133,1265,16.917,12.806,12.490,1.186,6.798,2.609,0.474,2.609,3.874,25.059,3.320,4.190,7.668
5105,4184,4.780,11.640,12.380,3.059,10.158,6.692,2.581,4.947,7.959,17.376,6.549,8.054,3.824
31031,3271,28.065,8.958,3.913,3.057,8.652,2.782,0.581,5.564,3.241,18.679,9.049,1.957,5.503
6109,19477,2.757,8.389,5.293,1.237,11.573,4.878,1.586,3.281,8.821,22.175,15.531,6.279,8.199
48359,773,13.325,4.269,3.105,3.364,7.633,6.598,0.388,4.916,3.622,32.342,9.314,4.140,6.986
28043,8169,2.485,5.411,29.979,0.992,15.032,3.819,0.269,2.901,4.774,20.994,4.615,4.003,4.725
36041,1887,0.106,11.606,9.115,0.106,10.175,3.816,0.742,2.597,7.631,23.476,17.435,3.657,9.539
55091,3618,12.078,8.706,14.456,2.875,11.166,6.716,1.189,4.035,3.151,21.448,5.556,3.980,4.643
35037,2937,7.286,7.354,3.745,1.464,14.505,5.958,1.021,3.337,3.711,27.511,8.308,7.184,8.614
48109,1020,16.176,4.608,0.784,0.980,16.471,5.000,0.490,2.451,4.118,17.353,20.196,3.725,7.647
48471,22612,3.162,3.516,3.799,1.915,12.697,3.335,1.596,4.108,5.435,27.888,8.252,4.754,19.543
22107,1636,19.621,3.301,3.729,4.584,11.186,6.540,0.000,2.078,4.095,26.161,6.112,3.973,8.619
54025,14116,4.541,7.318,7.587,2.069,13.779,4.881,1.275,3.337,6.149,24.745,14.579,5.079,4.661
4001,18334,2.989,8.896,1.854,0.884,10.325,6.829,0.905,2.989,3.502,37.722,8.334,3.344,11.427
22017,108738,3.824,5.428,6.251,3.086,12.075,5.760,1.926,4.653,8.368,26.946,11.452,6.029,4.203
21119,4755,11.399,7.802,1.577,5.195,13.586,3.659,2.271,2.965,4.143,31.693,5.026,4.627,6.057
30013,37069,3.299,7.027,3.272,2.304,12.625,5.938,1.562,6.661,7.858,25.515,12.272,4.945,6.723
18103,14752,2.549,6.792,24.342,2.149,9.687,6.799,1.112,2.352,5.321,20.140,6.792,4.759,7.206
22027,5494,8.937,5.388,13.032,1.638,10.284,6.917,1.201,2.148,6.516,24.172,4.205,6.316,9.246
26075,65183,0.968,5.432,19.586,2.542,11.684,5.037,1.062,4.958,7.327,23.209,8.154,5.187,4.854
18141,123170,0.425,4.654,17.407,2.796,11.241,3.817,1.794,5.206,8.294,27.989,9.040,4.492,2.844
38063,1554,21.750,7.400,5.598,6.113,6.885,5.212,0.064,6.628,3.861,21.557,6.049,2.831,6.049
13173,3476,4.977,4.833,6.272,0.921,23.590,2.848,0.403,4.143,7.652,27.417,3.913,5.063,7.969
39023,59111,1.012,4.683,17.374,3.301,12.010,4.135,1.272,5.968,7.564,25.244,8.080,4.502,4.857
56009,7303,21.977,7.120,1.219,2.122,8.983,9.873,0.602,3.793,4.587,16.966,11.858,5.587,5.313
48189,14265,8.959,7.515,10.985,2.440,12.471,5.580,0.694,3.835,4.809,22.888,7.592,6.414,5.818
38081,2078,13.426,4.764,32.628,1.299,7.940,5.294,0.385,3.946,2.454,17.517,3.272,4.572,2.502
45089,11416,3.355,4.362,18.141,2.461,10.941,5.089,1.918,4.792,7.218,22.950,8.330,4.240,6.202
28133,8382,6.908,4.271,10.511,4.581,14.996,4.510,0.811,3.376,2.374,27.881,7.385,4.295,8.101
48107,2478,18.886,8.878,3.511,5.287,12.470,3.672,2.098,2.663,3.430,26.675,3.793,4.641,3.995
45001,9294,1.280,6.951,24.683,2.001,8.920,5.348,1.033,2.970,6.961,23.262,8.349,4.906,3.335
55063,62292,1.117,4.684,13.490,2.829,14.267,4.092,2.072,4.781,5.945,29.472,9.714,3.870,3.667
24027,163278,0.315,4.498,5.153,2.336,8.266,3.289,2.577,7.028,19.297,24.189,6.547,4.609,11.896
31051,2916,12.174,8.025,18.861,3.567,9.019,5.658,1.269,3.978,2.469,19.890,5.041,6.790,3.258
5035,20336,2.891,3.339,11.895,4.106,12.087,10.095,1.210,4.037,6.929,25.393,9.471,4.357,4.190
5027,10491,7.197,3.880,19.998,1.792,13.040,3.470,0.677,2.945,4.375,26.547,8.865,3.822,3.393
32021,1856,3.718,4.957,9.106,0.216,8.728,0.862,0.000,4.364,8.297,19.450,19.612,2.155,18.534
9003,439719,0.221,4.622,10.727,2.601,10.749,4.011,2.304,11.387,10.711,26.493,7.419,4.237,4.520
21175,3744,4.861,10.150,11.084,1.362,12.260,5.716,3.205,4.434,2.511,24.599,4.167,2.991,12.660
51770,46331,0.421,5.133,9.281,2.463,12.842,4.915,1.593,6.978,8.651,25.579,13.317,4.716,4.112
21235,12406,2.523,3.716,14.823,3.869,13.421,4.046,0.709,3.708,6.924,29.462,7.770,3.184,5.844
8063,3421,18.679,8.594,3.917,1.082,11.809,6.811,0.848,3.917,1.842,21.368,7.015,6.080,8.039
1039,14202,5.563,7.429,16.005,1.781,12.914,7.837,1.239,4.506,9.020,17.512,4.978,5.020,6.196
26151,17147,9.623,5.284,22.021,1.796,13.944,4.724,1.446,3.260,4.666,19.444,5.826,4.415,3.552
39081,27871,2.537,5.924,10.836,2.178,13.559,6.236,1.640,4.205,6.534,30.110,7.804,5.260,3.179
20053,2787,14.424,7.033,10.011,1.758,8.360,3.373,1.363,2.727,6.638,25.332,6.207,4.055,8.719
13087,9892,8.623,6.824,13.465,3.104,11.949,2.841,1.708,6.349,5.793,22.412,5.550,5.044,6.338
47095,1840,10.217,2.609,9.620,0.489,10.978,5.217,1.196,1.848,5.217,23.587,10.652,3.641,14.728
36027,143829,1.172,6.758,7.695,2.075,11.874,4.927,2.478,5.459,10.306,29.584,8.575,4.211,4.887
28083,9422,7.376,4.882,13.458,4.574,11.155,2.929,0.976,3.800,4.702,30.089,6.527,2.611,6.920
48259,16597,2.278,6.049,7.236,2.754,10.610,4.856,1.356,8.851,13.207,21.480,9.930,6.019,5.374
37105,25418,1.389,6.704,21.811,4.276,11.814,3.557,1.361,4.481,8.215,20.533,6.177,4.941,4.741
47109,8901,3.101,5.595,22.795,2.550,10.695,6.786,0.910,2.730,6.606,22.312,7.763,4.089,4.067
17167,96155,1.356,4.424,4.866,2.301,10.766,4.157,1.794,8.090,8.667,26.299,8.366,4.950,13.963
13009,16387,2.471,4.565,8.470,0.653,11.772,4.796,0.854,4.205,5.919,31.263,11.576,5.315,8.141
26017,45913,1.135,5.197,15.333,2.733,14.027,4.796,1.697,4.454,7.403,25.394,9.261,4.979,3.592
12089,31605,0.997,9.002,7.888,2.579,12.406,8.049,2.060,6.550,9.609,18.658,11.561,5.271,5.369
34023,402766,0.143,4.817,9.662,3.748,10.903,6.711,3.097,9.157,15.190,22.263,6.987,4.040,3.280
29221,9124,3.661,12.023,13.338,1.326,12.111,4.329,0.603,2.170,6.346,23.148,8.746,6.149,6.050
37167,26101,1.437,10.164,15.915,1.452,13.467,3.724,0.862,3.958,5.927,25.945,6.268,5.352,5.529
31035,3171,16.083,9.303,9.997,4.415,10.060,8.168,0.788,2.933,4.667,22.170,4.573,3.974,2.870
21115,7136,9.235,6.404,3.826,1.303,15.681,6.348,2.354,2.901,5.900,26.093,7.609,3.854,8.492
47093,215253,0.341,5.617,7.444,3.166,13.464,4.576,2.795,6.334,12.670,24.760,10.419,5.058,3.356
30041,7364,7.143,6.287,1.575,1.942,14.096,10.728,0.693,4.115,4.834,28.558,8.243,4.332,7.455
5059,13293,2.467,7.410,13.992,2.106,13.014,6.191,1.031,3.746,6.876,24.697,9.411,4.288,4.769
5103,10415,2.640,6.049,26.318,1.594,11.387,3.879,1.123,2.957,6.663,22.535,4.887,4.599,5.367
39129,24777,2.353,5.759,11.006,3.786,11.680,8.149,1.514,7.495,8.504,22.133,7.087,4.218,6.316
53051,4217,4.055,9.225,8.300,2.158,9.343,7.043,2.253,4.387,6.521,22.101,11.217,3.391,10.007
54035,11050,4.009,7.638,11.982,2.489,9.032,6.172,1.412,4.407,8.190,25.882,6.814,4.507,7.466
8001,229743,1.928,10.760,8.750,3.559,11.741,7.337,2.967,5.170,11.166,17.124,10.128,5.163,4.207
51800,39589,1.033,5.792,12.074,2.263,11.468,5.542,1.574,4.372,10.180,24.338,6.871,5.059,9.434
1015,47401,0.715,5.692,17.295,2.238,11.953,4.677,1.498,3.781,7.825,22.137,9.375,4.565,8.249
17111,157226,0.770,7.110,16.292,3.877,12.518,4.782,2.507,7.148,10.668,18.575,8.270,4.469,3.013
18087,15663,4.680,5.133,45.483,1.705,8.925,3.058,0.555,2.605,3.224,12.973,4.859,5.044,1.756
38051,1347,19.154,5.419,4.826,3.563,9.800,4.380,0.965,4.751,1.707,32.665,4.380,5.197,3.192
30007,2759,14.317,14.498,5.980,1.559,9.605,6.125,0.761,4.422,4.929,16.926,5.437,5.545,9.895
31045,4613,11.814,6.265,3.338,0.520,13.354,3.338,0.867,4.401,5.051,31.064,12.248,2.515,5.224
46009,2806,13.863,4.526,11.155,2.316,9.480,4.383,0.677,5.453,3.706,25.980,3.599,5.880,8.981
51175,7948,6.480,7.914,10.292,2.743,12.192,4.857,1.459,2.743,5.322,26.334,5.045,4.743,9.877
13075,7043,3.777,6.858,11.799,3.621,16.513,4.600,0.937,3.408,9.343,21.454,7.838,3.961,5.892
26015,26899,2.476,7.547,23.529,3.558,9.294,4.260,0.989,5.141,7.353,21.038,6.937,4.792,3.086
28095,14217,1.491,5.901,26.482,2.743,12.387,5.346,0.563,4.199,3.524,23.324,6.176,4.171,3.693
27027,33104,2.776,7.739,8.500,4.181,10.896,5.317,1.420,6.896,6.606,29.667,7.951,4.927,3.123
23017,25041,2.891,10.267,12.476,2.332,13.510,4.341,0.899,4.257,6.322,25.183,9.177,4.592,3.754
17119,125030,0.687,5.540,13.252,2.231,11.833,6.297,1.885,6.311,9.720,22.751,10.271,4.813,4.407
47083,2997,3.637,10.544,20.554,0.567,11.612,6.840,1.034,2.169,7.541,22.422,4.571,5.506,3.003
28009,2994,0.534,5.678,24.048,2.171,15.598,10.421,2.037,3.474,5.578,18.437,3.340,5.244,3.440
1125,87695,1.899,6.435,13.449,2.151,10.905,3.803,1.652,4.517,6.914,30.054,9.696,4.810,3.716
51023,16257,1.968,6.705,11.829,3.285,12.309,7.461,1.433,8.341,8.206,22.821,6.699,4.410,4.533
46007,1168,18.065,7.877,0.942,1.884,10.445,5.137,2.312,2.568,1.884,31.336,5.565,1.884,10.103
39153,258416,0.290,5.064,15.400,3.589,11.840,4.475,1.899,6.522,9.987,24.318,9.045,4.631,2.940
27017,16478,1.657,6.585,10.007,1.554,10.007,6.621,1.238,5.146,5.128,29.039,11.403,3.077,8.539
51135,5644,3.366,4.926,8.505,0.673,7.973,6.113,1.240,5.829,3.880,29.642,8.062,5.953,13.838
47045,16095,1.684,6.567,24.225,1.715,10.575,5.294,0.460,4.063,3.945,23.492,7.145,5.635,5.200
8023,1240,11.532,4.758,7.742,1.774,12.661,4.355,0.726,7.581,9.839,20.403,10.806,2.581,5.242
41005,185660,1.615,7.046,12.094,4.179,12.962,4.810,1.697,7.475,11.029,20.407,7.946,4.968,3.772
13141,2159,3.891,4.122,9.588,3.103,11.811,11.996,1.019,1.528,1.482,31.450,7.503,2.316,10.190
20103,33513,1.340,7.618,7.209,1.814,11.912,5.216,1.787,6.245,8.519,26.300,6.759,3.470,11.810
47039,4569,2.298,8.995,13.241,1.926,9.805,8.820,0.832,3.349,4.115,26.264,5.297,6.478,8.580
31097,2053,9.157,6.040,10.619,1.169,7.501,6.673,0.779,5.017,2.143,26.595,4.481,4.676,15.149
13003,3389,12.570,5.311,22.042,3.010,14.931,7.082,0.000,1.564,6.964,14.281,4.220,3.747,4.279
34005,221766,0.557,4.976,7.619,3.666,11.422,5.122,2.325,8.215,11.774,25.702,7.066,4.117,7.439
42083,18277,4.662,5.739,20.682,2.145,9.165,4.257,1.439,2.955,4.766,28.041,7.780,4.098,4.273
36031,17769,3.461,7.586,7.620,1.486,12.831,2.865,1.542,3.759,5.543,29.158,13.101,4.423,6.624
48467,21856,4.630,7.801,9.663,2.864,14.275,5.225,2.073,3.981,6.287,22.401,7.742,7.380,5.678
55139,85970,0.957,3.971,24.953,2.651,12.224,4.110,1.694,4.552,8.383,19.958,8.935,4.091,3.522
18151,16375,2.095,4.061,26.986,2.803,13.337,6.632,1.429,4.049,4.776,17.734,8.110,4.660,3.328
53061,367655,0.777,7.108,16.771,2.553,12.536,4.185,2.276,5.929,10.693,19.529,8.630,5.064,3.949
28121,69233,0.932,6.685,8.398,3.186,10.548,4.715,1.879,8.096,9.565,24.523,7.482,6.833,7.158
48347,27638,5.847,8.293,11.206,2.229,10.493,2.775,0.876,3.734,6.907,30.838,9.024,4.566,3.213
47121,3907,0.282,11.748,29.230,0.998,12.286,7.371,0.384,4.121,6.143,15.101,4.454,4.249,3.635
17117,21098,4.432,6.778,11.878,2.744,12.286,7.029,1.270,5.565,7.034,22.775,8.626,4.688,4.896
48171,11230,4.443,10.668,5.984,3.001,12.725,5.227,1.647,3.900,9.386,21.719,13.241,5.806,2.253
17003,2400,2.958,3.667,10.000,2.542,13.625,8.333,0.500,5.667,4.542,22.583,11.292,5.667,8.625
42013,57253,1.514,5.090,11.404,2.847,14.977,6.484,1.808,3.818,6.649,26.489,9.486,4.878,4.555
54069,20291,2.518,4.504,6.072,2.868,13.543,4.869,1.345,5.771,7.777,27.835,12.922,4.603,5.372
47159,8121,3.965,7.770,25.416,2.832,10.073,5.997,0.628,2.869,6.625,18.594,5.517,5.221,4.495
17175,2556,10.368,4.734,16.158,3.991,11.228,4.343,1.252,4.382,6.416,25.743,5.829,3.208,2.347
13057,110111,0.645,7.848,10.322,3.100,14.406,4.302,3.484,8.501,13.174,17.830,8.717,4.710,2.961
30029,43907,4.036,9.461,6.320,2.196,13.018,4.191,1.132,7.179,9.249,22.910,11.568,4.995,3.747
38071,5910,7.547,7.445,5.364,2.200,13.875,4.230,2.809,5.787,4.179,23.469,12.437,5.398,5.262
6105,4832,3.146,8.878,2.918,0.890,8.402,3.084,0.828,6.271,6.353,20.219,20.116,5.381,13.514
8119,11501,4.947,9.286,4.147,1.609,9.895,4.460,1.800,4.652,10.599,20.624,13.764,4.687,9.530
29021,42029,0.947,5.323,18.994,2.408,11.452,4.766,2.013,5.208,7.540,23.091,9.684,4.673,3.902
29005,2691,10.145,3.790,9.625,1.226,11.111,9.885,1.486,3.159,4.831,26.459,6.577,7.284,4.422
41027,11251,14.719,5.875,9.946,4.515,9.066,4.115,1.600,2.302,7.937,22.362,9.759,4.995,2.809
42129,173533,1.133,6.271,14.172,3.109,12.804,6.230,1.345,5.073,8.619,24.837,8.043,5.192,3.172
18183,16503,1.388,5.508,29.795,1.860,13.470,4.223,1.048,4.502,6.053,18.421,6.496,4.739,2.497
48097,18012,8.039,5.441,17.155,1.710,10.565,5.879,0.766,3.081,5.602,19.437,13.474,4.530,4.319
2180,3654,4.543,4.132,3.558,0.602,8.320,8.429,0.684,2.791,2.217,38.451,5.911,3.996,16.366
30073,2738,18.444,7.889,3.835,1.753,10.044,5.588,0.548,4.237,4.310,22.644,7.049,5.332,8.327
42073,39340,1.454,6.385,15.412,2.626,12.023,5.897,1.556,4.426,7.616,25.857,7.377,5.671,3.701
55059,79753,1.350,5.649,19.765,3.644,12.087,4.179,1.531,4.353,7.565,22.667,9.040,4.358,3.811
28089,48562,0.912,5.879,10.469,2.665,11.544,3.653,2.111,8.377,9.236,27.287,7.222,3.863,6.783
13157,26679,1.065,7.418,14.221,4.348,15.319,4.835,1.541,5.735,8.966,20.203,7.215,4.629,4.505
8049,8274,4.847,11.433,1.511,1.450,9.572,3.723,0.677,7.711,5.149,11.989,30.082,5.366,6.490
19007,5799,6.449,7.036,21.900,2.914,13.692,5.587,1.190,3.018,3.932,19.486,5.587,5.622,3.587
19039,4504,7.549,6.594,17.340,1.687,10.657,5.440,0.311,7.460,4.307,21.869,12.567,2.242,1.976
26083,842,2.850,5.701,4.394,0.119,11.401,4.038,0.238,2.850,9.976,28.385,17.340,4.394,8.314
29017,5064,6.398,13.547,19.451,2.547,9.005,4.048,0.750,1.698,5.687,24.783,5.806,4.581,1.698
47049,5998,4.568,10.820,13.488,2.701,12.371,4.685,1.334,3.001,3.768,28.076,8.219,5.135,1.834
51071,7510,2.676,8.509,23.236,0.386,8.589,4.434,1.278,4.407,5.899,26.232,6.138,3.941,4.274
41023,2878,17.512,5.664,6.359,1.077,11.119,7.158,1.286,1.842,5.768,16.956,9.208,4.517,11.536
19155,46439,2.334,7.311,10.377,3.732,12.126,7.440,1.626,7.093,8.211,23.200,8.644,4.421,3.486
26093,92068,0.665,6.884,18.184,3.317,12.432,3.333,1.661,6.437,10.345,21.016,8.071,4.778,2.877
48355,162895,3.696,8.262,6.778,2.511,11.943,4.677,1.505,5.313,8.103,23.596,11.593,5.602,6.421
48123,7927,15.870,6.522,9.373,3.129,7.884,3.406,0.971,4.314,4.857,21.484,8.566,5.866,7.758
27163,130036,0.897,5.132,14.808,2.632,10.436,4.622,1.650,9.330,10.118,23.204,8.192,4.063,4.916
21033,5396,12.139,4.985,17.235,1.575,12.287,3.595,0.204,4.911,3.336,22.443,7.691,4.318,5.282
51820,9655,0.000,5.779,12.439,1.346,18.716,5.075,2.113,4.713,7.861,21.564,11.113,4.298,4.982
48507,4276,11.974,6.151,3.906,0.725,3.391,4.186,1.263,3.344,6.151,33.863,11.693,6.688,6.665
13265,574,10.105,4.007,18.641,3.310,2.962,4.355,0.523,4.007,4.878,20.209,9.408,3.833,13.763
2020,152355,3.666,6.652,1.922,2.566,10.966,7.466,2.399,5.201,10.950,22.967,10.496,4.418,10.331
26053,5759,3.785,6.095,14.239,1.962,12.658,3.438,0.833,2.205,4.167,24.709,13.648,4.827,7.432
29029,17403,1.391,8.315,7.051,1.528,15.440,4.154,1.253,6.585,8.389,21.238,13.865,6.464,4.327
51580,2160,0.000,8.380,20.046,0.324,17.870,3.889,3.935,1.389,5.463,20.046,9.352,6.806,2.500
39115,5678,5.037,9.880,16.696,1.585,10.180,6.587,1.884,3.364,3.311,24.780,6.604,5.178,4.914
53065,16259,5.935,9.084,9.072,2.054,13.691,5.369,0.707,4.022,6.710,22.664,8.814,5.203,6.673
19043,8996,11.138,8.037,18.797,2.368,12.672,4.669,0.734,3.379,5.225,20.242,5.791,4.469,2.479
47077,11115,1.314,9.105,22.402,2.285,13.126,6.775,0.738,3.599,5.848,21.736,4.588,5.056,3.428
27059,19504,1.328,9.926,16.571,2.179,12.879,5.794,0.810,4.922,5.906,23.564,7.629,5.050,3.440
39101,25608,1.995,3.487,25.285,1.831,11.168,3.862,2.542,3.776,5.940,23.786,6.986,4.233,5.108
17061,5944,8.075,6.780,13.493,4.408,12.820,5.098,1.464,4.038,5.182,23.637,5.333,4.727,4.946
17173,9895,5.437,6.377,20.141,2.628,10.531,5.953,1.819,4.770,5.659,22.355,4.891,5.144,4.295
5129,2836,5.324,10.825,15.797,2.468,14.774,3.879,0.423,5.889,8.039,22.461,3.632,3.808,2.680
18127,78219,0.447,6.247,18.781,2.359,10.198,5.237,1.339,4.735,7.951,25.307,9.603,4.986,2.811
18033,19542,2.323,5.189,32.719,2.579,12.373,4.176,2.119,4.017,3.792,17.818,6.586,4.304,2.006
38013,1084,31.458,5.443,2.675,2.675,13.745,7.841,0.092,3.044,5.720,12.454,5.074,2.491,7.288
42027,75314,1.862,4.776,7.438,1.608,10.131,3.217,1.342,3.987,8.767,38.179,11.663,3.536,3.493
40035,5781,7.404,5.864,8.614,2.837,12.783,7.750,0.588,2.698,6.141,26.241,8.251,4.843,5.985
22113,25011,15.617,7.149,7.233,2.403,13.582,4.958,1.783,4.654,6.797,19.903,5.913,4.966,5.042
38055,4541,17.882,8.610,3.281,3.215,8.765,8.082,1.586,3.854,4.184,23.783,6.254,5.726,4.779
31127,3481,6.320,6.377,8.015,1.321,10.572,14.163,2.499,4.367,2.729,27.377,6.234,6.751,3.275
48209,87233,0.955,8.326,6.767,2.699,14.404,3.943,2.131,5.701,10.472,23.254,10.929,4.499,5.920
28035,32647,1.960,5.605,9.327,2.040,15.321,4.448,1.146,3.415,7.247,29.286,11.790,4.426,3.988
51171,19990,3.837,8.194,16.708,2.541,11.936,5.173,2.696,3.357,7.694,20.115,8.034,4.577,5.138
37171,30107,2.720,9.489,14.840,2.252,14.156,5.019,0.824,4.036,6.789,23.214,8.789,4.434,3.438
45087,11086,0.911,6.513,22.668,4.745,13.513,4.411,1.290,3.031,4.429,20.864,4.564,7.297,5.764
51159,3199,4.564,8.284,6.283,2.501,14.567,3.407,1.344,4.877,4.970,25.852,6.158,7.909,9.284
39163,5060,3.162,9.190,19.644,2.154,8.775,4.091,0.711,2.866,6.225,26.482,6.759,4.466,5.474
31171,385,25.455,4.675,6.494,1.818,8.571,5.714,1.299,4.675,4.416,16.104,6.494,5.195,9.091
20105,1497,19.506,10.421,7.682,0.935,9.886,4.075,0.802,3.674,2.605,27.789,4.943,1.202,6.480
27083,13788,6.607,6.361,17.102,4.228,12.504,4.352,0.783,8.609,4.475,20.569,7.905,3.032,3.474
1067,6922,4.608,6.039,13.146,3.597,8.856,9.910,0.592,4.681,5.836,24.906,9.073,5.548,3.207
54037,26418,1.578,8.010,5.598,1.298,10.080,4.315,2.888,4.637,13.252,21.353,13.218,3.838,9.933
27073,3506,14.518,6.988,10.468,3.195,11.238,5.362,1.226,5.248,3.137,25.528,4.364,5.077,3.651
29229,6583,9.631,6.897,13.596,3.114,11.150,6.669,0.319,3.023,3.691,25.125,4.709,6.638,5.438
40097,16849,3.620,8.980,19.247,1.775,11.900,5.033,1.217,3.318,5.264,22.144,7.057,6.208,4.238
13061,848,10.849,11.910,18.632,0.000,5.778,6.722,0.000,4.835,3.892,18.750,8.019,5.896,4.717
41069,563,20.959,8.526,0.888,1.954,10.302,6.394,0.533,1.954,2.664,18.295,9.414,5.151,12.966
47155,44811,0.335,7.364,6.855,1.991,16.645,3.669,1.656,6.876,9.346,13.465,24.409,4.066,3.323
47139,6397,2.423,7.582,23.089,1.813,13.491,5.721,2.001,4.189,4.268,20.181,7.144,3.236,4.862
26137,10733,3.065,5.413,9.895,4.137,16.705,5.562,1.752,5.031,5.236,19.379,13.463,5.590,4.770
11001,337815,0.069,2.999,1.289,0.533,4.909,3.032,3.987,5.842,22.722,19.525,9.426,9.008,16.660
55011,7013,11.835,7.543,18.580,2.495,9.226,6.089,0.984,4.420,3.836,21.503,6.445,4.178,2.866
39039,18092,1.603,4.914,27.145,1.774,12.337,3.941,0.895,4.444,5.682,21.540,8.291,3.963,3.471
39071,16962,3.979,7.246,19.155,2.753,11.549,8.602,1.922,3.820,6.756,20.599,6.703,3.396,3.520
48019,9010,5.849,12.275,6.437,1.432,10.488,1.132,1.199,5.505,8.424,24.306,7.558,8.191,7.203
39127,14630,2.939,10.103,17.690,1.565,12.180,5.632,0.745,4.135,6.036,25.017,5.919,3.964,4.074
34025,307183,0.259,6.971,5.983,3.108,11.682,5.035,3.619,10.150,12.659,23.460,8.891,4.075,4.106
18001,14982,3.044,8.337,28.788,2.303,9.945,3.825,1.789,4.132,3.971,17.414,5.507,7.950,2.997
28077,4638,11.578,9.702,15.201,2.027,10.543,2.975,1.725,2.027,5.239,25.183,3.234,5.132,5.433
37127,40735,2.774,6.483,16.293,4.070,12.132,5.253,1.186,5.310,6.675,21.269,8.555,4.900,5.099
16063,2212,14.557,10.172,15.461,1.040,12.523,4.973,1.175,2.260,7.414,15.461,8.092,2.351,4.521
51540,23605,0.763,3.571,3.478,0.924,9.138,1.864,2.347,3.368,13.349,38.433,14.035,5.363,3.368
54053,9116,2.852,5.013,17.168,2.260,12.154,10.026,0.252,2.315,6.900,23.651,8.754,3.104,5.551
42053,1256,5.573,6.768,6.529,1.911,8.599,5.812,1.035,5.971,3.822,26.194,9.076,6.688,12.022
13159,5520,2.192,10.779,19.638,2.120,9.022,5.616,2.210,4.583,4.384,20.471,8.062,6.812,4.112
51163,9789,2.574,8.581,14.292,0.409,12.800,4.301,1.461,3.984,8.418,24.640,6.865,6.037,5.639
55113,6957,2.789,7.245,8.826,1.164,13.871,3.867,1.337,5.721,6.325,21.805,16.027,5.318,5.706
51720,1811,4.528,2.430,5.080,0.331,14.136,0.166,1.767,0.000,13.970,32.303,14.578,5.632,5.080
40081,14625,6.974,10.277,9.764,2.291,10.503,6.646,1.115,5.566,4.424,21.108,7.973,5.244,8.116
6079,124997,3.694,6.846,6.767,2.179,11.919,5.097,1.554,4.709,10.629,23.920,12.028,4.947,5.711
33017,66369,0.652,5.575,12.164,1.921,12.961,4.180,1.766,7.811,8.977,25.735,10.723,3.902,3.633
28097,3608,3.548,7.622,19.706,2.578,9.922,5.072,2.162,3.298,4.629,28.991,6.680,2.605,3.187
26089,9628,5.017,8.735,8.330,1.703,10.968,2.607,1.838,4.923,9.285,23.317,12.630,5.577,5.069
45063,132105,0.897,7.705,9.659,3.345,11.558,5.080,1.806,7.940,9.414,22.189,9.042,5.020,6.343
28069,3537,4.580,10.065,16.483,3.704,9.019,6.248,0.990,4.382,4.835,24.399,5.400,5.117,4.778
20073,2876,13.039,6.572,10.431,0.834,10.709,5.111,0.626,4.033,4.242,22.775,8.449,6.224,6.954
16055,65216,2.487,9.216,7.877,2.720,14.216,4.128,2.055,6.707,10.188,20.529,11.043,5.006,3.829
48163,6618,14.929,8.507,5.953,1.979,12.421,7.162,0.000,3.823,3.838,19.991,8.401,2.992,10.003
44007,301318,0.312,5.003,11.629,2.653,12.725,3.656,1.551,6.407,9.585,27.690,10.222,4.735,3.832
23007,14386,3.775,8.682,10.774,1.634,12.790,2.787,1.613,5.158,4.539,28.583,12.366,4.115,3.184
1017,13689,1.629,5.632,25.458,2.433,11.696,3.185,1.658,3.689,11.703,18.548,6.078,4.588,3.704
33019,21617,1.471,7.008,18.902,2.244,12.532,3.104,1.781,4.959,6.148,28.195,7.008,3.946,2.702
